Var1	Var2
FAOXC140	Fatty acid oxidation
FAOXC150m	Fatty acid oxidation
FAOXC160	Fatty acid oxidation
FAOXC16080m	Fatty acid oxidation
FAOXC161802m	Fatty acid oxidation
FAOXC16180m	Fatty acid oxidation
FAOXC170m	Fatty acid oxidation
FAOXC180	Fatty acid oxidation
FAOXC1811601m	Fatty acid oxidation
FAOXC1811602m	Fatty acid oxidation
FAOXC1811603m	Fatty acid oxidation
FAOXC182806m	Fatty acid oxidation
FAOXC18280m	Fatty acid oxidation
FAOXC183803m	Fatty acid oxidation
FAOXC183806m	Fatty acid oxidation
FAOXC18480m	Fatty acid oxidation
FAOXC200180m	Fatty acid oxidation
FAOXC200180x	Fatty acid oxidation
FAOXC2031836m	Fatty acid oxidation
FAOXC204	Fatty acid oxidation
FAOXC204184m	Fatty acid oxidation
FAOXC2051843m	Fatty acid oxidation
FAOXC2051843x	Fatty acid oxidation
FAOXC2242046m	Fatty acid oxidation
FAOXC2251836m	Fatty acid oxidation
FAOXC2251836x	Fatty acid oxidation
FAOXC2252053m	Fatty acid oxidation
FAOXC226	Fatty acid oxidation
FAOXC226205m	Fatty acid oxidation
FAOXC80	Fatty acid oxidation
FATP1t	Transport, extracellular
FATP2t	Transport, extracellular
FATP3t	Transport, extracellular
FATP4t	Transport, extracellular
FATP5t	Transport, extracellular
FATP6t	Transport, extracellular
FATP7t	Transport, extracellular
FATP8t	Transport, extracellular
FATP9t	Transport, extracellular
FBA4	Glyoxylate and dicarboxylate metabolism
FCLTm	Heme synthesis
FCOAH	Fatty acid oxidation
FDH	Fatty acid oxidation
FK	Fructose and mannose metabolism
FOLt2	Transport, extracellular
FORMCOAtx	Transport, peroxisomal
FORt2m	Transport, mitochondrial
FORtr	Transport, endoplasmic reticular
FPGS2m	Folate metabolism
FPGS3	Folate metabolism
FPGS4	Folate metabolism
FPGS5	Folate metabolism
FPGS6	Folate metabolism
FPGS7m	Folate metabolism
FPGS8m	Folate metabolism
FPGS9m	Folate metabolism
FPGSm	Folate metabolism
FRDPtc	Transport, peroxisomal
FRDPtr	Transport, peroxisomal
FRUt1r	Transport, extracellular
FTHFDH	Folate metabolism
FTHFLm	Folate metabolism
FUCASE2ly	Keratan sulfate degradation
FUCASEly	N-glycan degradation
FUCtly	Transport, lysosomal
FUMAC	Tyrosine metabolism
FUMm	Citric acid cycle
FUMSO3tm	Transport, mitochondrial
FUMSO4tm	Transport, mitochondrial
FUMtm	Transport, mitochondrial
FUMTSULtm	Transport, mitochondrial
FUT18g	Blood group synthesis
G14T18g	Keratan sulfate synthesis
G14T19g	Keratan sulfate synthesis
G14T20g	Keratan sulfate synthesis
G14T21g	Keratan sulfate synthesis
G14T2g	Keratan sulfate synthesis
G14T3g	Keratan sulfate synthesis
G14T4g	Keratan sulfate synthesis
G14T5g	Keratan sulfate synthesis
G3PD2m	Glycolysis/gluconeogenesis
G5SADrm	Arginine and proline metabolism
G6PDH1rer	Pentose phosphate pathway
G6PDH2rer	Pentose phosphate pathway
G6Pter	Transport, endoplasmic reticular
GACMTRc	Urea cycle
GACPAILter	Transport, endoplasmic reticular
GAL3ST11	Sphingolipid metabolism
GALASE10ly	Keratan sulfate degradation
GALASE11ly	Keratan sulfate degradation
GALASE12ly	Keratan sulfate degradation
GALASE13ly	Keratan sulfate degradation
GALASE14ly	Keratan sulfate degradation
GALASE15ly	Keratan sulfate degradation
GALASE16ly	Keratan sulfate degradation
GALASE17ly	Keratan sulfate degradation
GALASE18ly	Keratan sulfate degradation
GALASE19ly	Keratan sulfate degradation
GALASE1ly	N-glycan degradation
GALASE20ly	Keratan sulfate degradation
GALASE3ly	Keratan sulfate degradation
GALASE4ly	Keratan sulfate degradation
GALASE5ly	Keratan sulfate degradation
GALASE6ly	Keratan sulfate degradation
GALASE7ly	Keratan sulfate degradation
GALASE8ly	Keratan sulfate degradation
GALASE9ly	Keratan sulfate degradation
GALGALFUCFUCGALACGLCGALACGLCGAL14ACGLCGALGLUSIDEte	Transport, extracellular
GALGALFUCFUCGALACGLCGALACGLCGAL14ACGLCGALGLUSIDEtg	Transport, golgi apparatus
GALGLUSIDEtg	Transport, golgi apparatus
GALGLUSIDEtl	Transport, lysosomal
GALGT1	Sphingolipid metabolism
GALGT2	Sphingolipid metabolism
GALGT3	Sphingolipid metabolism
GALGT4	Sphingolipid metabolism
GALNACT1g	Chondroitin synthesis
GALNACT2g	Chondroitin synthesis
GALNACT3g	Chondroitin synthesis
GALNACT4g	Chondroitin synthesis
GALNACT5g	Chondroitin synthesis
GALNTg	O-glycan metabolism
GALOR	Galactose metabolism
GALSIDEtg	Transport, golgi apparatus
GALSIDEtl	Transport, lysosomal
GALt1r	Transport, extracellular
GALT2g	Chondroitin synthesis
GALTg	Chondroitin synthesis
GALtly	Transport, lysosomal
GAMt1r	Transport, extracellular
GAMYe	Starch and sucrose metabolism
GAO2	Sphingolipid metabolism
GARFT	Purine synthesis
GASNASE2ly	N-glycan degradation
GASNASE3ly	Keratan sulfate degradation
GASNASEly	N-glycan degradation
GBA	Sphingolipid metabolism
GBAl	Sphingolipid metabolism
GBSIDEte	Transport, extracellular
GCALDDm	Glyoxylate and dicarboxylate metabolism
GCC2cm	Glycine, serine, alanine, and threonine metabolism
GCCam	Glycine, serine, alanine, and threonine metabolism
GCCbim	Glycine, serine, alanine, and threonine metabolism
GCCcm	Glycine, serine, alanine, and threonine metabolism
GCHOLAt	Transport, extracellular
GCHOLAte	Transport, extracellular
GCNTg	Blood group synthesis
GD1Cte	Transport, extracellular
GD1Ctg	Transport, golgi apparatus
GDPFUCtg	Transport, golgi apparatus
GDPtg	Transport, golgi apparatus
GGH_10FTHF5GLUe	Folate metabolism
GGH_10FTHF5GLUl	Folate metabolism
GGH_10FTHF6GLUe	Folate metabolism
GGH_10FTHF6GLUl	Folate metabolism
GGH_10FTHF7GLUe	Folate metabolism
GGH_10FTHF7GLUl	Folate metabolism
GGH_5DHFe	Folate metabolism
GGH_5DHFl	Folate metabolism
GGH_5THFe	Folate metabolism
GGH_5THFl	Folate metabolism
GGH_6DHFe	Folate metabolism
GGH_6DHFl	Folate metabolism
GGH_6THFe	Folate metabolism
GGH_6THFl	Folate metabolism
GGH_7DHFe	Folate metabolism
GGH_7DHFl	Folate metabolism
GGH_7THFe	Folate metabolism
GGH_7THFl	Folate metabolism
GGLUCT	Glutathione metabolism
GGNG	Starch and sucrose metabolism
GGT6	Eicosanoid metabolism
GHMT2rm	Glycine, serine, alanine, and threonine metabolism
GHMT3	Lysine metabolism
GLACO	Vitamin C metabolism
GLACter	Transport, endoplasmic reticular
GLAl	Sphingolipid metabolism
GLB1	Sphingolipid metabolism
GLBRAN	Starch and sucrose metabolism
GLCAASE1ly	Heparan sulfate degradation
GLCAASE4ly	Chondroitin sulfate degradation
GLCAASE5ly	Chondroitin sulfate degradation
GLCAASE6ly	Chondroitin sulfate degradation
GLCAASE7ly	Chondroitin sulfate degradation
GLCAASE8ly	Hyaluronan metabolism
GLCAASE9ly	Hyaluronan metabolism
GLCAE2g	Chondroitin synthesis
GLCAT2g	Chondroitin synthesis
GLCAT3g	Chondroitin synthesis
GLCAT4g	Chondroitin synthesis
GLCAT5g	Chondroitin synthesis
GLCAT6g	Chondroitin synthesis
GLCAT7g	Chondroitin synthesis
GLCAT8g	Chondroitin synthesis
GLCAT9g	Chondroitin synthesis
GLCATg	Chondroitin synthesis
GLCNACASE1ly	Heparan sulfate degradation
GLCNACASE2ly	Heparan sulfate degradation
GLCNACASE3ly	Heparan sulfate degradation
GLCNACASE4ly	Heparan sulfate degradation
GLCNACASE5ly	Heparan sulfate degradation
GLCNACDASg	Chondroitin synthesis
GLCNACT1g	Chondroitin synthesis
GLCNACT2g	Chondroitin synthesis
GLCNACT3g	Chondroitin synthesis
GLCNACT4g	Chondroitin synthesis
GLCNACT5g	Chondroitin synthesis
GLCt1r	Transport, extracellular
GLCt2_2	Transport, extracellular
GLCter	Transport, endoplasmic reticular
GLCtly	Transport, lysosomal
GLCURtly	Transport, lysosomal
GLDBRAN	Starch and sucrose metabolism
GLGNS1	Starch and sucrose metabolism
GLNLASEer	Vitamin C metabolism
GLNtm	Transport, mitochondrial
GLNtN1	Transport, extracellular
GLPASE1	Starch and sucrose metabolism
GLPASE2	Starch and sucrose metabolism
GLRASE	Vitamin C metabolism
GLUCYS	Glutathione metabolism
GLUDxm	Glutamate metabolism
GLUDym	Glutamate metabolism
GluForTx	Histidine metabolism
GLUNm	Glutamate metabolism
GLUt2m	Transport, mitochondrial
GLUt6	Transport, extracellular
GLUt7l	Transport, lysosomal
GLUTCOADHm	Tryptophan metabolism
GLXtm	Transport, mitochondrial
GLXtp	Transport, peroxisomal
GLYAMDTRc	Urea cycle
GLYBt4_2_r	Transport, extracellular
GLYBtm	Transport, mitochondrial
GLYC3Ptm	Transport, mitochondrial
GLYCLTtp	Transport, peroxisomal
GLYC_St	Transport, extracellular
GLYCtm	Transport, mitochondrial
GLYCTO1p	Glyoxylate and dicarboxylate metabolism
GLYOXm	Pyruvate metabolism
GLYt4	Transport, extracellular
GLYt7_211_r	Transport, extracellular
GLYtm	Transport, mitochondrial
GLYtp	Transport, peroxisomal
GMPtg	Transport, golgi apparatus
GMPtn	Transport, nuclear
GP1CALPHAte	Transport, extracellular
GP1CALPHAtg	Transport, golgi apparatus
GPAM_hs	Triacylglycerol synthesis
GPIAT	Phosphatidylinositol phosphate metabolism
GPIDA2er	Phosphatidylinositol phosphate metabolism
GPIDAer	Phosphatidylinositol phosphate metabolism
GPIMTer_U	Phosphatidylinositol phosphate metabolism
GQ1Bte	Transport, extracellular
GQ1Btg	Transport, golgi apparatus
GSNt	Transport, extracellular
GSNtl	Transport, lysosomal
GT1Ate	Transport, extracellular
GT1Atg	Transport, golgi apparatus
GTHDH	Vitamin C metabolism
GTHP	Glutathione metabolism
GTHPm	Glutathione metabolism
GUACYC	Nucleotide interconversion
GULLACter	Transport, endoplasmic reticular
GULN3D	Pentose phosphate pathway
GULNDer	Pentose phosphate pathway
H2CO3Dm	Miscellaneous
H2ETer	Phosphatidylinositol phosphate metabolism
H2MTer_U	Phosphatidylinositol phosphate metabolism
H2O2t	Transport, extracellular
H2O2tly	Transport, lysosomal
H2O2tm	Transport, mitochondrial
H2O2tn	Transport, nuclear
H2O2tp	Transport, peroxisomal
H2Oter	Transport, endoplasmic reticular
H2Otg	Transport, golgi apparatus
H2Otly	Transport, lysosomal
H2Otm	Transport, mitochondrial
H2Otn	Transport, nuclear
H2Otp	Transport, peroxisomal
H3ETer	Phosphatidylinositol phosphate metabolism
H3MTer_U	Phosphatidylinositol phosphate metabolism
H4ET3er	Phosphatidylinositol phosphate metabolism
H4ETer	Phosphatidylinositol phosphate metabolism
H5MTer_U	Phosphatidylinositol phosphate metabolism
H6_ET2er	Phosphatidylinositol phosphate metabolism
H6ET3er	Phosphatidylinositol phosphate metabolism
H6_ETer	Phosphatidylinositol phosphate metabolism
H7_ETer	Phosphatidylinositol phosphate metabolism
H7_TAer	Phosphatidylinositol phosphate metabolism
H8TAer	Phosphatidylinositol phosphate metabolism
HACD1m	Tryptophan metabolism
HACD1x	Tryptophan metabolism
HACD9m	Valine, leucine, and isoleucine metabolism
HAtly	Transport, lysosomal
HCO3_CLt	Transport, extracellular
HDCAter	Transport, endoplasmic reticular
HDCAtr	Transport, extracellular
HDCEAtr	Transport, extracellular
HESTRATRIOLte	Transport, extracellular
HESTRATRIOLtr	Transport, endoplasmic reticular
HEX10	Aminosugar metabolism
HEX4	Fructose and mannose metabolism
HEXCCOAtx	Transport, peroxisomal
HGNTOR	Tyrosine metabolism
HIBDm	Valine, leucine, and isoleucine metabolism
HISDC	Histidine metabolism
HISt4	Transport, extracellular
HISTASE	Histidine metabolism
HISTAtu	Transport, extracellular
HIStN1	Transport, extracellular
HKYNH	Tryptophan metabolism
HMGCOASim	Cholesterol metabolism
HMGCOAtm	Transport, mitochondrial
HMGCOAtx	Transport, peroxisomal
HMGLm	Cholesterol metabolism
HMGLx	Cholesterol metabolism
HOXG	Heme degradation
HPACtr	Transport, extracellular
HPDCACRNCPT1	Fatty acid oxidation
HPDCACRNCPT2	Fatty acid oxidation
HPDCACRNt	Fatty acid oxidation
HPDCAt	Transport, extracellular
HPYRDCm	Glyoxylate and dicarboxylate metabolism
HPYRR2x	Glyoxylate and dicarboxylate metabolism
HPYRtp	Transport, peroxisomal
HS1ly	Heparan sulfate degradation
HS2ly	Heparan sulfate degradation
HS3ly	Heparan sulfate degradation
HS4ly	Heparan sulfate degradation
HSAT1ly	Heparan sulfate degradation
HSAT2ly	Heparan sulfate degradation
HSAT3ly	Heparan sulfate degradation
HSAT4ly	Heparan sulfate degradation
HSD11B1r	Steroid metabolism
HSD17B1	Steroid metabolism
HSD17B42x	Bile acid synthesis
HSD17B4x	Bile acid synthesis
HSD17B7r	Steroid metabolism
HSD17B9r	Steroid metabolism
HSD3A1r	Steroid metabolism
HSD3A2r	Steroid metabolism
HSD3B2r	Steroid metabolism
HSPASEly	Heparan sulfate degradation
HSPGt	Transport, extracellular
HSPGtly	Transport, lysosomal
Htg	Transport, golgi apparatus
Htr	Transport, endoplasmic reticular
Htx	Transport, peroxisomal
HYPOE	Vitamin B6 metabolism
HYPTROX	Taurine and hypotaurine metabolism
ICDHyrm	Citric acid cycle
IDOAASE1ly	Heparan sulfate degradation
IDOAASE2ly	Heparan sulfate degradation
IDOAASE3ly	Heparan sulfate degradation
IDOAASE4ly	Chondroitin sulfate degradation
IDOURtly	Transport, lysosomal
IDPtn	Transport, nuclear
ILEt5m	Transport, mitochondrial
ILETAm	Valine, leucine, and isoleucine metabolism
ILEtec	Transport, extracellular
INSt	Transport, extracellular
INSTt2r	Transport, extracellular
INSTt4	Transport, extracellular
IPDPtx	Transport, peroxisomal
ITCOAL1m	C5-branched dibasic acid metabolism
ITCOALm	C5-branched dibasic acid metabolism
ITPtn	Transport, nuclear
KCC2t	Transport, extracellular
KCCt	Transport, extracellular
KHK	Fructose and mannose metabolism
KHK2	Glyoxylate and dicarboxylate metabolism
KSII_CORE2t	Transport, extracellular
KSII_CORE2tly	Transport, lysosomal
KSII_CORE4t	Transport, extracellular
KSII_CORE4tly	Transport, lysosomal
KSItly	Transport, lysosomal
LACZe	Galactose metabolism
LALDO	Pyruvate metabolism
LCADi_D	Pyruvate metabolism
LCADim	Pyruvate metabolism
LCYSTAT	Methionine and cysteine metabolism
LDH_Lm	Pyruvate metabolism
LEUKTRA4t	Transport, extracellular
LEUKTRC4t	Transport, extracellular
LEUKTRD4t	Transport, extracellular
LEUKTRE4t	Transport, extracellular
LEUKTRF4t	Transport, extracellular
LEUt4	Transport, extracellular
LEUt5m	Transport, mitochondrial
LEUTAm	Valine, leucine, and isoleucine metabolism
LEUtec	Transport, extracellular
LGNCt	Transport, extracellular
LINKDEG1ly	Heparan sulfate degradation
LINKDEG2ly	Chondroitin sulfate degradation
LINKDEG3ly	Chondroitin sulfate degradation
LINKDEG4ly	Chondroitin sulfate degradation
LNELDCCPT1	Fatty acid oxidation
LNELDCCPT2	Fatty acid oxidation
LNELDCCRNt	Fatty acid oxidation
LNELDCt	Transport, extracellular
LNLCCPT1	Fatty acid oxidation
LNLCCPT2	Fatty acid oxidation
LNLCt	Transport, extracellular
LNLNCACPT1	Fatty acid oxidation
LNLNCACPT2	Fatty acid oxidation
LNLNCACRNt	Fatty acid oxidation
LNLNCAt	Transport, extracellular
LNLNCGCPT1	Fatty acid oxidation
LNLNCGCPT2	Fatty acid oxidation
LNLNCGCRNt	Fatty acid oxidation
LNLNCGt	Transport, extracellular
LNSTLSr	Cholesterol metabolism
LPCHOLt	Transport, extracellular
LPS	Triacylglycerol synthesis
LPS3	Triacylglycerol synthesis
LSTO1r	Cholesterol metabolism
LTD4DP	Eicosanoid metabolism
LYStiDF	Transport, extracellular
LYStm	Transport, mitochondrial
LYStn	Transport, nuclear
MACACI	Tyrosine metabolism
MACOXO	Histidine metabolism
MAGt	Transport, extracellular
MALSO3tm	Transport, mitochondrial
MALSO4tm	Transport, mitochondrial
MALtm	Transport, mitochondrial
MALTSULtm	Transport, mitochondrial
MALTt1r	Transport, extracellular
MANt1r	Transport, extracellular
MANtly	Transport, lysosomal
MAOLNOR	Tyrosine metabolism
MCLACCYSR	Methionine and cysteine metabolism
MCLOR	Methionine and cysteine metabolism
MCPST	Methionine and cysteine metabolism
MDHm	Citric acid cycle
MDRPD	Arginine and proline metabolism
ME1m	Pyruvate metabolism
ME2m	Pyruvate metabolism
MECOALm	C5-branched dibasic acid metabolism
MECOAS1m	C5-branched dibasic acid metabolism
MELATNOX	Tryptophan metabolism
MEOHt2	Transport, extracellular
MERCPLACCYSt	Transport, extracellular
METLEUex	Transport, extracellular
METS	Methionine and cysteine metabolism
METt4	Transport, extracellular
METtec	Transport, extracellular
MEVK1x	Cholesterol metabolism
MGCHrm	Valine, leucine, and isoleucine metabolism
MGSA	Pyruvate metabolism
MHISOR	Histidine metabolism
MI1345PP	Inositol phosphate metabolism
MI134PP	Inositol phosphate metabolism
MI145PK	Inositol phosphate metabolism
MI145PP	Inositol phosphate metabolism
MI14PP	Inositol phosphate metabolism
MI14Ptn	Transport, nuclear
MI34PP	Inositol phosphate metabolism
MINOHPtn	Transport, nuclear
MLTG1	Starch and sucrose metabolism
MMEm	Valine, leucine, and isoleucine metabolism
MMMm	Valine, leucine, and isoleucine metabolism
MMSAD1m	Valine, leucine, and isoleucine metabolism
MMSAD3m	Propanoate metabolism
MTAP	Arginine and proline metabolism
MTHFCm	Folate metabolism
MTHFD2m	Folate metabolism
MTHFDm	Folate metabolism
N2M2NMASNtly	Transport, lysosomal
N3Tg	O-glycan metabolism
NABTNO	Arginine and proline metabolism
NACASPAH	Alanine and aspartate metabolism
NACHEX10ly	Keratan sulfate degradation
NACHEX11ly	Keratan sulfate degradation
NACHEX12ly	Keratan sulfate degradation
NACHEX13ly	Keratan sulfate degradation
NACHEX14ly	Keratan sulfate degradation
NACHEX15ly	Keratan sulfate degradation
NACHEX16ly	Keratan sulfate degradation
NACHEX17ly	Keratan sulfate degradation
NACHEX18ly	Keratan sulfate degradation
NACHEX19ly	Keratan sulfate degradation
NACHEX1ly	Chondroitin sulfate degradation
NACHEX20ly	Keratan sulfate degradation
NACHEX21ly	Keratan sulfate degradation
NACHEX22ly	Keratan sulfate degradation
NACHEX23ly	Keratan sulfate degradation
NACHEX24ly	Keratan sulfate degradation
NACHEX25ly	Keratan sulfate degradation
NACHEX26ly	Keratan sulfate degradation
NACHEX27ly	Hyaluronan metabolism
NACHEX2ly	Chondroitin sulfate degradation
NACHEX3ly	Chondroitin sulfate degradation
NACHEX4ly	Chondroitin sulfate degradation
NACHEX5ly	Chondroitin sulfate degradation
NACHEX8ly	Chondroitin sulfate degradation
NACHEX9ly	Chondroitin sulfate degradation
NACHEXA5ly	Chondroitin sulfate degradation
NACHEXA6ly	Chondroitin sulfate degradation
NACUP	Transport, extracellular
NADtn	Transport, nuclear
NAGA2ly	Keratan sulfate degradation
NAGLCAly	Keratan sulfate degradation
NAHCO3_HCLt	Transport, extracellular
NAIt	Transport, extracellular
NaKt	Transport, extracellular
NAt	Transport, extracellular
NAt3_1g	Transport, golgi apparatus
NAt5	Transport, extracellular
NAtx	Transport, peroxisomal
NBAHH_ir	Beta-Alanine metabolism
NCKt	Transport, extracellular
NCNt	Transport, extracellular
NDP3ex	Nucleotide interconversion
NDP7er	Nucleotide interconversion
NDP7g	Nucleotide interconversion
NDP8	Nucleotide interconversion
NDPK10	Nucleotide interconversion
NDPK10n	Nucleotide interconversion
NDPK1m	Nucleotide interconversion
NDPK1n	Nucleotide interconversion
NDPK2n	Nucleotide interconversion
NDPK3m	Nucleotide interconversion
NDPK3n	Nucleotide interconversion
NDPK4m	Nucleotide interconversion
NDPK4n	Nucleotide interconversion
NDPK5m	Nucleotide interconversion
NDPK5n	Nucleotide interconversion
NDPK6m	Nucleotide interconversion
NDPK6n	Nucleotide interconversion
NDPK7m	Nucleotide interconversion
NDPK7n	Nucleotide interconversion
NDPK8m	Nucleotide interconversion
NDPK8n	Nucleotide interconversion
NDPK9n	Nucleotide interconversion
NH4t3r	Transport, extracellular
NH4tn	Transport, nuclear
NH4tp	Transport, peroxisomal
NICRNS	NAD metabolism
NICRNTtn	Transport, nuclear
NKCC2t	Transport, extracellular
NKCCt	Transport, extracellular
NMNATn	NAD metabolism
NMNATr	NAD metabolism
NMNtn	Transport, nuclear
NNATn	NAD metabolism
NRPPHRt4_2_r	Transport, extracellular
NRPPHRtu	Transport, extracellular
NTD12	Nucleotide interconversion
NTD1m	Nucleotide interconversion
NTD2e	Nucleotide interconversion
NTD2l	Pyrimidine catabolism
NTD4e	Nucleotide interconversion
NTD4l	Pyrimidine catabolism
NTD5l	Pyrimidine catabolism
NTD7e	Nucleotide interconversion
NTD7l	Purine catabolism
NTD9e	Nucleotide interconversion
NTD9l	Purine catabolism
NTPP10	Nucleotide interconversion
NTPP9	Nucleotide interconversion
O2St	Transport, extracellular
O2Stm	Transport, mitochondrial
O2Stn	Transport, nuclear
O2Stx	Transport, peroxisomal
O2ter	Transport, endoplasmic reticular
O2tm	Transport, mitochondrial
O2tn	Transport, nuclear
O2tp	Transport, peroxisomal
OAGT3te	Transport, extracellular
OCCOAtm	Transport, mitochondrial
OCCOAtx	Transport, peroxisomal
OCDCAtr	Transport, extracellular
OCOAT1m	Valine, leucine, and isoleucine metabolism
OCTAt	Transport, extracellular
OPAHir	Glutathione metabolism
ORNt3m	Transport, mitochondrial
ORNt4m	Transport, mitochondrial
ORNTArm	Urea cycle
ORPT	Pyrimidine synthesis
P4501B1r	Steroid metabolism
P45027A11m	Bile acid synthesis
P45027A12m	Bile acid synthesis
P45027A13m	Bile acid synthesis
P45027A14m	Bile acid synthesis
P45027A15m	Bile acid synthesis
P45027A16m	Bile acid synthesis
P45027A1m	Bile acid synthesis
P5CDm	Glutamate metabolism
PA_HSter	Transport, endoplasmic reticular
PA_HStg	Transport, golgi apparatus
PAFS	Glycerophospholipid metabolism
PAIL_HStn	Transport, nuclear
PAIL45P_HStn	Transport, nuclear
PAIL4P_HStn	Transport, nuclear
PAN4PP	CoA catabolism
PAPStg	Transport, golgi apparatus
PAPtg	Transport, golgi apparatus
PCHOL_HSter	Transport, endoplasmic reticular
PCHOL_HStg	Transport, golgi apparatus
PCHOLP_hs	Glycerophospholipid metabolism
PCHOLPg_hs	Glycerophospholipid metabolism
PCHOLPm_hs	Glycerophospholipid metabolism
PCHOLPr_hs	Glycerophospholipid metabolism
PCm	Pyruvate metabolism
PCRNtm	Fatty acid oxidation
PCt	Transport, extracellular
PDE1	Nucleotide interconversion
PDE4	Nucleotide interconversion
PDE4n	Nucleotide interconversion
PDX5PO	Vitamin B6 metabolism
PDXPP	Vitamin B6 metabolism
