rxnList	subSystem	GPR	FluxSpan_a	FluxSpan_b	Flux_Span_Ratio	Var7	Var8	Var9
PMI12346PH	Inositol phosphate metabolism	117283.1 or 9807.2 or 9807.1	758.265651438241	487.59374488292	1.5551176761308	L	NA	[c]
PMI12346PHn	Inositol phosphate metabolism	51447.3 or 9807.2 or 51447.4 or 51447.6 or 9807.1 or 51447.5 or 117283.1 or 51447.1 or 51447.2	758.26565143824	487.593744882921	1.5551176761308	L	NA	[n]
PMTCOAFABP1tc	Transport, endoplasmic reticular	2168.1	1035	55.3333333333333	18.7048192771085	L	NA	intercompartmental
PPMI12346Ptn	Transport, nuclear		758.26565143824	487.593744882921	1.5551176761308	L	NA	intercompartmental
PSHSABCtc	Transport, extracellular	19.1	758.265651438242	487.593744882921	1.5551176761308	L	NA	intercompartmental
PUNP4	Purine catabolism	4860.1	868.26565143824	547.593744882921	1.5856018436147	L	purine catabolism	[c]
PYDAMK	Vitamin B6 metabolism	8566.1	758.265651438241	487.593744882921	1.5551176761308	L	vitamin b6 metabolism, cytosol	[c]
PYDXK	Vitamin B6 metabolism	8566.1	764.932318104907	492.755035205501	1.55235819718391	L	vitamin b6 metabolism, cytosol	[c]
PYDXNK	Vitamin B6 metabolism	8566.1	758.26565143824	487.593744882921	1.55511767613079	L	vitamin b6 metabolism, cytosol	[c]
PYDXPP	Vitamin B6 metabolism	57026.1	758.265651438241	487.593744882922	1.55511767613079	L	vitamin b6 metabolism, cytosol	[c]
PYNP2r	Pyrimidine catabolism	7378.2 or 151531.1 or 7378.1	1648.30600494224	1025.18748976584	1.60780932404737	L	pyrimidine catabolism	[c]
RBFK	Vitamin B2 metabolism	55312.1	758.26565143824	487.593744882921	1.55511767613079	L	vitamin b2 metabolism	[c]
RE0124C	Pentose phosphate pathway		217.884195805434	130.383248730964	1.67110574346112	L	HMP shunt	[c]
RE0344C	Fatty acid synthesis	641372.1 or 641371.1 or 570.1	397.351945854484	259.809458957533	1.52939753405757	L	fatty acid synthesis & elongation	[c]
RE0565C	Fatty acid synthesis	6785.1 or 79071.1 or 60481.1 or 54898.1 	438.8601486059	279.780485053582	1.56858741781741	L	fatty acid synthesis & elongation	[c]
RE0566C	Fatty acid synthesis		438.8601486059	279.780485053582	1.56858741781741	L	fatty acid synthesis & elongation	[c]
RE0567C	Fatty acid synthesis		438.8601486059	279.780485053582	1.56858741781741	L	fatty acid synthesis & elongation	[c]
RE0568C	Fatty acid synthesis	9045.1	438.8601486059	279.780485053582	1.56858741781741	L	fatty acid synthesis & elongation	[c]
RE0578C	Fatty acid synthesis	641372.1 or 641371.1 or 570.1	389.018612521151	251.028971152656	1.54969607983845	L	fatty acid synthesis & elongation	[c]
RE1441R	Phosphatidylinositol phosphate metabolism	5305.1 or 8396.1 or 79837.1	758.26565143824	487.59374488292	1.5551176761308	L	NA	[r]
RE1447M	Phosphatidylinositol phosphate metabolism	54995.1	758.265651438241	487.593744882921	1.5551176761308	L	NA	[m]
RE1448R	Phosphatidylinositol phosphate metabolism	93492.1	758.26565143824	487.59374488292	1.5551176761308	L	NA	[r]
RE1530M	Pyrimidine synthesis	7084.1	758.265651438241	487.593744882921	1.5551176761308	L	pyrimidine synthesis/ de novo	[m]
RE1807M	Bile acid synthesis	1593.1	758.265651438241	487.593744882921	1.5551176761308	L	NA	[m]
RE1957R	Phosphatidylinositol phosphate metabolism	5305.1 or 8396.1 or 79837.1	758.26565143824	487.59374488292	1.5551176761308	L	NA	[r]
RE2649C	Bile acid synthesis	641372.1 or 641371.1 or 570.1	773.265651438243	503.475465313029	1.53585567661669	L	NA	[c]
RE2649M	Bile acid synthesis	10965.1 or 11332.1	389.018612521152	251.028971152656	1.54969607983846	L	NA	[m]
RE2912M	Fatty acid oxidation	2182.1 or 2181.1 or 2180.1 or 51703.1 or 23305.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[m]
RE2972M	Phosphatidylinositol phosphate metabolism	5297.1 or 5298.1	758.265651438241	487.593744882921	1.5551176761308	L	NA	[m]
RE3132R	Fatty acid oxidation	11001.1 or 2182.1 or 2181.1 or 2180.1 or 51703.1 or 23305.1	390.685279187817	252.248483347778	1.54881121187625	L	NA	[r]
RE3146R	Fatty acid oxidation	11001.1 or 2182.1 or 2181.1 or 2180.1 or 51703.1 or 23305.1	389.01861252115	251.028971152655	1.54969607983845	L	NA	[r]
RE3160R	Fatty acid oxidation	11001.1 or 2182.1 or 2181.1 or 2180.1 or 51703.1 or 23305.1	389.01861252115	251.028971152655	1.54969607983845	L	NA	[r]
RE3268R	Phosphatidylinositol phosphate metabolism	93492.1	758.26565143824	487.59374488292	1.5551176761308	L	NA	[r]
RE3270C	Phosphatidylinositol phosphate metabolism		1147.39847715736	731.390617324382	1.56879026060636	L	NA	[c]
SARCStm	Transport, mitochondrial		60	0	Inf	L	NA	intercompartmental
SARDHm	Urea cycle	1757.1	60	0	Inf	L	one carbon metabolism, mitochondria	[m]
SBTD_D2	Fructose and mannose metabolism	6652.1	479.018612521154	261.028971152656	1.83511665546509	L	D-sorbitol synthesis, cytosol	[c]
SCP21cx	Transport, peroxisomal	5825.1	758.265651438241	487.59374488292	1.5551176761308	L	NA	intercompartmental
SCP21x	Transport, peroxisomal	6342.1	758.265651438241	487.59374488292	1.5551176761308	L	NA	intercompartmental
SPHS1Pt2e	Transport, extracellular	4363.1 or 19.1	758.265651438241	487.593744882921	1.5551176761308	L	NA	intercompartmental
SPHS1Pte	Transport, extracellular		758.265651438241	487.593744882921	1.5551176761308	L	NA	intercompartmental
SUCCt4_2	Transport, extracellular	9058.1	455.441598497851	303.113102101584	1.50254672378107	L	NA	intercompartmental
SUCD1m	Citric acid cycle	6389.1 and 6392.1 and 6391.1 and 6390.1	676.460563995968	442.43860729571	1.52893656394648	L	TCA cycle, mitochondria	[m]
SUCSALte	Transport, extracellular		614.667529523622	402.875049848568	1.52570264590637	L	NA	intercompartmental
SUCSALtm	Transport, mitochondrial		614.667529523622	402.875049848568	1.52570264590637	L	NA	intercompartmental
TETPENT3t	Transport, extracellular		758.265651438241	487.593744882921	1.5551176761308	L	NA	intercompartmental
TETPENT6t	Transport, extracellular		758.265651438241	487.593744882921	1.5551176761308	L	NA	intercompartmental
TETTET6t	Transport, extracellular		758.265651438241	487.593744882921	1.5551176761308	L	NA	intercompartmental
THYMDtl	Transport, lysosomal	55315.1	758.265651438238	487.593744882921	1.55511767613079	L	NA	intercompartmental
TMNDNCt	Transport, extracellular		798.265651438241	517.593744882922	1.5422629414094	L	NA	intercompartmental
TTDCAtr	Transport, extracellular	11001.1	888.26565143824	590.927078216255	1.50317303806676	L	NA	intercompartmental
UGT1A10c	Heme degradation		1147.28426395939	738.622716035577	1.55327508760796	L	NA	[c]
Uritl	Transport, lysosomal	55315.1	758.26565143824	487.593744882922	1.55511767613079	L	NA	intercompartmental
biomass_maintenance	Exchange/demand reaction		30.5846005592794	20.2133199518049	1.51309139875107	L	biomass_maintenance	[c]
biomass_maintenance_noTrTr	Exchange/demand reaction		35.2355155251816	22.4575208167518	1.56898509914319	L	NA	[c]
r0047	Purine catabolism	22978.1 or 84618.1 or 51251.1 or 30833.1 or 4907.1 or 93034.1 or 56953.1 or 100526794.1	778.265651438241	509.045357786147	1.52887289813022	L	purine catabolism, cytosol	[m]
r0068	Miscellaneous	55902.1 or 84532.1	389.01861252115	251.028971152656	1.54969607983845	L	NA	[c]
r0085	Urea cycle	56954.1	778.26565143824	507.593744882921	1.53324515773485	L	NA	[c]
r0086	Urea cycle	56954.1	778.265651438237	507.593744882921	1.53324515773485	L	NA	[m]
r0097	Miscellaneous	55902.1 or 84532.1	389.01861252115	251.028971152656	1.54969607983845	L	NA	[c]
r0119	Purine catabolism	3704.1	389.018612521151	251.028971152656	1.54969607983845	L	purine catabolism, cytosol	[c]
r0156	Urea cycle		778.26565143824	507.593744882921	1.53324515773485	L	NA	[c]
r0157	Urea cycle		778.265651438237	507.593744882921	1.53324515773485	L	NA	[m]
r0178	Glutamate metabolism	7915.1	1262.14044793433	600.926260243058	2.10032500064788	L	glutamate metabolism, mitochondria/ Succinic semialdehyde dehydrogenase	[m]
r0220	Miscellaneous	79611.1 or 55902.1 or 84532.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[c]
r0221	Miscellaneous	79611.1 or 55902.1 or 84532.1	389.018612521152	251.028971152656	1.54969607983846	L	NA	[m]
r0318	Miscellaneous	79611.1 or 55902.1 or 84532.1	389.018612521151	251.028971152656	1.54969607983845	L	fatty acid activation, cytosol	[c]
r0319	Miscellaneous	79611.1 or 55902.1 or 84532.1	389.018612521152	251.028971152656	1.54969607983846	L	NA	[m]
r0354	Glycolysis/gluconeogenesis	2645.1 or 3098.1 or 3099.1 or 3101.1	479.018612521152	261.028971152655	1.83511665546508	L	glycolysis	[c]
r0355	Glycolysis/gluconeogenesis	2645.1 or 3098.1 or 3099.1 or 3101.1	479.018612521151	261.028971152656	1.83511665546507	L	glycolysis	[c]
r0365	Propanoate metabolism		758.26565143824	487.593744882919	1.5551176761308	L	NA	[m]
r0383	Miscellaneous	(5160.1 and 5162.1) or 5161.1	582.197546531303	382.004136115811	1.52406084512865	L	pyruvate dehydrogenase	[m]
r0444	Fatty acid oxidation	1374.1 and 1376.1	389.01861252115	251.028971152654	1.54969607983846	L	carnitine shuttle	[r]
r0522	Folate metabolism	275.1	758.265651438241	487.593744882921	1.5551176761308	L	NA	[m]
r0523	Folate metabolism	10588.1	758.265651438241	487.593744882921	1.5551176761308	L	NA	[m]
r0555	Miscellaneous	1737.1	582.197546531303	382.004136115811	1.52406084512865	L	NA	[m]
r0661	Fatty acid oxidation	3030.1 and 1962.1 and 1892.1	23.3333333333333	12.5	1.86666666666667	L	betaoxidation	[x]
r0715	Fatty acid oxidation	3030.1 and 1962.1 and 3033.1	23.3333333333333	12.5	1.86666666666667	L	betaoxidation	[x]
r0717	Fatty acid oxidation	3030.1 and 1962.1 and 1892.1	23.3333333333333	12.5	1.86666666666667	L	betaoxidation	[x]
r0719	Fatty acid oxidation	3030.1 and 1962.1 and 3033.1	23.3333333333333	12.5	1.86666666666667	L	betaoxidation	[x]
r0721	Fatty acid oxidation	3030.1 and 1962.1 and 1892.1	23.3333333333333	12.5	1.86666666666667	L	betaoxidation	[x]
r0723	Fatty acid oxidation	3030.1 and 1962.1 and 3033.1	23.3333333333333	12.5	1.86666666666667	L	betaoxidation	[x]
r0735	Fatty acid oxidation	55825.1 or 51102.1 	645.806671501087	860.637119688408	0.750382079423788	H	fatty acid synthesis & elongation	[m]
r0739	Bile acid synthesis	(124.1 and 125.1 and 126.1) or 130.1 or 131.1 or 128.1 or 127.1	771.598984771573	502.432454560341	1.53572679823553	L	NA	[c]
r1000	Transport, endoplasmic reticular		389.01861252115	251.028971152654	1.54969607983846	L	carnitine shuttle	intercompartmental
r1020	Transport, mitochondrial		758.265651438242	487.593744882921	1.5551176761308	L	NA	intercompartmental
r1050	Transport, extracellular		782.15454032713	507.593744882919	1.5409065777742	L	NA	intercompartmental
r1109	Miscellaneous		692.616751269035	443.692146909525	1.5610299981493	L	NA	[m]
r1116	Transport, extracellular		259.421883812747	169.681785928716	1.52887289813022	L	NA	intercompartmental
r1150	Transport, lysosomal		808.26565143824	537.593744882921	1.50348782725191	L	NA	intercompartmental
r1165	Miscellaneous	6646.1 or 8435.1	389.018612521149	251.028971152656	1.54969607983845	L	NA	[r]
r1166	Miscellaneous	6646.1 or 8435.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
r1168	Miscellaneous	6646.1 or 8435.1	397.351945854484	259.809458957534	1.52939753405757	L	NA	[r]
r1174	Miscellaneous	3988.1 or 1056.1	389.018612521149	251.028971152656	1.54969607983845	L	NA	[r]
r1175	Miscellaneous	3988.1 or 1056.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
r1179	Miscellaneous	3988.1 or 1056.1	397.351945854484	259.809458957534	1.52939753405757	L	NA	[r]
r1251	Fatty acid oxidation	2182.1 or 2181.1 or 81616.1 or 11001.1 or 2180.1 or 23305.1 or 51703.1	389.018612521149	251.028971152656	1.54969607983845	L	NA	[r]
r1255	Fatty acid oxidation	2182.1 or 2181.1 or 81616.1 or 11001.1 or 2180.1 or 23305.1 or 51703.1	389.01861252115	251.028971152656	1.54969607983845	L	NA	[r]
r1257	Fatty acid oxidation	2182.1 or 2181.1 or 81616.1 or 11001.1 or 2180.1 or 23305.1 or 51703.1	390.685279187817	252.248483347777	1.54881121187625	L	NA	[r]
r1262	Fatty acid oxidation	2182.1 or 2181.1 or 81616.1 or 11001.1 or 2180.1 or 23305.1 or 51703.1	389.01861252115	251.238847130027	1.54840151897296	L	NA	[r]
r1367	Transport, lysosomal		389.018612521151	251.028971152655	1.54969607983845	L	NA	intercompartmental
r1368	Transport, lysosomal		389.018612521151	251.028971152655	1.54969607983845	L	NA	intercompartmental
r1443	Fatty acid oxidation	8310.1 or 51.1	23.3333333333333	12.5	1.86666666666667	L	betaoxidation	[x]
r1444	Fatty acid oxidation	8310.1 or 51.1	23.3333333333333	12.5	1.86666666666667	L	betaoxidation	[x]
r1445	Fatty acid oxidation	8310.1 or 51.1	23.3333333333333	12.5	1.86666666666667	L	betaoxidation	[x]
r1487	Fatty acid oxidation	2182.1 or 2181.1 or 81616.1 or 11001.1 or 2180.1 or 23305.1 or 51703.1	389.01861252115	251.028971152654	1.54969607983846	L	NA	[r]
r1514	Transport, extracellular	19.1	758.265651438243	487.593744882921	1.5551176761308	L	NA	intercompartmental
r1515	Transport, extracellular	19.1	758.265651438241	487.593744882921	1.5551176761308	L	NA	intercompartmental
r1516	Transport, extracellular	19.1	758.265651438241	487.593744882922	1.55511767613079	L	NA	intercompartmental
r1517	Transport, extracellular	19.1	758.265651438238	487.593744882922	1.55511767613079	L	NA	intercompartmental
r1518	Transport, extracellular	19.1	758.265651438239	487.593744882921	1.55511767613079	L	NA	intercompartmental
r1519	Transport, extracellular	19.1	758.26565143824	487.593744882922	1.55511767613079	L	NA	intercompartmental
r1520	Transport, extracellular	19.1	758.26565143824	487.593744882922	1.55511767613079	L	NA	intercompartmental
r1521	Transport, extracellular	19.1	758.265651438238	50	15.1653130287648	L	NA	intercompartmental
r1522	Transport, extracellular	19.1	758.265651438241	487.593744882921	1.5551176761308	L	NA	intercompartmental
r1523	Transport, extracellular	19.1	758.26565143824	487.593744882921	1.5551176761308	L	NA	intercompartmental
r1525	Transport, extracellular	19.1	758.265651438238	487.593744882922	1.55511767613079	L	NA	intercompartmental
r1527	Transport, extracellular	19.1	758.26565143824	487.593744882922	1.55511767613079	L	NA	intercompartmental
r1529	Transport, extracellular	19.1	758.26565143824	487.593744882922	1.55511767613079	L	NA	intercompartmental
r2510	Transport, endoplasmic reticular		1389.01861252115	53.3333333333333	26.0440989847716	L	NA	intercompartmental
r2514	Transport, endoplasmic reticular		389.018612521151	251.028971152654	1.54969607983846	L	NA	intercompartmental
r2514m	Transport, mitochondrial		389.018612521151	251.028971152656	1.54969607983845	L	NA	intercompartmental
r2517	Transport, peroxisomal	5825.1	758.265651438243	487.593744882921	1.5551176761308	L	NA	intercompartmental
r2518	Transport, peroxisomal	5825.1	758.265651438242	487.593744882921	1.5551176761308	L	NA	intercompartmental
sink_Tyr_ggn[c]	Exchange/demand reaction		20	10	2	L	NA	[c]
sink_clpn_hs[c]	Sink		0.410775639992565	0.261809777681691	1.56898509914319	L	NA	[c]
sink_dgchol[c]	Exchange/demand reaction		10	20	0.5	H	NA	[c]
