SYMBOL	ENTREZID	Ctrl_Fam.Veh.R1	Ctrl_Fam.Veh.R2	Tissue (HPA)	Cell type (HPA)	Level (HPA)	Reliability (HPA)
DPM3	54344	40.3835	51.2735	cerebral-cortex	glial-cells	Medium	Approved
DPP10	57628	9.55149	18.462	NA	NA	NA	NA
DPP10-AS1	389023	1.62143	5.37721	NA	NA	NA	NA
DPP3	10072	22.2999	24.1157	NA	NA	NA	NA
DPP4	1803	3.20642	4.89007	NA	NA	NA	NA
DPP6	1804	16.0639	16.0089	NA	NA	NA	NA
DPP7	29952	32.1209	57.4147	cerebral-cortex	glial-cells	Low	Supported
DPP8	54878	13.0459	10.9398	cerebral-cortex	glial-cells	Medium	Approved
DPP9	91039	13.1223	14.3459	NA	NA	NA	NA
DPPA2	151871	0	0	NA	NA	NA	NA
DPPA4	55211	1.20526	0	NA	NA	NA	NA
DPY19L1	23333	49.164	42.8565	NA	NA	NA	NA
DPY19L1P1	100129460	0.889682	0.968591	NA	NA	NA	NA
DPY19L1P2	102724668	0.126989	0.137042	NA	NA	NA	NA
DPY19L2	283417	1.96569	1.50879	NA	NA	NA	NA
DPY19L2P1	554236	0.29305	0.403319	NA	NA	NA	NA
DPY19L2P2	349152	0.697792	0.86229	NA	NA	NA	NA
DPY19L2P3	442524	0.664887	0.223834	NA	NA	NA	NA
DPY19L2P4	442523	0.914684	0.626407	NA	NA	NA	NA
DPY19L3	147991	26.5933	26.6422	cerebral-cortex	glial-cells	Medium	Approved
DPY19L4	286148	18.3057	14.0866	NA	NA	NA	NA
DPY30	84661	50.6645	69.693	cerebral-cortex	glial-cells	Low	Supported
DPYD	1806	0.986228	0.445726	NA	NA	NA	NA
DPYSL2	1808	77.1895	90.4558	NA	NA	NA	NA
DPYSL3	1809	188.026	247.157	NA	NA	NA	NA
DPYSL4	10570	38.4907	50.7885	cerebral-cortex	glial-cells	Low	Approved
DPYSL5	56896	80.3986	94.5203	cerebral-cortex	glial-cells	Medium	Enhanced
DQX1	165545	0.136823	0.196704	NA	NA	NA	NA
DR1	1810	27.2741	18.866	cerebral-cortex	glial-cells	Medium	Enhanced
DRAM1	55332	6.18662	7.20155	NA	NA	NA	NA
DRAM2	128338	18.284	16.4913	cerebral-cortex	glial-cells	Low	Supported
DRAP1	10589	97.6469	84.569	NA	NA	NA	NA
DRAXIN	374946	15.6137	12.772	NA	NA	NA	NA
DRC1	92749	0.116373	0.398063	NA	NA	NA	NA
DRD2	1813	1.44059	2.89673	NA	NA	NA	NA
DRD4	1815	0.504397	0.332473	NA	NA	NA	NA
DRG1	4733	47.1012	43.1666	cerebral-cortex	glial-cells	Medium	Enhanced
DRG2	1819	15.379	19.8441	cerebral-cortex	glial-cells	Medium	Approved
DROSHA	29102	37.9285	40.739	NA	NA	NA	NA
DRP2	1821	1.82497	0.636048	NA	NA	NA	NA
DSC2	1824	0.332141	0.378414	NA	NA	NA	NA
DSC3	1825	0.131405	0.0649299	NA	NA	NA	NA
DSCAM	1826	0.355024	0.968725	cerebral-cortex	glial-cells	High	Enhanced
DSCC1	79075	6.72713	10.5835	NA	NA	NA	NA
DSCR9	257203	0.376051	0.236491	NA	NA	NA	NA
DSE	29940	7.88378	3.89953	NA	NA	NA	NA
DSG2	1829	1.0824	0.880989	NA	NA	NA	NA
DSN1	79980	10.9344	19.1475	cerebral-cortex	glial-cells	Low	Enhanced
DSP	1832	3.51627	0.0639482	NA	NA	NA	NA
DST	667	203.284	195.374	NA	NA	NA	NA
DSTN	11034	262.854	235.748	cerebral-cortex	glial-cells	Low	Approved
DSTNP1	387492	4.53021	4.85869	NA	NA	NA	NA
DSTYK	25778	8.76261	7.49115	NA	NA	NA	NA
DTD1	92675	48.2795	57.6072	NA	NA	NA	NA
DTD2	112487	10.7343	14.1466	cerebral-cortex	glial-cells	Low	Approved
DTL	51514	9.08355	13.7696	NA	NA	NA	NA
DTNA	1837	67.892	81.5852	cerebral-cortex	glial-cells	Low	Enhanced
DTNB	1838	4.48812	6.71415	NA	NA	NA	NA
DTNBP1	84062	9.0593	7.44394	NA	NA	NA	NA
DTWD1	56986	15.0265	18.9877	NA	NA	NA	NA
DTWD2	285605	2.59125	2.54397	NA	NA	NA	NA
DTX1	1840	5.89231	6.95191	cerebral-cortex	glial-cells	Medium	Approved
DTX2	113878	7.99651	4.67969	NA	NA	NA	NA
DTX2P1	107161144	1.05212	0.371707	NA	NA	NA	NA
DTX2P1-UPK3BP1-PMS2P11	441263	0.313175	0.677332	NA	NA	NA	NA
DTX3	196403	41.5332	67.4535	NA	NA	NA	NA
DTX3L	151636	8.44081	9.32723	NA	NA	NA	NA
DTX4	23220	22.5287	22.3526	NA	NA	NA	NA
DTYMK	1841	42.9918	52.4896	cerebral-cortex	glial-cells	Low	Approved
DUOX1	53905	0.465309	0.491252	NA	NA	NA	NA
DUOXA1	90527	0.265459	0	NA	NA	NA	NA
DUS1L	64118	19.9161	33.0385	NA	NA	NA	NA
DUS2	54920	9.8101	9.11084	NA	NA	NA	NA
DUS3L	56931	8.08582	13.4199	NA	NA	NA	NA
DUS4L	11062	6.78665	4.87009	cerebral-cortex	glial-cells	Medium	Approved
DUSP1	1843	6.83299	6.19014	NA	NA	NA	NA
DUSP10	11221	1.51335	1.52466	cerebral-cortex	glial-cells	Medium	Approved
DUSP11	8446	12.5863	9.76732	NA	NA	NA	NA
DUSP12	11266	21.9607	20.429	NA	NA	NA	NA
DUSP14	11072	25.3247	20.8886	NA	NA	NA	NA
DUSP15	128853	3.13102	1.73402	NA	NA	NA	NA
DUSP16	80824	7.01454	6.56068	cerebral-cortex	glial-cells	Low	Approved
DUSP18	150290	4.44939	4.79552	NA	NA	NA	NA
DUSP19	142679	0.557401	0.586526	NA	NA	NA	NA
DUSP2	1844	0.153403	0.256555	NA	NA	NA	NA
DUSP22	56940	16.9985	13.794	cerebral-cortex	glial-cells	Medium	Approved
DUSP23	54935	5.24265	4.61514	NA	NA	NA	NA
DUSP26	78986	0.411902	1.35134	NA	NA	NA	NA
DUSP28	285193	3.44216	3.15005	NA	NA	NA	NA
DUSP3	1845	20.5195	17.6465	NA	NA	NA	NA
DUSP4	1846	39.9055	49.2178	NA	NA	NA	NA
DUSP5	1847	11.3525	5.26958	NA	NA	NA	NA
DUSP5P1	574029	1.05093	0.925603	NA	NA	NA	NA
DUSP6	1848	162.576	180.493	cerebral-cortex	glial-cells	Medium	Approved
DUSP7	1849	3.6653	2.71293	NA	NA	NA	NA
DUSP8	1850	1.42102	2.53925	cerebral-cortex	glial-cells	High	Approved
DUSP8P5	106903081	1.07462	1.35876	NA	NA	NA	NA
DUT	1854	58.8765	68.68	cerebral-cortex	glial-cells	Low	Enhanced
DUTP6	100873912	0.339249	0.378044	NA	NA	NA	NA
DUTP7	100873913	0	0	NA	NA	NA	NA
DVL1	1855	15.5054	22.0214	cerebral-cortex	glial-cells	Medium	Approved
DVL2	1856	25.0111	38.9123	cerebral-cortex	glial-cells	Low	Approved
DVL3	1857	39.0371	44.1435	cerebral-cortex	glial-cells	Medium	Approved
DYDC2	84332	0.0834498	0.192683	NA	NA	NA	NA
DYM	54808	12.5455	12.1428	NA	NA	NA	NA
DYNC1H1	1778	142.294	133.501	cerebral-cortex	glial-cells	Low	Enhanced
DYNC1I1	1780	0.103864	0.0184151	NA	NA	NA	NA
DYNC1I2	1781	96.9558	101.918	cerebral-cortex	glial-cells	High	Supported
DYNC1I2P1	728532	13.2729	12.116	NA	NA	NA	NA
DYNC1LI1	51143	26.6783	25.4238	cerebral-cortex	glial-cells	Low	Approved
DYNC1LI2	1783	77.9676	65.9866	NA	NA	NA	NA
DYNC2H1	79659	12.931	13.0764	NA	NA	NA	NA
DYNC2LI1	51626	17.0912	18.4787	NA	NA	NA	NA
DYNLL1	8655	374.601	411.186	NA	NA	NA	NA
DYNLL2	140735	18.6052	22.8306	NA	NA	NA	NA
DYNLRB1	83658	165.75	199.886	cerebral-cortex	glial-cells	Medium	Approved
DYNLRB2	83657	0.443827	0.338839	NA	NA	NA	NA
DYNLT1	6993	182.463	228.835	NA	NA	NA	NA
DYNLT3	6990	33.7532	24.0635	cerebral-cortex	glial-cells	Low	Approved
DYRK1A	1859	17.9957	15.8846	NA	NA	NA	NA
DYRK1B	9149	12.9324	15.4456	NA	NA	NA	NA
DYRK2	8445	6.021	3.4798	cerebral-cortex	glial-cells	Low	Approved
DYRK4	8798	21.5557	29.2894	NA	NA	NA	NA
DYSF	8291	0.214281	0.376263	NA	NA	NA	NA
DZANK1	55184	3.12574	2.386	NA	NA	NA	NA
DZIP1	22873	24.11	23.9937	NA	NA	NA	NA
DZIP1L	199221	2.93766	3.35359	cerebral-cortex	glial-cells	Medium	Approved
DZIP3	9666	10.0319	10.1693	NA	NA	NA	NA
E2F1	1869	7.56646	16.1804	cerebral-cortex	glial-cells	High	Enhanced
E2F2	1870	3.24859	3.7317	NA	NA	NA	NA
E2F3	1871	15.2643	12.6596	NA	NA	NA	NA
E2F4	1874	22.7699	30.833	NA	NA	NA	NA
E2F5	1875	38.2008	38.2574	NA	NA	NA	NA
E2F6	1876	14.9492	9.78721	NA	NA	NA	NA
E2F7	144455	8.21683	8.9565	NA	NA	NA	NA
E2F8	79733	2.43533	4.01989	NA	NA	NA	NA
E4F1	1877	9.89668	11.7315	cerebral-cortex	glial-cells	High	Enhanced
EAF1	85403	13.7358	10.7898	cerebral-cortex	glial-cells	Medium	Supported
EAF1-AS1	100873956	0.967309	0.167024	NA	NA	NA	NA
EAF2	55840	4.12445	7.35171	NA	NA	NA	NA
EAPP	55837	22.2694	22.9422	cerebral-cortex	glial-cells	Medium	Approved
EARS2	124454	13.4879	9.93737	cerebral-cortex	glial-cells	Low	Approved
EBAG9	9166	13.9176	12.4754	cerebral-cortex	glial-cells	Medium	Enhanced
EBAG9P1	100422254	0.261507	0.720161	NA	NA	NA	NA
EBF1	1879	1.7558	0.397541	NA	NA	NA	NA
EBF2	64641	3.20039	0.00983679	NA	NA	NA	NA
EBF3	253738	0.429216	0.356749	NA	NA	NA	NA
EBF4	57593	8.28886	11.8598	NA	NA	NA	NA
EBI3	10148	0.230896	0.247868	NA	NA	NA	NA
EBLN2	55096	1.57418	1.02245	NA	NA	NA	NA
EBNA1BP2	10969	41.157	35.1123	cerebral-cortex	glial-cells	High	Approved
EBPL	84650	24.3803	20.9594	NA	NA	NA	NA
ECD	11319	12.7492	16.7515	NA	NA	NA	NA
ECE1	1889	22.965	29.5907	NA	NA	NA	NA
ECE2	9718	1.95538	0.93553	NA	NA	NA	NA
ECEL1	9427	0.071164	0.0783687	cerebral-cortex	glial-cells	Low	Approved
ECH1	1891	38.7721	45.3877	cerebral-cortex	glial-cells	High	Supported
ECHDC1	55862	49.9417	51.0368	NA	NA	NA	NA
ECHDC2	55268	1.22883	2.50205	NA	NA	NA	NA
ECHDC3	79746	1.31072	1.26207	NA	NA	NA	NA
ECHS1	1892	52.4692	64.7657	cerebral-cortex	glial-cells	High	Enhanced
ECI1	1632	27.3495	33.8634	cerebral-cortex	glial-cells	Low	Enhanced
ECI2	10455	103.1	67.3348	NA	NA	NA	NA
ECM1	1893	7.06614	4.96559	NA	NA	NA	NA
ECM2	1842	0.843272	1.34368	cerebral-cortex	glial-cells	High	Approved
ECSCR	641700	0.709565	1.70023	NA	NA	NA	NA
ECSIT	51295	12.2813	11.3654	NA	NA	NA	NA
ECT2	1894	29.3223	25.0166	NA	NA	NA	NA
EDA	1896	0.415466	0.258905	NA	NA	NA	NA
EDA2R	60401	15.7743	17.5885	NA	NA	NA	NA
EDARADD	128178	1.77528	0.0556284	NA	NA	NA	NA
EDC3	80153	21.1346	19.2133	NA	NA	NA	NA
EDC4	23644	27.0712	31.3058	cerebral-cortex	glial-cells	Medium	Supported
EDEM1	9695	9.32655	7.55483	NA	NA	NA	NA
EDEM2	55741	10.2926	11.6197	NA	NA	NA	NA
EDEM3	80267	20.8981	15.5836	cerebral-cortex	glial-cells	Medium	Approved
EDF1	8721	206.648	246.471	cerebral-cortex	glial-cells	Medium	Approved
EDIL3	10085	5.73787	0.445093	cerebral-cortex	glial-cells	High	Approved
EDN1	1906	0.373954	0.930713	NA	NA	NA	NA
EDN3	1908	0.555292	0	NA	NA	NA	NA
EDNRA	1909	29.0982	1.08816	NA	NA	NA	NA
EDNRB	1910	15.5973	23.4148	NA	NA	NA	NA
EDRF1	26098	13.3368	15.0697	NA	NA	NA	NA
EDRF1-AS1	101927983	0.495686	0.806065	NA	NA	NA	NA
EEA1	8411	6.81996	3.89416	NA	NA	NA	NA
EED	8726	20.8308	19.8731	NA	NA	NA	NA
EEF1A1	1915	3128.08	3925.68	cerebral-cortex	glial-cells	Medium	Supported
EEF1A1P11	440595	13.4211	6.6529	NA	NA	NA	NA
EEF1A1P12	644604	17.0237	9.37557	NA	NA	NA	NA
EEF1A1P13	133283	42.2188	25.01	NA	NA	NA	NA
EEF1A1P14	647167	1.27931	0	NA	NA	NA	NA
EEF1A1P16	387845	11.0806	1.97065	NA	NA	NA	NA
EEF1A1P19	100421796	12.8443	5.08134	NA	NA	NA	NA
EEF1A1P25	646612	0.512385	0	NA	NA	NA	NA
EEF1A1P3	100421865	0.115423	0.0824132	NA	NA	NA	NA
EEF1A1P38	124199	1.68722	0.369605	NA	NA	NA	NA
EEF1A1P4	100421854	0.983839	0.931943	NA	NA	NA	NA
EEF1A1P5	158078	248.132	239.59	NA	NA	NA	NA
EEF1A1P6	221838	58.9879	45.7163	NA	NA	NA	NA
EEF1A1P9	441032	12.6794	3.92128	NA	NA	NA	NA
EEF1A2	1917	21.5721	23.296	NA	NA	NA	NA
EEF1B2	1933	242.325	239.282	cerebral-cortex	glial-cells	Low	Supported
EEF1B2P1	1932	0.286798	0.10418	NA	NA	NA	NA
EEF1B2P2	1934	0.758898	0.103358	NA	NA	NA	NA
EEF1B2P3	644820	32.1204	29.1265	NA	NA	NA	NA
EEF1D	1936	230.866	293.412	cerebral-cortex	glial-cells	Medium	Supported
EEF1DP1	126037	0.652087	0.0762608	NA	NA	NA	NA
EEF1DP2	442429	2.56792	1.595	NA	NA	NA	NA
EEF1E1	9521	26.2376	26.2169	cerebral-cortex	glial-cells	Medium	Approved
EEF1G	1937	607.944	729.449	cerebral-cortex	glial-cells	Low	Enhanced
EEF1GP7	645311	0.0898491	0.0977457	NA	NA	NA	NA
EEF2	1938	528.433	581.858	cerebral-cortex	glial-cells	High	Enhanced
EEF2K	29904	18.6699	24.3723	NA	NA	NA	NA
EEFSEC	60678	4.45175	6.84703	NA	NA	NA	NA
EEPD1	80820	8.07561	6.20078	NA	NA	NA	NA
EFCAB1	79645	0.50959	2.13936	NA	NA	NA	NA
EFCAB10	100130771	0.703638	0.301896	NA	NA	NA	NA
EFCAB11	90141	9.24039	6.09749	NA	NA	NA	NA
EFCAB12	90288	0.592533	0.772221	NA	NA	NA	NA
EFCAB13	124989	1.73632	1.97418	NA	NA	NA	NA
EFCAB14	9813	22.9	24.0055	cerebral-cortex	glial-cells	Low	Approved
EFCAB14P1	106479047	0.507021	0.1883	NA	NA	NA	NA
EFCAB2	84288	11.6435	13.4868	cerebral-cortex	glial-cells	Medium	Approved
EFCAB5	374786	0.140179	0.0258493	NA	NA	NA	NA
EFCAB6	64800	0.510732	0.486097	NA	NA	NA	NA
EFCAB7	84455	6.04124	7.07668	NA	NA	NA	NA
EFCC1	79825	7.76492	17.3981	NA	NA	NA	NA
EFEMP1	2202	3.03117	1.61153	NA	NA	NA	NA
EFEMP2	30008	14.5667	29.0602	NA	NA	NA	NA
EFHB	151651	0.605968	1.4768	NA	NA	NA	NA
EFHC1	114327	18.1742	29.4787	cerebral-cortex	glial-cells	Medium	Approved
EFHC2	80258	0.370929	0.215161	NA	NA	NA	NA
EFHD1	80303	4.63754	3.90249	NA	NA	NA	NA
EFHD2	79180	9.56161	9.85718	NA	NA	NA	NA
EFNA1	1942	8.20867	7.13465	NA	NA	NA	NA
EFNA2	1943	3.19933	2.45801	NA	NA	NA	NA
EFNA4	1945	6.50527	6.20493	NA	NA	NA	NA
EFNA5	1946	3.75755	1.91229	NA	NA	NA	NA
EFNB1	1947	15.8762	26.0582	NA	NA	NA	NA
EFNB2	1948	118.801	81.662	NA	NA	NA	NA
EFNB3	1949	21.0689	24.9845	NA	NA	NA	NA
EFR3A	23167	12.8207	9.68275	NA	NA	NA	NA
EFR3B	22979	11.7176	15.0635	NA	NA	NA	NA
EFS	10278	13.8103	32.9135	cerebral-cortex	glial-cells	Medium	Approved
EFTUD2	9343	119.75	131.485	cerebral-cortex	glial-cells	High	Supported
EGF	1950	3.68779	4.84987	NA	NA	NA	NA
EGFEM1P	93556	6.63923	8.44843	NA	NA	NA	NA
EGFL6	25975	0.125531	0	NA	NA	NA	NA
EGFL7	51162	2.23193	1.4003	NA	NA	NA	NA
EGFLAM	133584	3.01073	0.363539	NA	NA	NA	NA
EGFR	1956	19.2995	22.73	NA	NA	NA	NA
EGLN1	54583	16.8096	11.4004	cerebral-cortex	glial-cells	Low	Approved
EGLN2	112398	41.71	41.2121	NA	NA	NA	NA
EGLN3	112399	3.69276	0.787728	NA	NA	NA	NA
EGR1	1958	5.81077	13.5544	cerebral-cortex	glial-cells	Low	Supported
EGR2	1959	4.67129	1.69819	NA	NA	NA	NA
EGR3	1960	0.199342	0.189712	NA	NA	NA	NA
EHBP1	23301	24.6075	26.0624	cerebral-cortex	glial-cells	Low	Enhanced
EHBP1L1	254102	5.49527	6.71247	NA	NA	NA	NA
EHD1	10938	21.4986	28.8783	NA	NA	NA	NA
EHD2	30846	18.6388	17.7002	NA	NA	NA	NA
EHD3	30845	4.78906	5.41925	NA	NA	NA	NA
EHD4	30844	8.57017	10.4118	NA	NA	NA	NA
EHHADH	1962	0.670605	0.707923	NA	NA	NA	NA
EHMT1	79813	23.8155	27.8283	NA	NA	NA	NA
EI24	9538	68.8381	73.8139	NA	NA	NA	NA
EID1	23741	146.264	162.724	cerebral-cortex	glial-cells	Low	Approved
EID2	163126	16.3422	13.9865	NA	NA	NA	NA
EID2B	126272	3.37439	4.12809	NA	NA	NA	NA
EID3	493861	0.32476	0.347571	NA	NA	NA	NA
EIF1	10209	694.697	394.5	NA	NA	NA	NA
EIF1AD	84285	16.3782	12.4393	NA	NA	NA	NA
EIF1AX	1964	26.3871	25.0804	NA	NA	NA	NA
EIF1AXP1	280661	38.7547	31.1936	NA	NA	NA	NA
EIF1AY	9086	0	0	NA	NA	NA	NA
EIF1B	10289	89.5121	54.4089	NA	NA	NA	NA
EIF2A	83939	48.6091	44.4745	cerebral-cortex	glial-cells	Low	Approved
EIF2AK1	27102	39.6543	40.4967	cerebral-cortex	glial-cells	Low	Approved
EIF2AK2	5610	15.4664	15.2541	NA	NA	NA	NA
EIF2AK3	9451	9.82986	11.4364	cerebral-cortex	glial-cells	Medium	Approved
EIF2AK4	440275	14.9601	20.9674	cerebral-cortex	glial-cells	Medium	Approved
EIF2B1	1967	20.1469	28.3327	NA	NA	NA	NA
EIF2B2	8892	24.6317	25.6727	cerebral-cortex	glial-cells	High	Enhanced
EIF2B3	8891	12.5141	14.1535	cerebral-cortex	glial-cells	Medium	Supported
EIF2B4	8890	33.8517	32.5358	NA	NA	NA	NA
EIF2B5	8893	17.3184	30.1768	NA	NA	NA	NA
EIF2D	1939	0.2599	2.28105	NA	NA	NA	NA
EIF2S1	1965	91.1287	100.854	cerebral-cortex	glial-cells	Low	Supported
EIF2S2	8894	53.9787	43.4079	cerebral-cortex	glial-cells	Medium	Approved
EIF2S2P3	283014	1.00048	0.570782	NA	NA	NA	NA
EIF2S2P4	728350	12.0285	6.63201	NA	NA	NA	NA
EIF2S3	1968	72.1696	73.2286	NA	NA	NA	NA
EIF3A	8661	78.1705	67.4734	NA	NA	NA	NA
EIF3B	8662	73.7341	76.678	cerebral-cortex	glial-cells	Medium	Approved
EIF3C	8663	10.6181	10.1649	cerebral-cortex	glial-cells	High	Supported
EIF3CL	728689	5.70728	7.1005	cerebral-cortex	glial-cells	High	Supported
EIF3D	8664	72.5905	78.3571	cerebral-cortex	glial-cells	Low	Approved
EIF3E	3646	151.9	148.161	cerebral-cortex	glial-cells	Low	Approved
EIF3EP1	3647	2.57273	2.49478	NA	NA	NA	NA
EIF3F	8665	104.064	121.572	NA	NA	NA	NA
EIF3FP3	339799	27.0622	25.6555	NA	NA	NA	NA
EIF3G	8666	87.6653	113.385	cerebral-cortex	glial-cells	Medium	Approved
EIF3H	8667	120.995	101.752	cerebral-cortex	glial-cells	Medium	Approved
EIF3I	8668	119.114	130.327	cerebral-cortex	glial-cells	High	Enhanced
EIF3J	8669	81.7546	64.1425	cerebral-cortex	glial-cells	Medium	Approved
EIF3K	27335	100.08	105.418	NA	NA	NA	NA
EIF3KP1	134505	0.197902	0.107948	NA	NA	NA	NA
EIF3L	51386	231.276	278.203	NA	NA	NA	NA
EIF3LP2	143341	0.671844	0.404167	NA	NA	NA	NA
EIF3LP3	340947	0.437228	0.15773	NA	NA	NA	NA
EIF3M	10480	160.301	144.811	cerebral-cortex	glial-cells	Medium	Approved
EIF4A1	1973	416.928	442.003	NA	NA	NA	NA
EIF4A1P10	100421533	27.5679	23.0405	NA	NA	NA	NA
EIF4A1P2	359792	3.47982	2.4435	NA	NA	NA	NA
EIF4A1P7	341784	1.6521	0.574938	NA	NA	NA	NA
EIF4A2	1974	181.371	219.46	NA	NA	NA	NA
EIF4A2P2	100421579	0.104566	0.168687	NA	NA	NA	NA
EIF4A3	9775	56.223	60.0417	cerebral-cortex	glial-cells	High	Supported
EIF4B	1975	102.614	112.141	NA	NA	NA	NA
EIF4BP2	100129337	0.229204	0	NA	NA	NA	NA
EIF4BP3	100128771	1.10729	0.620587	NA	NA	NA	NA
EIF4BP6	645579	5.91953	5.99052	NA	NA	NA	NA
EIF4BP7	643873	6.11588	6.04643	NA	NA	NA	NA
EIF4E	1977	48.3013	43.747	cerebral-cortex	glial-cells	Medium	Supported
EIF4E2	9470	53.9737	49.9301	NA	NA	NA	NA
EIF4E3	317649	3.4678	2.11351	NA	NA	NA	NA
EIF4EBP1	1978	41.8528	18.8931	cerebral-cortex	glial-cells	Low	Supported
EIF4EBP2	1979	38.0256	40.5912	NA	NA	NA	NA
EIF4EBP3	8637	2.76424	1.85231	NA	NA	NA	NA
EIF4ENIF1	56478	16.4887	17.9828	cerebral-cortex	glial-cells	High	Enhanced
EIF4G1	1981	105.616	108.565	cerebral-cortex	glial-cells	Low	Approved
EIF4G2	1982	435.238	387.978	cerebral-cortex	glial-cells	Low	Approved
EIF4G3	8672	34.0315	44.5097	cerebral-cortex	glial-cells	Medium	Enhanced
EIF4H	7458	4.03943	2.80054	cerebral-cortex	glial-cells	Medium	Approved
EIF4HP1	401316	50.9219	47.165	NA	NA	NA	NA
EIF4HP2	100421545	3.8355	1.49601	NA	NA	NA	NA
EIF5	1983	105.503	84.1081	cerebral-cortex	glial-cells	Low	Supported
EIF5A	1984	269.561	246.386	NA	NA	NA	NA
EIF5A2	56648	4.95125	4.62105	cerebral-cortex	glial-cells	High	Approved
EIF5AL1	143244	3.87068	2.39837	NA	NA	NA	NA
EIF5AP3	1987	0.169624	0.189026	NA	NA	NA	NA
EIF5AP4	642592	13.0873	13.0811	NA	NA	NA	NA
EIF5B	9669	40.0358	34.0759	cerebral-cortex	glial-cells	Low	Approved
EIF6	3692	67.856	71.9869	cerebral-cortex	glial-cells	Low	Enhanced
ELAC1	55520	9.28213	11.7165	NA	NA	NA	NA
ELAC2	60528	22.3274	25.7665	NA	NA	NA	NA
ELAVL1	1994	54.9625	51.5356	cerebral-cortex	glial-cells	Medium	Approved
ELAVL2	1993	2.81412	10.6945	cerebral-cortex	glial-cells	Low	Enhanced
ELAVL3	1995	11.9211	12.9392	cerebral-cortex	glial-cells	Low	Enhanced
ELAVL4	1996	0.182477	0.105589	cerebral-cortex	glial-cells	Medium	Enhanced
ELF1	1997	14.4386	8.79838	NA	NA	NA	NA
ELF2	1998	17.5951	13.7585	cerebral-cortex	glial-cells	Medium	Enhanced
ELF3	1999	0.231971	0.114385	NA	NA	NA	NA
ELF4	2000	1.3467	1.08371	NA	NA	NA	NA
ELFN1	392617	5.70334	6.66581	NA	NA	NA	NA
ELFN2	114794	0.0898844	0.0119152	NA	NA	NA	NA
ELK1	2002	19.6575	16.0931	NA	NA	NA	NA
ELK3	2004	35.863	20.3094	NA	NA	NA	NA
ELK4	2005	6.39992	3.97169	NA	NA	NA	NA
ELL	8178	4.77639	3.34549	NA	NA	NA	NA
ELL2	22936	2.23019	1.11477	NA	NA	NA	NA
ELL3	80237	0.85166	3.03529	NA	NA	NA	NA
ELMO1	9844	2.87943	2.33614	NA	NA	NA	NA
ELMO2	63916	23.999	27.2472	NA	NA	NA	NA
ELMO3	79767	0.615164	0.843903	cerebral-cortex	glial-cells	Low	Approved
ELMOD1	55531	6.97978	3.89451	NA	NA	NA	NA
ELMOD2	255520	22.0959	19.6998	NA	NA	NA	NA
ELMOD3	84173	11.5158	13.5086	NA	NA	NA	NA
ELMSAN1	91748	7.69482	8.16619	cerebral-cortex	glial-cells	Medium	Approved
ELN	2006	4.0663	7.34125	NA	NA	NA	NA
ELOF1	84337	39.945	41.2899	NA	NA	NA	NA
ELOVL1	64834	43.909	49.0887	NA	NA	NA	NA
ELOVL2	54898	75.1057	83.7881	NA	NA	NA	NA
ELOVL2-AS1	100506409	2.07043	2.38998	NA	NA	NA	NA
ELOVL3	83401	0.0778629	0.0417018	NA	NA	NA	NA
ELOVL4	6785	4.25126	2.65531	NA	NA	NA	NA
ELOVL5	60481	82.7677	78.9311	NA	NA	NA	NA
ELOVL6	79071	33.1587	43.3288	NA	NA	NA	NA
ELOVL7	79993	0.0883671	0.0402411	NA	NA	NA	NA
ELP2	55250	29.8006	28.0098	cerebral-cortex	glial-cells	Low	Approved
