SYMBOL	ENTREZID	Bipolar disorder 1a BD1a_NA	Bipolar disorder 1b BD1b_NA	Bipolar disorder 2a BD2a_NA	Bipolar disorder 2a BD2a_NA2	Bipolar disorder 3a BD3a_NA	Bipolar disorder 3b BD3b_NA	Bipolar disorder 4a BD4a_NA	Bipolar disorder 4b BD4b_NA	Bipolar disorder 5a BD5a_NA	Bipolar disorder 5b BD5b_NA	Tissue (HPA)	Cell type (HPA)	Level (HPA)	Reliability (HPA)
USP49	25862	0.918917	1.11472	1.02775	0.887379	1.1738	1.03029	1.64035	1.60107	0.976336	1.1754	NA	NA	NA	NA
USP51	158880	0.169304	0.247142	0.128724	0.079329	0.0942438	0.102523	0.345492	0.323217	0.272859	0.143349	NA	NA	NA	NA
USP53	54532	26.5338	29.6891	41.8807	46.1546	49.9412	53.2038	40.1413	41.11	18.9379	34.4508	NA	NA	NA	NA
USP54	159195	4.44215	4.94226	3.85535	4.70036	6.11739	4.79362	5.26946	5.48739	7.50824	7.26594	cerebral-cortex	glial-cells	Low	Approved
USP6NL	9712	3.79165	3.87825	3.00573	3.00495	3.6159	2.83586	4.01493	3.57512	3.91346	4.36112	cerebral-cortex	glial-cells	Low	Approved
USP7	7874	128.287	110.407	109.801	116.232	106.398	102.164	111.877	111.687	108.659	126.347	cerebral-cortex	glial-cells	Medium	Approved
USP8	9101	23.2556	26.1936	18.6709	20.6337	21.4993	22.7829	18.3023	25.1351	19.4047	18.8877	NA	NA	NA	NA
USP9X	8239	27.0044	30.0243	25.7203	26.624	21.9365	27.9545	27.0557	21.7884	22.969	28.9168	NA	NA	NA	NA
USP9Y	8287	9.12924	9.00483	7.54814	6.93259	10.2842	11.2445	9.51582	10.1464	6.51488	9.29766	NA	NA	NA	NA
USPL1	10208	6.16133	5.53563	6.24579	6.87119	6.21035	6.58047	6.27184	6.86132	4.38885	5.61061	NA	NA	NA	NA
UST	10090	11.4428	10.3764	12.1892	10.4969	9.27882	9.29225	9.40965	11.0599	15.8124	13.1864	NA	NA	NA	NA
UTP14A	10813	10.2206	8.45618	10.3304	11.6719	9.20343	8.25029	10.5926	11.8839	9.08984	8.22977	NA	NA	NA	NA
UTP14C	9724	8.67838	8.36434	8.04154	7.72136	7.92027	8.25607	7.77415	8.64033	7.30926	8.83826	NA	NA	NA	NA
UTP15	84135	11.578	11.4388	12.8433	11.7493	10.6473	8.78557	11.1268	10.8484	11.1564	10.653	NA	NA	NA	NA
UTP18	51096	11.9434	10.4167	15.9902	15.0889	15.8707	14.32	15.5181	15.4742	11.47	13.615	cerebral-cortex	glial-cells	Low	Approved
UTP20	27340	3.64031	3.43593	4.17105	3.88429	2.91499	2.88133	3.46842	3.80017	2.518	2.8278	NA	NA	NA	NA
UTP23	84294	6.3214	8.3456	9.50922	8.38861	8.07576	6.12386	7.76724	9.64408	5.33564	6.69206	NA	NA	NA	NA
UTP3	57050	24.1198	23.0364	33.997	34.3388	30.9968	30.1166	22.9177	27.0996	16.9095	21.6258	cerebral-cortex	glial-cells	Low	Approved
UTP6	55813	57.6995	57.6779	60.4313	71.2651	73.7939	77.9957	66.4791	74.35	55.9573	50.7312	cerebral-cortex	glial-cells	Medium	Supported
UTRN	7402	25.3476	24.2733	23.292	23.0122	18.9537	20.049	23.2126	26.9887	15.1552	24.589	cerebral-cortex	glial-cells	Low	Enhanced
UTS2B	257313	0.930496	0.307633	0.787412	0.661595	0.627473	1.1632	0.702789	0.80178	1.38239	1.36198	NA	NA	NA	NA
UTY	7404	3.82456	3.22394	2.39701	2.92931	2.65661	2.10615	2.24308	2.79187	3.20697	3.61702	NA	NA	NA	NA
UVRAG	7405	10.0474	9.76105	9.15601	8.12009	9.69899	10.2813	9.89803	12.8676	11.599	10.9376	NA	NA	NA	NA
UVSSA	57654	2.21006	2.95901	2.10862	2.37761	2.60387	2.5924	2.40988	2.16275	2.12902	2.89635	NA	NA	NA	NA
UXS1	80146	19.0396	16.2542	29.8067	30.8248	32.3855	30.6079	33.3082	32.659	20.745	18.3794	NA	NA	NA	NA
UXT	8409	78.4157	78.6756	71.7709	72.2637	69.5611	65.5411	63.7329	66.5586	74.5176	69.2759	cerebral-cortex	glial-cells	Medium	Approved
UXT-AS1	100133957	0.026495	0.0875177	0.284372	0.477676	0	0.798837	0.164523	0.0835516	0.436054	0.358316	NA	NA	NA	NA
VAC14	55697	15.8418	20.0166	12.3157	13.7903	19.28	16.9624	13.9898	16.9642	19.2011	14.5162	NA	NA	NA	NA
VAC14-AS1	100130894	0.124816	0.139702	0.448544	0.643141	0.221235	0.315912	0.333122	0.265444	0.0957659	0.190127	NA	NA	NA	NA
VAMP1	6843	5.97879	9.80615	10.921	9.91312	10.4446	8.93551	10.5366	12.138	9.64301	9.86219	NA	NA	NA	NA
VAMP2	6844	25.4864	26.7257	36.6988	36.5466	36.6147	37.4865	29.5879	29.6825	31.9953	31.9127	NA	NA	NA	NA
VAMP3	9341	185.941	167.606	164.904	156.807	160.899	155.038	149.414	147.081	166.693	146.954	NA	NA	NA	NA
VAMP4	8674	8.38377	6.55012	5.91784	5.91932	6.22324	4.57241	4.81691	4.54909	6.00886	9.0649	cerebral-cortex	glial-cells	High	Enhanced
VAMP5	10791	11.2767	11.1834	6.47997	5.09189	5.92394	5.00892	8.78459	9.06318	8.53389	8.77768	NA	NA	NA	NA
VAMP7	6845	34.5951	34.8403	36.7551	35.0651	36.778	34.6252	31.6718	33.0995	30.8193	33.1199	cerebral-cortex	glial-cells	Medium	Approved
VAMP8	8673	0.531323	0.654816	0.303619	1.11411	1.00511	0.388195	0.851231	1.03497	0.722793	0.50649	NA	NA	NA	NA
VANGL1	81839	8.69256	9.56047	6.08817	6.84932	8.68943	7.00715	5.04241	5.59832	9.20222	5.64873	NA	NA	NA	NA
VANGL2	57216	8.28959	5.56355	3.32762	3.59076	3.03349	4.26629	2.68532	2.3386	7.52581	7.68586	NA	NA	NA	NA
VAPA	9218	102.006	92.5715	94.1571	100.405	80.0497	74.9283	89.1436	94.0325	83.3011	88.8716	cerebral-cortex	glial-cells	Medium	Approved
VAPB	9217	28.9371	27.8907	27.8949	28.75	24.8654	25.7314	26.9374	28.6386	32.7588	33.3702	cerebral-cortex	glial-cells	Medium	Supported
VASH1	22846	4.52228	5.51061	4.42553	4.54196	7.3252	6.58946	4.77701	3.87968	8.67245	8.03094	NA	NA	NA	NA
VASH2	79805	0.440385	1.20671	0.302091	0.544297	0.148545	0.207379	0.38738	0.441547	0.442278	0.70443	NA	NA	NA	NA
VASN	114990	34.2688	40.2764	55.3448	60.4105	40.3683	38.4321	52.6448	47.2505	44.8828	36.4388	NA	NA	NA	NA
VASP	7408	225.36	224.988	191.774	204.466	218.476	215.196	201.347	169.545	276.362	237.851	cerebral-cortex	glial-cells	Medium	Enhanced
VAT1	10493	87.7454	88.0415	148.516	145.808	110.724	105.911	148.629	143.429	176.871	165.948	NA	NA	NA	NA
VAT1L	57687	1.38261	1.70025	0.859782	0.949482	0.428454	0.466039	0.357303	0.318163	3.28272	2.29049	NA	NA	NA	NA
VAV2	7410	8.45832	9.67537	7.82585	7.78099	8.13395	8.33721	8.91343	8.9775	12.3112	10.5435	NA	NA	NA	NA
VAV3	10451	0.173381	0.380128	0.878824	0.327911	0.394497	0.654681	0.698096	0.943055	0.190012	0.155563	NA	NA	NA	NA
VCAM1	7412	5.65638	3.76004	9.65159	14.5075	29.7014	16.8594	29.4225	26.687	1.63231	2.04134	NA	NA	NA	NA
VCAN	1462	244.38	287.348	56.4588	65.7254	163.555	172.492	107.549	103.091	154.603	270.308	NA	NA	NA	NA
VCAN-AS1	105379054	98.5448	107.571	23.6642	20.7218	53.3704	58.8367	41.9775	36.5162	56.912	102.776	NA	NA	NA	NA
VCL	7414	361.506	366.377	406.668	420.739	392.306	404.135	326.826	309.89	334.294	326.139	NA	NA	NA	NA
VCP	7415	233.324	235.071	280.154	286.423	280.391	273.361	280.973	268.844	252.79	203.946	cerebral-cortex	glial-cells	High	Supported
VCPIP1	80124	2.13319	2.30543	2.32804	2.01776	2.58286	2.74822	2.43196	2.6073	1.71355	2.13524	NA	NA	NA	NA
VCPKMT	79609	6.96503	5.6618	4.58941	5.33422	4.64563	5.58337	5.51298	5.4605	4.52841	4.51209	NA	NA	NA	NA
VDAC1	7416	147.545	128.931	182.76	185.994	179.73	174.413	178.335	166.019	130.044	108.927	cerebral-cortex	glial-cells	Low	Supported
VDAC1P1	642585	28.7511	21.7082	28.7323	33.2004	19.6377	29.1655	26.8855	30.6	21.4927	18.3803	NA	NA	NA	NA
VDAC1P6	359800	0.51715	1.03001	0.557347	0.278347	0.710104	0.989254	0.225022	0.78375	0.341112	0.460991	NA	NA	NA	NA
VDAC1P8	100310840	0.159509	0.259707	0.174661	0.610798	1.00636	0	0.26013	0.240555	0.146841	0.328453	NA	NA	NA	NA
VDAC2	7417	91.8473	78.4951	85.6426	88.3923	85.3732	89.9593	83.0013	85.5228	78.5385	72.3983	cerebral-cortex	glial-cells	Medium	Enhanced
VDAC3	7419	154.534	103.345	127.073	120.335	111.802	100.149	105.819	125.885	124.1	125.034	NA	NA	NA	NA
VDAC3P1	341965	2.27404	2.43918	2.50579	1.86994	2.24904	2.1599	2.44897	3.06044	2.80721	1.90979	NA	NA	NA	NA
VDR	7421	4.04518	3.93982	3.94482	5.37074	4.1602	4.10566	5.12966	4.69692	1.86674	1.16039	NA	NA	NA	NA
VEGFA	7422	78.3001	83.9419	77.6637	84.1286	95.55	79.2112	94.1944	94.2104	75.4905	76.3253	NA	NA	NA	NA
VEGFB	7423	28.7233	31.1956	25.0979	28.6968	22.812	22.3868	26.9153	28.2316	30.7341	27.8119	NA	NA	NA	NA
VEGFC	7424	24.4055	20.3491	20.6164	19.3125	25.8965	23.6473	20.7602	20.5911	17.2399	16.9219	NA	NA	NA	NA
VEPH1	79674	18.4225	19.5775	21.0318	18.8117	23.265	18.6973	37.6443	44.1167	20.0246	19.2061	NA	NA	NA	NA
VEZF1	7716	12.4547	12.2044	9.92499	9.22997	9.06083	8.19126	11.9712	11.6766	11.8464	13.6028	NA	NA	NA	NA
VEZF1P1	647319	0.64238	0.427214	0.460273	0.54332	0.345688	0.241373	0.395333	0.525885	0.721362	0.874888	NA	NA	NA	NA
VEZT	55591	44.9705	39.9837	37.1217	39.5713	51.9872	54.2605	49.6222	49.9546	43.4926	45.5716	cerebral-cortex	glial-cells	Low	Approved
VGF	7425	0.108048	0.0739681	0.0985316	0.0932898	0.421161	0.46926	0.0905085	0.0985051	0.0653332	0.0846536	NA	NA	NA	NA
VGLL3	389136	39.5971	43.9127	57.9781	56.8772	54.5384	52.8447	59.8086	59.3341	22.422	34.3532	NA	NA	NA	NA
VGLL4	9686	36.9974	36.2129	21.2032	24.7909	26.1988	24.8246	22.2444	19.5074	50.3414	42.9001	cerebral-cortex	glial-cells	Medium	Approved
VHL	7428	12.1758	11.0301	12.5538	12.2396	11.9835	12.582	12.3379	14.5853	16.2916	14.5325	NA	NA	NA	NA
VILL	50853	0.93132	2.21699	0.974754	0.927839	1.0206	1.43095	1.64215	1.47618	2.0701	1.56435	NA	NA	NA	NA
VIM	7431	3357.84	3196.34	2768.3	2900.11	3271.49	3362.47	2931.96	2871.83	3349.08	2977.47	cerebral-cortex	glial-cells	Low	Enhanced
VIM-AS1	100507347	2.26323	2.74151	1.36498	1.71464	4.89316	6.47339	2.94668	1.89405	1.64877	2.78112	NA	NA	NA	NA
VIPAS39	63894	12.9396	12.1052	11.3218	12.6048	12.0041	13.0316	12.9905	13.9172	16.8042	12.2942	cerebral-cortex	glial-cells	Low	Approved
VIPR1	7433	0.412513	0.345883	0.883325	0.679574	0.202594	0.391086	0.137308	0.160049	2.89488	3.49955	cerebral-cortex	glial-cells	Low	Approved
VKORC1	79001	195.465	199.603	172.566	179.775	164.261	150.047	155.509	158.648	153.924	133.833	cerebral-cortex	glial-cells	Low	Approved
VKORC1L1	154807	12.3442	13.0717	12.8554	12.6897	12.721	13.4038	11.0013	11.0618	11.5855	12.5579	cerebral-cortex	glial-cells	Low	Approved
VLDLR	7436	7.96371	8.34664	2.54455	2.32528	8.36601	9.83061	5.21356	5.51251	11.847	11.4911	NA	NA	NA	NA
VMA21	203547	8.31333	6.88305	11.3216	8.84189	11.449	9.58969	8.44939	11.0333	8.22767	9.25118	NA	NA	NA	NA
VMAC	400673	0.919992	1.25793	0.92286	1.12292	1.25595	1.50535	1.21647	1.06089	1.61746	1.15837	NA	NA	NA	NA
VMO1	284013	0.205002	0.224578	0.373897	0.202286	0.325037	0.399414	0.172793	0.376172	0.165257	0.074442	NA	NA	NA	NA
VMP1	81671	283.486	261.613	215.608	231.039	286.886	274.032	222.302	228.316	323.027	294.926	cerebral-cortex	glial-cells	Low	Approved
VN1R1	57191	0.0917727	0.251097	0.209074	0.199381	0.605817	0.477225	0.50139	0.121083	0.197524	0.361472	NA	NA	NA	NA
VN1R108P	100312850	0	0.0535483	0.267464	0.096471	0.263741	0.285718	0.140381	0.254659	0	0.479317	NA	NA	NA	NA
VN1R81P	100312826	0.718457	1.18091	0.163794	0.708954	0.785549	1.4698	1.37509	0.374286	0	0.586886	NA	NA	NA	NA
VN1R82P	100312827	0.395516	1.51696	0.721365	0.975707	0.216617	0.46238	0.189264	0.412104	0.239058	0.646144	NA	NA	NA	NA
VN1R83P	100312828	2.01715	1.93382	0.459872	0.373207	0.685516	1.17902	0.844634	1.70764	0.457279	0.549319	NA	NA	NA	NA
VOPP1	81552	9.97731	10.3035	11.7966	12.614	14.0507	11.0534	11.4179	11.2624	14.9629	10.266	NA	NA	NA	NA
VPREB3	29802	0.101841	0.334733	0.185746	0.371857	0.441938	0.357164	0	0.212225	0.123139	0	NA	NA	NA	NA
VPS13A	23230	22.1283	31.018	12.942	12.4958	22.5729	27.087	20.7124	20.9717	14.407	43.3376	cerebral-cortex	glial-cells	Low	Supported
VPS13B	157680	16.7754	9.23488	11.8033	12.8226	16.3543	13.5621	14.298	7.12039	5.16295	7.44528	NA	NA	NA	NA
VPS13C	54832	5.98674	8.47964	3.73544	3.46702	5.17816	9.18287	8.68527	6.67208	3.65652	9.7994	NA	NA	NA	NA
VPS13D	55187	7.49391	9.65446	6.0711	7.99637	10.508	6.49246	8.64048	5.32989	9.6677	6.74785	NA	NA	NA	NA
VPS16	64601	11.2054	14.7777	11.862	12.6613	12.1014	11.9425	13.7387	10.3454	16.176	15.3987	cerebral-cortex	glial-cells	Low	Approved
VPS18	57617	9.99417	10.6553	12.0128	12.4895	12.9872	13.3318	11.8397	11.6078	13.1566	10.9803	NA	NA	NA	NA
VPS25	84313	62.1279	66.9498	65.927	62.9098	49.1767	47.2809	54.445	57.6149	65.4354	55.9926	NA	NA	NA	NA
VPS26A	9559	42.6908	35.3474	37.173	35.2095	38.3078	38.7046	33.0587	34.8697	35.9316	36.7084	cerebral-cortex	glial-cells	Low	Supported
VPS26AP1	100421731	0.31615	0.865791	0.720762	0.584931	0.639053	0.554364	1.09708	0.494105	0.812419	0.94724	NA	NA	NA	NA
VPS26B	112936	30.4844	28.7222	26.4413	26.5851	33.062	31.7914	32.8948	29.1111	42.8705	39.335	NA	NA	NA	NA
VPS28	51160	4.3272	7.03162	6.88453	4.76326	5.80758	2.10623	8.70347	7.64546	6.51871	6.78428	cerebral-cortex	glial-cells	Medium	Supported
VPS29	51699	106.783	106.118	86.7858	87.3475	95.3091	84.4439	87.8848	84.2404	93.2968	85.0217	NA	NA	NA	NA
VPS33A	65082	11.1696	8.17184	12.8297	14.6317	10.8502	13.8188	12.1299	12.0707	12.1297	11.7853	NA	NA	NA	NA
VPS33B	26276	13.601	10.7106	13.9088	9.96236	11.0784	13.0417	12.1723	12.214	14.4539	12.1404	cerebral-cortex	glial-cells	Low	Approved
VPS35	55737	77.9778	68.4022	63.2091	68.8679	73.7678	71.8011	61.2735	67.9149	64.0229	62.223	cerebral-cortex	glial-cells	Medium	Supported
VPS36	51028	17.3491	15.3199	20.6627	17.2071	16.9036	18.8008	13.1614	20.9539	21.3872	21.8018	cerebral-cortex	glial-cells	Medium	Approved
VPS37A	137492	43.7492	44.4811	40.3777	37.6137	41.2717	43.3633	40.8894	41.4377	42.6742	50.8686	cerebral-cortex	glial-cells	Low	Supported
VPS37B	79720	21.7548	21.4839	20.6508	22.1131	28.2305	26.6271	19.7907	17.4661	20.3642	19.8634	cerebral-cortex	glial-cells	Low	Enhanced
VPS37C	55048	9.6047	12.597	10.8976	10.0621	9.04943	10.2052	8.15836	7.39121	8.81661	7.63852	cerebral-cortex	glial-cells	Medium	Approved
VPS39	23339	22.6691	25.9536	23.233	22.5806	26.2646	27.1091	26.4434	24.4913	29.2972	28.3467	NA	NA	NA	NA
VPS41	27072	62.5837	57.1676	63.0165	63.0893	60.1535	62.5373	40.0151	47.4926	49.4431	56.0863	NA	NA	NA	NA
VPS4A	27183	42.2164	42.8898	46.4432	48.3758	47.8449	48.3851	43.5044	44.9227	47.869	41.8885	cerebral-cortex	glial-cells	Low	Approved
VPS4B	9525	43.7543	38.898	33.6178	35.2812	40.342	42.0584	33.6396	41.3295	32.8302	32.4618	NA	NA	NA	NA
VPS51	738	38.3723	44.3119	45.9394	46.0179	28.0389	34.7075	37.2515	40.8751	40.9653	35.0045	NA	NA	NA	NA
VPS53	55275	21.4391	19.2358	21.378	20.2795	24.1599	24.8627	19.7706	20.6878	14.3534	14.6471	cerebral-cortex	glial-cells	Low	Approved
VPS54	51542	9.1594	8.11658	6.96629	6.72083	6.9356	6.05296	7.31636	8.32822	7.08674	8.47247	NA	NA	NA	NA
VPS72	6944	43.6063	53.3955	50.1889	40.5655	37.8342	46.8052	41.6548	40.7	73.9314	53.739	NA	NA	NA	NA
VPS8	23355	12.4754	16.6798	15.5598	14.7309	14.4387	15.1333	13.9429	16.2907	15.7293	15.7359	NA	NA	NA	NA
VPS9D1	9605	28.5032	21.0718	30.4906	19.8894	37.077	40.9127	39.1013	21.1851	36.0129	35.9253	NA	NA	NA	NA
VPS9D1-AS1	100128881	0.659951	0.928765	2.84113	1.95376	3.46141	3.54365	1.84687	1.66302	1.19568	1.56962	NA	NA	NA	NA
VRK1	7443	7.20993	6.798	4.20981	5.39617	5.04894	2.75225	5.52745	8.55436	3.79753	5.72174	NA	NA	NA	NA
VRK2	7444	10.0369	7.63323	7.82982	8.07489	6.72456	6.8055	7.21955	7.06375	6.47365	9.29104	NA	NA	NA	NA
VRK3	51231	18.0834	16.9896	20.4681	21.5397	22.4249	28.0484	19.4811	19.4813	19.1089	20.2512	NA	NA	NA	NA
VSIG1	340547	0.0549704	0.0842969	0.192413	0.081983	0.306231	0.0642602	0.292723	0.0867691	0.170347	0.0514372	NA	NA	NA	NA
VSIG10	54621	2.61371	3.88897	2.24034	2.13625	3.75822	2.85406	5.64659	5.90923	4.31346	5.70602	NA	NA	NA	NA
VSIG10L	147645	1.19366	1.23195	0.80453	0.83023	1.51713	1.43423	0.988968	0.973762	1.01809	0.993678	NA	NA	NA	NA
VSIG8	391123	0.137675	0.119961	0.0693485	0.0789506	0.100987	0.252513	0.149252	0.130164	0.138397	0.0995853	NA	NA	NA	NA
VSNL1	7447	1.77929	2.05637	1.38932	1.61833	0.998168	1.05244	1.42196	1.65207	2.81706	3.32184	NA	NA	NA	NA
VSTM2L	128434	0.595622	0.966838	1.35395	1.06983	0.959366	1.0247	0.773897	0.528372	0.655938	0.94186	NA	NA	NA	NA
VSTM4	196740	4.91986	4.91268	3.26615	3.10312	1.92791	1.94329	1.5305	1.63463	1.44165	1.37898	NA	NA	NA	NA
VSTM5	387804	0.0777391	0.689261	0.19753	0.131502	0.210219	0.365944	0.0531594	0.127282	0.549743	0.219981	NA	NA	NA	NA
VTA1	51534	34.8154	30.5768	41.3685	42.3984	35.3942	35.7448	33.7329	36.9671	31.2516	32.5787	NA	NA	NA	NA
VTI1A	143187	10.3755	11.4069	11.6518	11.1662	9.0873	7.03297	11.3791	9.52252	11.9227	11.4224	NA	NA	NA	NA
VTI1B	10490	123.608	113.316	95.3973	98.3014	108.117	109.786	109.432	114.342	115.713	102.15	cerebral-cortex	glial-cells	Medium	Approved
VTI1BP1	391559	0.184867	0.607554	0.78673	0.851291	0.599223	0.360181	0.412909	0.577851	0.521608	0.268541	NA	NA	NA	NA
VTI1BP2	389246	0.434844	0.340259	0.509844	0.612981	0.805464	0.435711	0.416247	0.97087	0.450706	0.744457	NA	NA	NA	NA
VWA1	64856	1.90181	2.88527	1.82241	2.11007	0.547878	1.06149	2.11919	1.92012	2.20556	1.83049	NA	NA	NA	NA
VWA5A	4013	0.746361	0.74646	0.914389	0.87333	0.871353	1.05283	1.36278	1.46334	1.22153	1.15077	NA	NA	NA	NA
VWA8	23078	3.36045	3.04205	2.86965	3.23066	2.88975	2.61251	2.79105	3.57106	3.02681	3.08056	NA	NA	NA	NA
VWCE	220001	0.552425	1.31686	1.4347	0.725991	1.75495	1.08664	1.36077	1.26789	1.0522	1.12118	NA	NA	NA	NA
WAC	51322	91.1287	85.6497	73.1256	70.7741	70.5895	73.0149	66.9214	90.8468	76.2534	83.9849	cerebral-cortex	glial-cells	Medium	Approved
WAC-AS1	220906	8.99291	6.95989	10.5474	9.76788	9.4688	9.1174	9.17632	9.1553	8.78803	9.88583	NA	NA	NA	NA
WARS2	10352	4.27934	4.94397	6.05099	5.5006	5.1513	3.14929	5.20168	5.61338	4.29016	3.58722	cerebral-cortex	glial-cells	Low	Enhanced
WASF1	8936	8.22301	7.43982	7.44701	5.95704	6.3197	6.83037	7.12004	6.54083	6.35394	8.42634	NA	NA	NA	NA
WASF2	10163	18.9059	18.1454	15.8552	16.1563	15.4386	15.4476	15.7777	17.1155	23.1134	21.3115	cerebral-cortex	glial-cells	Medium	Enhanced
WASF3	10810	5.03371	5.38173	6.34787	5.29791	5.63649	5.60151	6.45225	7.01357	5.28932	5.77859	cerebral-cortex	glial-cells	Low	Enhanced
WASH2P	375260	0.407218	0.512755	0.4817	0.512672	0.478504	0.389075	0.331377	0.235076	0.599972	0.402999	NA	NA	NA	NA
WASH3P	374666	1.43331	1.89834	1.04999	0.925799	1.03606	0.461314	0.738613	0.577561	0.923224	1.48476	NA	NA	NA	NA
WASH4P	374677	0.105633	0.347459	0.19291	0.156521	0.227127	0.168871	0.276979	0.136434	0.319514	0.377304	NA	NA	NA	NA
WASH6P	653440	2.71851	5.58428	2.21303	2.58135	3.88036	4.10501	3.7927	4.80352	4.20278	4.42988	NA	NA	NA	NA
WASL	8976	7.11497	6.80718	6.60748	5.2584	6.10871	6.40775	6.17904	6.15751	6.52375	7.66544	cerebral-cortex	glial-cells	High	Supported
WBP1	23559	28.2054	34.2011	33.9865	37.4996	39.6299	40.1684	25.8454	27.1059	35.9047	35.1613	NA	NA	NA	NA
WBP11	51729	27.8825	23.9394	24.1928	22.7837	22.5765	21.7272	26.7894	24.8239	24.0974	21.1821	cerebral-cortex	glial-cells	Low	Approved
WBP11P1	441818	0.479772	0.194635	0.221158	0.28055	0.152919	0.332361	0.221149	0.333262	0.300854	0.396554	NA	NA	NA	NA
WBP1L	54838	22.4433	23.3512	18.7763	19.627	19.875	19.8577	19.1174	19.3334	28.0072	24.7301	NA	NA	NA	NA
WBP1LP2	100506330	0.546254	1.13019	0.505813	0.429042	0.372012	0.530682	0.618754	0.544161	0.699475	0.898172	NA	NA	NA	NA
WBP2	23558	32.9949	35.1347	43.2996	44.28	36.9822	41.2955	38.6199	35.0452	49.572	37.6559	cerebral-cortex	glial-cells	Medium	Approved
WBP4	11193	10.98	9.21936	11.6299	11.59	10.9247	10.2822	9.81418	11.8638	5.62441	10.6017	cerebral-cortex	glial-cells	High	Approved
WDFY1	57590	26.8905	31.9725	32.3111	33.0848	34.9817	35.5505	34.3078	33.9231	31.653	28.2027	NA	NA	NA	NA
WDFY2	115825	4.74955	5.48091	6.59169	7.75079	5.30141	6.90485	7.97814	7.78206	5.36162	4.78211	NA	NA	NA	NA
WDFY3	23001	14.7546	18.863	15.0046	13.1384	18.2694	13.5142	16.966	13.7327	17.4156	21.2031	cerebral-cortex	glial-cells	Low	Approved
WDFY3-AS2	404201	0.315018	0.241547	0.301676	0.195862	0.207533	0.309421	0.141641	0.388033	0.172964	0.353658	NA	NA	NA	NA
WDHD1	11169	2.12222	2.29695	1.54373	1.63329	2.098	1.46373	3.09924	2.59268	1.84746	2.83495	NA	NA	NA	NA
WDPCP	51057	4.21171	4.26659	3.05988	3.06493	3.95518	3.99616	2.13953	2.80964	4.00164	3.76731	NA	NA	NA	NA
WDR1	9948	849.147	857.561	1125.63	1130.38	986.526	968.323	934.006	878.905	1121.79	1013.54	cerebral-cortex	glial-cells	High	Approved
WDR11	55717	68.2002	91.513	73.1347	53.7137	65.3296	53.3287	58.9784	72.9874	87.5161	89.634	NA	NA	NA	NA
WDR12	55759	47.5156	39.8229	53.5152	48.39	48.6346	42.8443	44.3231	46.2754	42.5105	40.4537	NA	NA	NA	NA
WDR17	116966	0.0392269	0.109679	0.117785	0.127192	0.387423	0.119174	0.312845	0.141242	0.177307	0.235594	NA	NA	NA	NA
WDR18	57418	27.2197	28.5887	20.265	20.7648	22.0473	24.2121	19.89	17.8418	25.7025	23.3694	NA	NA	NA	NA
WDR19	57728	10.8101	9.96867	10.1877	8.54865	10.6861	7.89993	8.95934	10.8762	9.82648	11.714	cerebral-cortex	glial-cells	Low	Approved
WDR20	91833	14.6593	15.4966	17.2488	18.559	18.9462	17.1641	17.4548	17.716	13.6756	13.171	NA	NA	NA	NA
WDR24	84219	2.12107	2.86344	3.02174	3.27438	3.22624	3.43454	3.30505	3.41308	3.34531	2.9669	NA	NA	NA	NA
WDR25	79446	10.9568	10.1927	9.45021	7.88439	10.5172	8.47645	8.21037	7.77391	13.2351	10.5825	NA	NA	NA	NA
WDR26	80232	40.7981	42.1733	49.147	47.4695	50.0976	50.4208	46.8958	43.629	36.5928	42.5315	NA	NA	NA	NA
WDR27	253769	7.88864	11.0723	8.03727	6.35243	12.4587	10.9134	13.1203	12.1754	8.01268	10.7677	NA	NA	NA	NA
WDR3	10885	17.3714	15.4813	22.043	21.4899	17.8726	15.7917	17.48	19.8703	16.0421	14.0201	NA	NA	NA	NA
WDR31	114987	0.356965	0.264311	0.457328	0.273159	0.597886	0.841495	0.863103	0.281731	0.446721	0.166305	cerebral-cortex	glial-cells	Low	Approved
WDR33	55339	22.1289	20.5126	20.3644	19.5874	16.8703	17.8994	17.3926	21.2374	18.1672	17.2067	cerebral-cortex	glial-cells	Medium	Supported
WDR34	89891	8.24913	9.60125	9.31007	9.17503	7.89648	6.13858	10.7194	10.2659	8.3683	6.71859	cerebral-cortex	glial-cells	Medium	Approved
WDR35	57539	2.42065	2.03067	1.97259	2.26147	2.09564	2.29682	1.8917	2.70911	2.03377	2.04533	NA	NA	NA	NA
WDR36	134430	8.48226	7.94024	7.61451	8.25655	7.38968	6.90601	7.08993	7.34258	5.13598	6.60613	cerebral-cortex	glial-cells	Low	Supported
WDR37	22884	9.01962	8.14435	10.3925	10.4548	12.3052	12.9118	10.0015	11.0958	12.7368	10.4641	cerebral-cortex	glial-cells	Low	Enhanced
WDR4	10785	4.83428	7.85347	6.4096	7.0204	6.49977	7.11973	7.75739	6.2992	6.44439	4.60711	NA	NA	NA	NA
WDR41	55255	111.283	87.2227	59.4748	61.8846	65.2974	60.1767	60.7384	66.9711	55.7867	60.2517	cerebral-cortex	glial-cells	Medium	Approved
WDR43	23160	60.8225	50.3331	65.6243	77.6328	62.8018	66.403	66.9004	66.8327	45.0322	42.9984	NA	NA	NA	NA
WDR44	54521	16.6057	15.9143	16.1348	16.8516	16.635	17.4727	14.9512	13.7696	15.6873	17.298	NA	NA	NA	NA
