	SYMBOL	ENTREZID	Ctrl_NIH1.Veh.R1	Ctrl_NIH1.Veh.R2
TMBIM6	TMBIM6	7009	298.948	308.927
TMC6	TMC6	11322	4.06015	1.56823
TMC7	TMC7	79905	1.02546	1.39628
TMC8	TMC8	147138	0.0121868	0.0217416
TMCC1	TMCC1	23023	17.8323	13.3504
TMCC1-AS1	TMCC1-AS1	100507032	3.58395	2.67691
TMCC2	TMCC2	9911	4.53955	5.0922
TMCC3	TMCC3	57458	0.558248	0.835441
TMCO1	TMCO1	54499	48.6985	62.9765
TMCO3	TMCO3	55002	25.6387	19.5817
TMCO4	TMCO4	255104	0.475507	1.31147
TMCO6	TMCO6	55374	9.5855	8.48695
TMED1	TMED1	11018	21.4506	29.2727
TMED10	TMED10	10972	101.771	123.006
TMED10P1	TMED10P1	286102	0.263128	0
TMED2	TMED2	10959	80.0856	81.934
TMED3	TMED3	23423	14.9742	26.8487
TMED4	TMED4	222068	55.5993	48.9503
TMED5	TMED5	50999	31.1981	32.102
TMED6	TMED6	146456	0.351917	1.02533
TMED7	TMED7	51014	32.3736	31.4249
TMED7-TICAM2	TMED7-TICAM2	100302736	1.3707	0.273715
TMED8	TMED8	283578	6.69618	5.77872
TMED9	TMED9	54732	104.134	137.05
TMEFF1	TMEFF1	8577	24.7628	25.2756
TMEFF2	TMEFF2	23671	3.41035	5.95398
TMEM100	TMEM100	55273	4.96115	5.48562
TMEM101	TMEM101	84336	11.5103	16.5478
TMEM102	TMEM102	284114	1.15642	1.5373
TMEM104	TMEM104	54868	7.34035	7.86681
TMEM106A	TMEM106A	113277	0.041678	0.0997258
TMEM106B	TMEM106B	54664	26.3458	20.8417
TMEM106C	TMEM106C	79022	109.626	114.477
TMEM107	TMEM107	84314	15.6074	21.1712
TMEM108	TMEM108	66000	5.01396	2.45518
TMEM109	TMEM109	79073	34.7425	31.9314
TMEM11	TMEM11	8834	15.4282	15.5443
TMEM114	TMEM114	283953	0	0.632707
TMEM115	TMEM115	11070	16.6146	17.6464
TMEM116	TMEM116	89894	6.28458	7.99302
TMEM117	TMEM117	84216	8.02042	4.586
TMEM119	TMEM119	338773	0.310126	0.339168
TMEM120A	TMEM120A	83862	3.21895	4.80566
TMEM120B	TMEM120B	144404	3.21618	3.07882
TMEM123	TMEM123	114908	49.1173	42.3503
TMEM126A	TMEM126A	84233	22.8909	28.796
TMEM126B	TMEM126B	55863	35.4511	46.1287
TMEM127	TMEM127	55654	20.1409	19.6044
TMEM128	TMEM128	85013	29.4473	35.8063
TMEM129	TMEM129	92305	21.2949	25.2649
TMEM131	TMEM131	23505	37.4182	31.2758
TMEM132A	TMEM132A	54972	60.4128	50.9249
TMEM132B	TMEM132B	114795	32.8802	14.6237
TMEM132C	TMEM132C	92293	10.6624	8.90083
TMEM132D	TMEM132D	121256	0.138564	0.232685
TMEM132E	TMEM132E	124842	0.219859	0.0777568
TMEM134	TMEM134	80194	18.611	28.2729
TMEM135	TMEM135	65084	4.15162	4.79789
TMEM138	TMEM138	51524	20.0847	26.4472
TMEM139	TMEM139	135932	0.268127	0.844055
TMEM140	TMEM140	55281	6.696	3.99428
TMEM141	TMEM141	85014	21.6763	34.3779
TMEM143	TMEM143	55260	3.72571	5.60028
TMEM144	TMEM144	55314	0.171015	0.102885
TMEM145	TMEM145	284339	2.969	3.55486
TMEM147	TMEM147	10430	35.6361	55.1663
TMEM14A	TMEM14A	28978	19.3605	25.3043
TMEM14B	TMEM14B	81853	57.8644	76.1493
TMEM14C	TMEM14C	51522	59.6601	81.1218
TMEM150A	TMEM150A	129303	6.86929	8.91771
TMEM150C	TMEM150C	441027	2.96319	2.75761
TMEM151A	TMEM151A	256472	0.0576244	0.0514211
TMEM151B	TMEM151B	441151	9.32623	5.83104
TMEM154	TMEM154	201799	0.123513	0.220165
TMEM155	TMEM155	132332	0.121903	0.0260405
TMEM158	TMEM158	25907	9.38137	15.823
TMEM159	TMEM159	57146	15.345	9.60717
TMEM160	TMEM160	54958	20.7116	25.2351
TMEM161A	TMEM161A	54929	8.76256	10.4996
TMEM161B	TMEM161B	153396	7.50374	7.2352
TMEM161B-AS1	TMEM161B-AS1	100505894	12.657	18.7338
TMEM163	TMEM163	81615	16.5692	22.6166
TMEM164	TMEM164	84187	7.89701	6.93005
TMEM165	TMEM165	55858	43.0205	42.6394
TMEM167A	TMEM167A	153339	33.8338	40.8799
TMEM167B	TMEM167B	56900	19.5881	17.0796
TMEM168	TMEM168	64418	12.4147	11.5534
TMEM169	TMEM169	92691	5.40277	3.65399
TMEM17	TMEM17	200728	3.78427	4.61608
TMEM170A	TMEM170A	124491	17.2138	15.9063
TMEM170B	TMEM170B	100113407	11.4787	9.00449
TMEM171	TMEM171	134285	0.0431671	0.0385691
TMEM175	TMEM175	84286	12.2902	15.644
TMEM176A	TMEM176A	55365	0	0
TMEM176B	TMEM176B	28959	0	0
TMEM177	TMEM177	80775	8.7962	9.94732
TMEM178A	TMEM178A	130733	4.61524	4.50671
TMEM178B	TMEM178B	100507421	6.64666	6.21659
TMEM179	TMEM179	388021	2.02491	3.23229
TMEM179B	TMEM179B	374395	19.0187	24.8334
TMEM18	TMEM18	129787	21.8214	18.4458
TMEM181	TMEM181	57583	13.9661	13.0259
TMEM182	TMEM182	130827	1.55971	1.8087
TMEM183A	TMEM183A	92703	30.3846	30.0558
TMEM184B	TMEM184B	25829	21.5344	21.5978
TMEM184C	TMEM184C	55751	16.5006	15.5239
TMEM185A	TMEM185A	84548	0.128157	0.374892
TMEM185B	TMEM185B	79134	11.5519	8.06831
TMEM186	TMEM186	25880	8.50046	9.68697
TMEM189	TMEM189	387521	9.19487	11.6208
TMEM19	TMEM19	55266	19.0174	14.8299
TMEM190	TMEM190	147744	0.000127093	0.101955
TMEM191A	TMEM191A	84222	0.483694	1.17922
TMEM191C	TMEM191C	645426	1.27724	0.762584
TMEM192	TMEM192	201931	4.62012	4.76037
TMEM196	TMEM196	256130	0.0481222	0.150253
TMEM198	TMEM198	130612	12.2342	12.3374
TMEM198B	TMEM198B	440104	11.9997	16.6056
TMEM200A	TMEM200A	114801	6.57686	4.64966
TMEM200B	TMEM200B	399474	2.82959	1.76246
TMEM200C	TMEM200C	645369	9.80913	12.4984
TMEM201	TMEM201	199953	10.8683	8.59651
TMEM203	TMEM203	94107	26.0866	32.0838
TMEM204	TMEM204	79652	0.274294	0.108849
TMEM205	TMEM205	374882	20.8223	38.2621
TMEM208	TMEM208	29100	19.782	36.9316
TMEM209	TMEM209	84928	10.0544	10.0321
TMEM214	TMEM214	54867	24.8069	28.528
TMEM216	TMEM216	51259	8.40045	9.46429
TMEM217	TMEM217	221468	1.18045	1.05586
TMEM218	TMEM218	219854	28.9113	37.7202
TMEM219	TMEM219	124446	32.4419	46.9574
TMEM220	TMEM220	388335	1.84063	1.18336
TMEM221	TMEM221	100130519	0.733494	2.10517
TMEM222	TMEM222	84065	20.4782	23.8361
TMEM223	TMEM223	79064	11.6479	10.5981
TMEM229A	TMEM229A	730130	0.308764	0.602714
TMEM229B	TMEM229B	161145	0.255598	0.433204
TMEM230	TMEM230	29058	70.114	80.0192
TMEM231	TMEM231	79583	5.31448	6.96034
TMEM232	TMEM232	642987	1.56793	1.47218
TMEM234	TMEM234	56063	12.5819	12.4828
TMEM237	TMEM237	65062	25.6518	25.2836
TMEM240	TMEM240	339453	6.32549	5.35432
TMEM241	TMEM241	85019	2.19601	2.78947
TMEM243	TMEM243	79161	7.82286	8.19991
TMEM245	TMEM245	23731	22.7737	15.5455
TMEM248	TMEM248	55069	29.3306	28.9477
TMEM25	TMEM25	84866	1.12895	0.719566
TMEM251	TMEM251	26175	20.1411	24.5424
TMEM253	TMEM253	643382	2.5586	0.91662
TMEM254	TMEM254	80195	19.275	18.834
TMEM254-AS1	TMEM254-AS1	219347	1.5969	2.55062
TMEM255B	TMEM255B	348013	0.813664	0.758276
TMEM256	TMEM256	254863	56.1408	89.5224
TMEM256-PLSCR3	TMEM256-PLSCR3	100529211	14.6944	15.7622
TMEM258	TMEM258	746	84.0932	125.963
TMEM259	TMEM259	91304	68.1083	62.0976
TMEM26	TMEM26	219623	0.272038	0.0818587
TMEM260	TMEM260	54916	10.6679	9.60253
TMEM262	TMEM262	100130348	0.644993	1.00759
TMEM30A	TMEM30A	55754	49.6058	46.8493
TMEM31	TMEM31	203562	0.0850317	0.22843
TMEM33	TMEM33	55161	19.6598	16.5067
TMEM37	TMEM37	140738	7.03075	5.85749
TMEM38A	TMEM38A	79041	1.55596	2.72387
TMEM38B	TMEM38B	55151	4.41348	5.80722
TMEM39A	TMEM39A	55254	10.2972	13.3981
TMEM39B	TMEM39B	55116	17.3417	16.2572
TMEM41A	TMEM41A	90407	5.01787	7.53077
TMEM41B	TMEM41B	440026	17.423	18.2893
TMEM42	TMEM42	131616	3.81219	5.28452
TMEM43	TMEM43	79188	35.1135	34.8836
TMEM44	TMEM44	93109	15.2642	17.1544
TMEM44-AS1	TMEM44-AS1	100507297	2.06565	2.50314
TMEM45A	TMEM45A	55076	1.88228	3.60756
TMEM47	TMEM47	83604	57.586	33.2317
TMEM50A	TMEM50A	23585	55.7444	63.2405
TMEM50B	TMEM50B	757	1.91229	1.88597
TMEM51	TMEM51	55092	5.67925	8.70755
TMEM51-AS1	TMEM51-AS1	200197	0.178489	0.404092
TMEM52	TMEM52	339456	0.196805	0.233295
TMEM53	TMEM53	79639	7.78391	10.5756
TMEM54	TMEM54	113452	0.973565	1.98706
TMEM59	TMEM59	9528	61.4141	80.2039
TMEM59L	TMEM59L	25789	5.85058	8.37925
TMEM60	TMEM60	85025	19.1857	21.9063
TMEM62	TMEM62	80021	5.89519	6.58548
TMEM63A	TMEM63A	9725	15.9001	13.4444
TMEM63B	TMEM63B	55362	20.0931	20.7066
TMEM63C	TMEM63C	57156	1.09938	1.06435
TMEM64	TMEM64	169200	7.55225	5.49111
TMEM65	TMEM65	157378	14.0788	13.4031
TMEM67	TMEM67	91147	7.94381	11.7938
TMEM68	TMEM68	137695	21.4964	28.2301
TMEM69	TMEM69	51249	20.5276	19.1374
TMEM70	TMEM70	54968	14.9398	16.3352
TMEM71	TMEM71	137835	3.62747	1.49082
TMEM74	TMEM74	157753	0.499701	0.603612
TMEM74B	TMEM74B	55321	0.592091	1.03684
TMEM79	TMEM79	84283	1.7746	3.24045
TMEM80	TMEM80	283232	18.7309	20.2
TMEM81	TMEM81	388730	2.62723	3.80921
TMEM86A	TMEM86A	144110	1.57264	1.83693
TMEM86B	TMEM86B	255043	1.13337	2.775
TMEM87A	TMEM87A	25963	21.1368	23.4225
TMEM87B	TMEM87B	84910	5.0411	4.59305
TMEM88	TMEM88	92162	3.33544	4.11773
TMEM88B	TMEM88B	643965	0.455561	0.136407
TMEM8B	TMEM8B	51754	11.5416	10.4605
TMEM9	TMEM9	252839	42.7824	55.6705
TMEM91	TMEM91	641649	5.8696	10.0492
TMEM92	TMEM92	162461	0	0
TMEM98	TMEM98	26022	60.7889	54.8039
TMEM99	TMEM99	147184	5.45419	8.37714
TMEM9B	TMEM9B	56674	33.0023	44.2969
TMEM9B-AS1	TMEM9B-AS1	493900	0.887391	0.431046
TMF1	TMF1	7110	8.58848	8.81489
TMIGD2	TMIGD2	126259	0.0446435	0.27077
TMLHE	TMLHE	55217	0.0689722	0.200008
TMOD1	TMOD1	7111	0.132245	0.280498
TMOD2	TMOD2	29767	8.51142	7.01301
TMOD3	TMOD3	29766	25.3104	27.1442
TMOD4	TMOD4	29765	0.763556	0.200471
TMPO	TMPO	7112	160.907	104.645
TMPO-AS1	TMPO-AS1	100128191	4.21078	2.7213
TMPPE	TMPPE	643853	0.670588	0.240514
TMPRSS5	TMPRSS5	80975	5.70736	5.14005
TMPRSS6	TMPRSS6	164656	0.0932076	0.0692965
TMPRSS9	TMPRSS9	360200	0.0583022	0.0776048
TMSB10	TMSB10	9168	1917.15	2766.06
TMSB15B	TMSB15B	286527	1.25817	0.536386
TMSB4X	TMSB4X	7114	6967.65	8377.29
TMSB4XP1	TMSB4XP1	7115	824.83	988.61
TMSB4XP2	TMSB4XP2	7116	255.897	251.809
TMSB4XP4	TMSB4XP4	7118	18.4069	32.3311
TMSB4XP6	TMSB4XP6	7120	4717.6	4967.69
TMSB4XP8	TMSB4XP8	7117	367.036	453.405
TMSB4Y	TMSB4Y	9087	1.38725	1.1561
TMTC1	TMTC1	83857	0.602815	0.659565
TMTC2	TMTC2	160335	24.4143	28.672
TMTC3	TMTC3	160418	9.3117	8.19711
TMTC4	TMTC4	84899	15.8553	12.4195
TMUB1	TMUB1	83590	13.0172	18.4691
TMUB2	TMUB2	79089	19.097	24.9323
TMX1	TMX1	81542	44.9648	42.5154
TMX2	TMX2	51075	43.1256	55.493
TMX2-CTNND1	TMX2-CTNND1	100528016	0.789153	0.34873
TMX3	TMX3	54495	39.7819	34.4677
TMX4	TMX4	56255	15.8845	15.0079
TNC	TNC	3371	48.311	105.261
TNFAIP2	TNFAIP2	7127	2.08277	2.55063
TNFAIP3	TNFAIP3	7128	3.08542	1.72365
TNFAIP6	TNFAIP6	7130	0	0
TNFAIP8	TNFAIP8	25816	5.14261	3.4083
TNFAIP8L1	TNFAIP8L1	126282	5.47772	4.73438
TNFAIP8L3	TNFAIP8L3	388121	0	0
TNFRSF10A	TNFRSF10A	8797	0.697343	1.04689
TNFRSF10B	TNFRSF10B	8795	46.9077	54.8729
TNFRSF10C	TNFRSF10C	8794	0.514755	1.10441
TNFRSF10D	TNFRSF10D	8793	5.34634	8.98053
TNFRSF11B	TNFRSF11B	4982	7.23845	10.1855
TNFRSF12A	TNFRSF12A	51330	7.45823	13.945
TNFRSF13C	TNFRSF13C	115650	0.558617	0.610637
TNFRSF14	TNFRSF14	8764	0.397878	0.668159
TNFRSF17	TNFRSF17	608	0.056801	0.0857985
TNFRSF19	TNFRSF19	55504	2.20171	4.17093
TNFRSF1A	TNFRSF1A	7132	32.8594	36.4662
TNFRSF1B	TNFRSF1B	7133	2.97823	6.61756
TNFRSF21	TNFRSF21	27242	27.1265	25.4756
TNFRSF25	TNFRSF25	8718	25.9399	35.5484
TNFSF10	TNFSF10	8743	0.159059	0.314042
TNFSF12	TNFSF12	8742	1.33828	2.76815
TNFSF13	TNFSF13	8741	1.13721	0.525431
TNFSF13B	TNFSF13B	10673	0.399994	0.734468
TNFSF4	TNFSF4	7292	0.126548	0.200707
TNFSF9	TNFSF9	8744	0.0621611	0.194265
TNIK	TNIK	23043	38.8827	21.9494
TNIP1	TNIP1	10318	17.3094	17.8039
TNIP2	TNIP2	79155	11.2751	12.5659
TNK1	TNK1	8711	0.249174	0.148311
TNK2	TNK2	10188	23.3573	23.1177
TNKS	TNKS	8658	32.0519	24.187
TNKS1BP1	TNKS1BP1	85456	35.4097	35.1109
TNKS2	TNKS2	80351	34.7477	25.9595
TNKS2-AS1	TNKS2-AS1	100507633	2.98797	2.7961
TNMD	TNMD	64102	0	0
TNN	TNN	63923	0.708814	0.219157
TNNC1	TNNC1	7134	0.255573	0.390997
TNNC2	TNNC2	7125	0.175974	0.157604
TNNI3	TNNI3	7137	0.36104	0.641217
TNNI3K	TNNI3K	51086	0.46271	0.276716
TNNT1	TNNT1	7138	0.169814	0.767832
TNPO1	TNPO1	3842	171.029	138.279
TNPO1P1	TNPO1P1	100418919	0.288881	0.172118
TNPO2	TNPO2	30000	41.2253	32.408
TNPO3	TNPO3	23534	23.9718	17.1981
TNRC18	TNRC18	84629	54.3171	33.5529
TNRC6A	TNRC6A	27327	33.7735	29.2954
TNRC6B	TNRC6B	23112	9.06493	6.49452
TNRC6C	TNRC6C	57690	5.71261	3.4846
TNRC6C-AS1	TNRC6C-AS1	100131096	0.479097	0.240251
TNS1	TNS1	7145	28.8247	11.7559
TNS3	TNS3	64759	17.9532	19.5389
TOB1	TOB1	10140	11.6667	16.5014
TOB1-AS1	TOB1-AS1	400604	0.719982	1.59352
TOB2	TOB2	10766	18.3255	13.455
TOB2P1	TOB2P1	222699	0.170825	0.101826
TOE1	TOE1	114034	8.62698	7.57473
TOLLIP	TOLLIP	54472	18.1163	18.3246
TOLLIP-AS1	TOLLIP-AS1	255512	1.95159	2.12714
TOM1	TOM1	10043	9.91871	14.3178
TOM1L1	TOM1L1	10040	10.0032	10.3773
TOM1L2	TOM1L2	146691	13.4473	10.7797
TOMM20	TOMM20	9804	69.2051	70.521
TOMM22	TOMM22	56993	36.4223	46.4855
TOMM34	TOMM34	10953	20.4752	21.666
TOMM40	TOMM40	10452	32.4858	33.8581
TOMM40L	TOMM40L	84134	7.03341	7.98102
TOMM5	TOMM5	401505	75.1056	91.8628
TOMM6	TOMM6	100188893	125.22	177.388
TOMM7	TOMM7	54543	77.4001	119.548
TONSL	TONSL	4796	7.66287	4.68171
TOP1	TOP1	7150	53.3997	54.9178
TOP1MT	TOP1MT	116447	6.76314	7.515
TOP2A	TOP2A	7153	132.15	99.6875
TOP2B	TOP2B	7155	94.4235	93.1327
TOP3A	TOP3A	7156	32.9325	20.575
TOP3B	TOP3B	8940	21.4498	20.9735
TOP3BP1	TOP3BP1	23751	0.306659	0.410886
TOPBP1	TOPBP1	11073	29.0151	18.3395
TOPORS	TOPORS	10210	12.8336	11.9492
TOR1A	TOR1A	1861	24.0482	26.097
TOR1AIP1	TOR1AIP1	26092	15.3954	17.6207
TOR1AIP2	TOR1AIP2	163590	17.3481	14.7634
TOR1B	TOR1B	27348	13.0632	13.7593
TOR2A	TOR2A	27433	10.5934	13.4036
TOR3A	TOR3A	64222	10.5357	12.3562
TOR4A	TOR4A	54863	0.253128	0.348943
TOX	TOX	9760	21.2382	20.0263
TOX2	TOX2	84969	7.89508	8.3643
TOX3	TOX3	27324	38.3878	37.4022
TOX4	TOX4	9878	26.3879	25.4639
TP53	TP53	7157	26.9939	30.3433
TP53AIP1	TP53AIP1	63970	0.307721	0.405763
TP53BP1	TP53BP1	7158	43.4861	35.3346
TP53BP2	TP53BP2	7159	22.9132	21.5478
TP53I11	TP53I11	9537	7.46066	5.70812
TP53I13	TP53I13	90313	20.9714	22.0506
TP53I3	TP53I3	9540	49.5603	68.6559
TP53INP1	TP53INP1	94241	15.9155	14.5155
TP53INP2	TP53INP2	58476	6.73511	9.39132
TP53RK	TP53RK	112858	11.802	11.6681
TP53TG1	TP53TG1	11257	5.76206	16.5039
TP53TG5	TP53TG5	27296	0.233796	0.112998
TP73	TP73	7161	0.406043	0.366711
TP73-AS1	TP73-AS1	57212	21.0274	16.2293
TPBG	TPBG	7162	5.43998	6.25141
TPBGL	TPBGL	100507050	0.31503	0.32794
TPCN1	TPCN1	53373	5.41575	5.31125
TPCN2	TPCN2	219931	4.8152	4.44097
TPD52	TPD52	7163	1.98604	2.43104
TPD52L1	TPD52L1	7164	2.66296	3.02061
TPD52L2	TPD52L2	7165	40.0284	42.6785
TPGS1	TPGS1	91978	8.90743	15.0775
TPGS2	TPGS2	25941	94.1405	88.344
TPH1	TPH1	7166	0.626437	0.680108
TPI1P1	TPI1P1	729708	15.4365	25.52
TPI1P2	TPI1P2	286016	0.895206	1.38436
TPK1	TPK1	27010	2.16695	2.19493
TPM1	TPM1	7168	194.474	151.229
TPM2	TPM2	7169	70.0183	76.0868
TPM3	TPM3	7170	214.75	186.925
TPM3P8	TPM3P8	646839	0.20216	0.181177
TPM3P9	TPM3P9	147804	3.16596	2.18859
TPM4	TPM4	7171	283.564	210.896
TPMT	TPMT	7172	5.29976	5.81519
TPP1	TPP1	1200	33.4034	37.5697
TPP2	TPP2	7174	20.0494	20.0932
TPPP	TPPP	11076	1.73617	3.13386
TPPP3	TPPP3	51673	0.745146	3.29354
TPR	TPR	7175	38.7404	32.2586
TPRA1	TPRA1	131601	10.4675	13.2325
TPRG1	TPRG1	285386	0.51305	0.654854
TPRG1L	TPRG1L	127262	8.97374	10.0196
TPRKB	TPRKB	51002	41.8191	49.7518
TPRN	TPRN	286262	5.13144	6.35584
TPSG1	TPSG1	25823	0.209837	0.100488
TPST1	TPST1	8460	11.7443	14.5891
TPST2	TPST2	8459	5.12197	5.58991
TPT1	TPT1	7178	1248.46	1613.45
TPT1-AS1	TPT1-AS1	100190939	18.1551	17.3199
TPT1P10	TPT1P10	101928715	0.299737	0
TPT1P4	TPT1P4	285741	1.25439	0.875953
TPT1P9	TPT1P9	389787	12.8553	18.1394
TPTE2P1	TPTE2P1	646405	0.460786	0.543795
TPTE2P5	TPTE2P5	100616668	1.69906	0.883852
TPX2	TPX2	22974	128.114	100.5
TRA2A	TRA2A	29896	78.7804	77.2074
TRA2B	TRA2B	6434	133.328	138.844
TRABD	TRABD	80305	11.6957	13.0148
TRABD2A	TRABD2A	129293	0.386877	0.360917
TRABD2B	TRABD2B	388630	0.407291	0.302531
TRAC	TRAC	28755	1.45637	4.27146
TRADD	TRADD	8717	1.30966	2.55219
TRAF1	TRAF1	7185	0.321928	0.49738
TRAF2	TRAF2	7186	8.5377	9.34759
TRAF3	TRAF3	7187	8.04733	7.008
TRAF3IP1	TRAF3IP1	26146	5.6685	6.25818
TRAF3IP2	TRAF3IP2	10758	18.2806	18.3359
TRAF3IP2-AS1	TRAF3IP2-AS1	643749	23.346	20.2025
TRAF3IP3	TRAF3IP3	80342	1.15576	0.606275
TRAF4	TRAF4	9618	150.908	122.334
TRAF5	TRAF5	7188	9.78029	6.72349
TRAF6	TRAF6	7189	6.02883	5.32818
TRAF7	TRAF7	84231	26.7403	29.3637
TRAFD1	TRAFD1	10906	23.572	25.5947
TRAIP	TRAIP	10293	10.1817	10.5124
TRAK1	TRAK1	22906	35.6587	29.2183
TRAK2	TRAK2	66008	10.1784	8.76751
TRAM1	TRAM1	23471	48.768	51.6284
TRAM1L1	TRAM1L1	133022	4.06188	3.89263
TRAM2	TRAM2	9697	14.7193	13.3134
TRAM2-AS1	TRAM2-AS1	401264	4.42827	5.33813
TRANK1	TRANK1	9881	1.55612	0.816498
TRAP1	TRAP1	10131	27.0412	28.0256
TRAPPC1	TRAPPC1	58485	90.8195	108.744
TRAPPC10	TRAPPC10	7109	13.7426	10.1912
TRAPPC11	TRAPPC11	60684	17.6879	14.7472
TRAPPC12	TRAPPC12	51112	31.2932	34.7152
TRAPPC12-AS1	TRAPPC12-AS1	100861515	1.6544	1.02446
TRAPPC13	TRAPPC13	80006	20.4191	18.7638
TRAPPC2	TRAPPC2	6399	7.49584	7.36648
TRAPPC2L	TRAPPC2L	51693	29.2864	43.943
TRAPPC3	TRAPPC3	27095	30.4822	47.3581
TRAPPC5	TRAPPC5	126003	37.2437	54.2736
TRAPPC6A	TRAPPC6A	79090	13.2171	17.8126
TRAPPC6B	TRAPPC6B	122553	12.5746	11.5483
TRAPPC8	TRAPPC8	22878	15.4519	15.5737
TRAPPC9	TRAPPC9	83696	10.8384	7.18501
TRBV26OR9-2	TRBV26OR9-2	246285	1.67356	1.12896
TRDC	TRDC	28526	0.258968	1.93258
TRDMT1	TRDMT1	1787	6.73825	5.30026
TRERF1	TRERF1	55809	8.3336	6.27333
TREX1	TREX1	11277	11.5354	15.2069
TRH	TRH	7200	0.0328046	0.146475
TRHDE	TRHDE	29953	0.11926	0.0149604
TRHDE-AS1	TRHDE-AS1	283392	0	2.2566e-06
TRIAP1	TRIAP1	51499	27.2446	44.9421
TRIB1	TRIB1	10221	2.37005	2.55683
TRIB2	TRIB2	28951	393.17	344.465
TRIB3	TRIB3	57761	2.80207	4.88123
TRIL	TRIL	9865	10.4144	13.1782
TRIM11	TRIM11	81559	10.0301	10.2718
TRIM13	TRIM13	10206	24.8277	20.874
TRIM14	TRIM14	9830	0.501939	0.590587
TRIM16	TRIM16	10626	7.69954	10.069
TRIM16L	TRIM16L	147166	3.73541	4.66621
TRIM17	TRIM17	51127	0.664965	0.270785
TRIM2	TRIM2	23321	56.6077	34.5436
TRIM21	TRIM21	6737	5.99344	8.1507
TRIM22	TRIM22	10346	22.5519	27.0583
TRIM23	TRIM23	373	7.5005	7.74424
TRIM24	TRIM24	8805	36.1899	25.4863
TRIM25	TRIM25	7706	7.67115	7.99712
TRIM28	TRIM28	10155	223.783	220.423
TRIM3	TRIM3	10612	13.7486	14.0084
TRIM32	TRIM32	22954	8.98475	7.86214
TRIM33	TRIM33	51592	25.5119	18.5202
TRIM34	TRIM34	53840	0.975952	1.99823
TRIM35	TRIM35	23087	6.5408	4.75178
TRIM36	TRIM36	55521	8.68833	7.72548
TRIM37	TRIM37	4591	25.1917	22.1723
TRIM38	TRIM38	10475	0.476406	0.277761
TRIM4	TRIM4	89122	0	0
TRIM41	TRIM41	90933	20.5606	20.4834
TRIM44	TRIM44	54765	40.0241	23.6593
TRIM45	TRIM45	80263	5.35998	5.75409
TRIM46	TRIM46	80128	6.77628	6.21734
TRIM47	TRIM47	91107	0.543477	3.98674
TRIM48	TRIM48	79097	0.545139	0.259677
TRIM5	TRIM5	85363	19.1947	20.6592
TRIM52	TRIM52	84851	10.6877	9.60803
TRIM52-AS1	TRIM52-AS1	100507602	14.6508	15.0649
TRIM55	TRIM55	84675	0	0.0621677
TRIM56	TRIM56	81844	7.45502	6.70496
TRIM58	TRIM58	25893	1.88857	1.21272
TRIM59	TRIM59	286827	14.5314	10.9826
TRIM6	TRIM6	117854	0.483149	0.543193
TRIM6-TRIM34	TRIM6-TRIM34	445372	0.279942	0.000760416
TRIM60P18	TRIM60P18	100420415	1.00303	1.53863
TRIM61	TRIM61	391712	0	0
TRIM62	TRIM62	55223	5.30237	5.37342
TRIM65	TRIM65	201292	5.44101	6.1333
TRIM66	TRIM66	9866	2.28505	2.69925
TRIM67	TRIM67	440730	0.349016	0.666879
TRIM68	TRIM68	55128	4.34104	5.65344
TRIM69	TRIM69	140691	8.36546	13.7742
TRIM7	TRIM7	81786	0.612651	0.428317
TRIM71	TRIM71	131405	6.2108	3.34487
TRIM8	TRIM8	81603	19.2453	15.7214
TRIM9	TRIM9	114088	5.22403	8.34776
TRIO	TRIO	7204	125.163	78.2087
TRIOBP	TRIOBP	11078	34.1091	21.4518
TRIP10	TRIP10	9322	14.1152	14.7336
TRIP11	TRIP11	9321	8.08137	6.87331
TRIP12	TRIP12	9320	71.8931	44.13
TRIP13	TRIP13	9319	16.7536	12.6681
TRIP4	TRIP4	9325	16.8226	16.4442
TRIP6	TRIP6	7205	15.7554	17.7858
TRIQK	TRIQK	286144	11.9471	11.4484
TRIT1	TRIT1	54802	16.8963	18.9651
TRMT1	TRMT1	55621	17.3415	15.0413
TRMT10A	TRMT10A	93587	5.72789	5.53815
TRMT10B	TRMT10B	158234	7.80478	6.84989
TRMT10C	TRMT10C	54931	18.5264	23.8341
TRMT11	TRMT11	60487	9.97403	10.4332
TRMT112	TRMT112	51504	96.6087	138.809
TRMT12	TRMT12	55039	9.30569	7.1302
TRMT13	TRMT13	54482	11.6362	9.88689
TRMT1L	TRMT1L	81627	6.89385	6.74227
TRMT2A	TRMT2A	27037	20.4463	21.2141
TRMT2B	TRMT2B	79979	4.7028	4.73128
TRMT44	TRMT44	152992	5.77185	4.18986
TRMT5	TRMT5	57570	7.97891	4.80026
TRMT6	TRMT6	51605	10.4337	10.6417
TRMT61A	TRMT61A	115708	3.98695	3.97146
TRMT61B	TRMT61B	55006	13.5822	15.6884
TRMU	TRMU	55687	35.3528	32.1988
TRNAU1AP	TRNAU1AP	54952	19.1415	19.7426
TRNP1	TRNP1	388610	2.88837	2.11576
TRNT1	TRNT1	51095	18.1373	16.5161
TRO	TRO	7216	69.1144	57.8806
TROAP	TROAP	10024	35.0724	31.1211
TRPA1	TRPA1	8989	1.26396	0.181304
TRPC1	TRPC1	7220	7.14658	6.79365
TRPC3	TRPC3	7222	0.589581	0.338787
TRPC4	TRPC4	7223	23.758	11.0528
