	SYMBOL	ENTREZID	Ctrl_Fam.Veh.R1	Ctrl_Fam.Veh.R2
SIGIRR	SIGIRR	59307	1.53683	3.53256
SIGLEC10	SIGLEC10	89790	0.350653	0.745173
SIGMAR1	SIGMAR1	10280	46.5034	55.8859
SIK1	SIK1	150094	5.46471	5.04599
SIK2	SIK2	23235	6.13418	7.03724
SIK3	SIK3	23387	15.7328	19.5805
SIK3-IT1	SIK3-IT1	100874315	0.0402815	0.214423
SIKE1	SIKE1	80143	18.5265	12.3251
SIL1	SIL1	64374	27.9467	32.8941
SIM1	SIM1	6492	0	0
SIM2	SIM2	6493	0.345547	0.47024
SIMC1	SIMC1	375484	7.08905	7.69816
SIN3A	SIN3A	25942	20.6612	16.2521
SIN3B	SIN3B	23309	38.0363	48.3127
SIPA1	SIPA1	6494	5.62834	9.60884
SIPA1L1	SIPA1L1	26037	56.5227	84.4808
SIPA1L2	SIPA1L2	57568	26.329	39.2186
SIPA1L3	SIPA1L3	23094	13.2234	18.7616
SIRPA	SIRPA	140885	15.8213	14.9541
SIRPAP1	SIRPAP1	23755	0.225671	0.242184
SIRPB1	SIRPB1	10326	1.08846	1.07972
SIRT1	SIRT1	23411	11.2772	9.20833
SIRT2	SIRT2	22933	24.0655	34.6477
SIRT3	SIRT3	23410	19.7617	17.3377
SIRT4	SIRT4	23409	0.940456	0.816913
SIRT5	SIRT5	23408	6.0425	5.50159
SIRT6	SIRT6	51548	19.7162	19.0209
SIRT7	SIRT7	51547	14.8742	14.7392
SIVA1	SIVA1	10572	33.8371	40.5546
SIX1	SIX1	6495	0.406697	0.065189
SIX2	SIX2	10736	0.136799	0
SIX4	SIX4	51804	1.00419	0.367648
SIX5	SIX5	147912	7.52672	10.9666
SIX6	SIX6	4990	0.530575	0.207059
SKA2	SKA2	348235	84.7701	75.7031
SKA2P1	SKA2P1	729012	4.58893	1.04018
SKA3	SKA3	221150	13.3027	13.3157
SKAP2	SKAP2	8935	0.923525	1.19455
SKI	SKI	6497	35.9836	30.1455
SKIDA1	SKIDA1	387640	3.22885	2.25001
SKIL	SKIL	6498	12.2566	4.61424
SKOR1	SKOR1	390598	0.202154	0.143252
SKP1	SKP1	6500	495.15	530.839
SKP1P1	SKP1P1	6922	4.93984	2.22631
SKP2	SKP2	6502	10.2142	13.7561
SLA	SLA	6503	0	0
SLA2	SLA2	84174	0.04641	0.0494486
SLAIN1	SLAIN1	122060	54.6801	76.6875
SLAIN2	SLAIN2	57606	22.3773	14.0837
SLBP	SLBP	7884	34.134	31.5801
SLC10A4	SLC10A4	201780	2.81474	4.78469
SLC10A5	SLC10A5	347051	0.463587	0.185119
SLC10A7	SLC10A7	84068	2.8151	3.79343
SLC11A2	SLC11A2	4891	17.6289	17.7853
SLC12A2	SLC12A2	6558	11.8341	11.4988
SLC12A4	SLC12A4	6560	17.5086	39.9818
SLC12A5	SLC12A5	57468	1.72184	1.80669
SLC12A6	SLC12A6	9990	3.26221	4.6266
SLC12A7	SLC12A7	10723	3.47187	5.14105
SLC12A8	SLC12A8	84561	2.80524	2.13499
SLC12A9	SLC12A9	56996	14.4582	19.6261
SLC13A3	SLC13A3	64849	0.769635	0.977524
SLC13A4	SLC13A4	26266	1.17439	0.978637
SLC13A5	SLC13A5	284111	1.34166	2.57862
SLC15A2	SLC15A2	6565	11.8967	22.1835
SLC15A3	SLC15A3	51296	2.41687	5.60335
SLC15A4	SLC15A4	121260	10.5063	10.898
SLC16A1	SLC16A1	6566	43.8534	44.0111
SLC16A1-AS1	SLC16A1-AS1	100506392	1.97198	1.67721
SLC16A10	SLC16A10	117247	0.162962	0.0148047
SLC16A11	SLC16A11	162515	0.14245	0.134761
SLC16A13	SLC16A13	201232	1.95557	2.11241
SLC16A14	SLC16A14	151473	13.6809	6.94522
SLC16A2	SLC16A2	6567	16.8276	19.2193
SLC16A3	SLC16A3	9123	0.80932	0.782331
SLC16A4	SLC16A4	9122	6.55918	12.0775
SLC16A5	SLC16A5	9121	0.135429	0
SLC16A6P1	SLC16A6P1	440459	0.269041	0.173678
SLC16A7	SLC16A7	9194	0.120061	0.0336609
SLC16A8	SLC16A8	23539	0.454876	0.109602
SLC16A9	SLC16A9	220963	2.81689	2.18887
SLC17A5	SLC17A5	26503	6.48044	7.08172
SLC17A6	SLC17A6	57084	0.0122154	0
SLC17A7	SLC17A7	57030	0.316249	0.141983
SLC17A8	SLC17A8	246213	0.0605292	0.0257261
SLC18A1	SLC18A1	6570	0.560994	8.48576
SLC18A2	SLC18A2	6571	3.53591	2.39854
SLC18A3	SLC18A3	6572	0.144261	0
SLC18B1	SLC18B1	116843	7.00841	3.66136
SLC19A1	SLC19A1	6573	8.75758	7.496
SLC19A2	SLC19A2	10560	6.21959	5.66475
SLC19A3	SLC19A3	80704	0.237703	0.428596
SLC1A1	SLC1A1	6505	0.364028	0.248725
SLC1A2	SLC1A2	6506	7.23996	4.98182
SLC1A3	SLC1A3	6507	454.74	649.704
SLC1A4	SLC1A4	6509	11.0046	11.2436
SLC1A5	SLC1A5	6510	31.5315	15.7088
SLC1A6	SLC1A6	6511	2.90081	1.7772
SLC20A1	SLC20A1	6574	50.069	46.3636
SLC20A2	SLC20A2	6575	21.5438	21.2908
SLC22A1	SLC22A1	6580	0.667854	0.636984
SLC22A15	SLC22A15	55356	0.293925	0.0430517
SLC22A17	SLC22A17	51310	40.7714	61.9911
SLC22A18	SLC22A18	5002	5.99259	7.31121
SLC22A18AS	SLC22A18AS	5003	0.384253	0.217412
SLC22A23	SLC22A23	63027	24.442	20.9466
SLC22A31	SLC22A31	146429	0.122833	0.0994193
SLC22A4	SLC22A4	6583	1.94184	1.63162
SLC22A5	SLC22A5	6584	2.47708	2.25941
SLC23A1	SLC23A1	9963	0.664348	0.162358
SLC23A2	SLC23A2	9962	9.44166	9.56848
SLC23A3	SLC23A3	151295	0.519349	0.188714
SLC24A1	SLC24A1	9187	2.99757	4.00145
SLC24A3	SLC24A3	57419	8.70573	7.33389
SLC24A5	SLC24A5	283652	2.63949	3.88429
SLC25A1	SLC25A1	6576	1.52766	3.29008
SLC25A11	SLC25A11	8402	26.8308	35.5206
SLC25A12	SLC25A12	8604	10.6082	12.642
SLC25A13	SLC25A13	10165	17.3661	20.3417
SLC25A14	SLC25A14	9016	15.209	18.3329
SLC25A14P1	SLC25A14P1	100288343	0.0647487	0.0699012
SLC25A15	SLC25A15	10166	7.55181	8.23121
SLC25A16	SLC25A16	8034	5.61267	8.28866
SLC25A17	SLC25A17	10478	21.2665	18.7171
SLC25A18	SLC25A18	83733	3.73139	7.04905
SLC25A19	SLC25A19	60386	3.59448	2.98075
SLC25A20	SLC25A20	788	7.1518	15.1401
SLC25A21	SLC25A21	89874	0.494786	0.568703
SLC25A21-AS1	SLC25A21-AS1	100129794	0.824053	1.31851
SLC25A22	SLC25A22	79751	17.7984	26.9383
SLC25A23	SLC25A23	79085	24.4953	33.001
SLC25A24	SLC25A24	29957	12.4455	8.39713
SLC25A25	SLC25A25	114789	9.18693	12.6449
SLC25A26	SLC25A26	115286	8.2424	9.09817
SLC25A27	SLC25A27	9481	13.444	12.1909
SLC25A28	SLC25A28	81894	18.7881	22.6133
SLC25A29	SLC25A29	123096	21.1201	34.2017
SLC25A3	SLC25A3	5250	311.739	334.108
SLC25A30	SLC25A30	253512	7.1507	4.91548
SLC25A32	SLC25A32	81034	9.28558	7.22334
SLC25A33	SLC25A33	84275	5.40143	4.03533
SLC25A34	SLC25A34	284723	2.05399	1.92177
SLC25A35	SLC25A35	399512	1.55188	1.91951
SLC25A36	SLC25A36	55186	36.3436	27.0369
SLC25A36P1	SLC25A36P1	106480240	0	0
SLC25A37	SLC25A37	51312	12.6646	14.4536
SLC25A38	SLC25A38	54977	19.276	17.8924
SLC25A38P1	SLC25A38P1	441915	0.122253	0.0659179
SLC25A39	SLC25A39	51629	41.4399	60.7172
SLC25A39P1	SLC25A39P1	100420877	0.0525815	0.113113
SLC25A4	SLC25A4	291	23.2408	29.1754
SLC25A40	SLC25A40	55972	10.9532	11.9004
SLC25A41	SLC25A41	284427	0.342532	0.403028
SLC25A42	SLC25A42	284439	4.23596	4.92493
SLC25A43	SLC25A43	203427	6.52456	6.27173
SLC25A44	SLC25A44	9673	17.2636	15.7611
SLC25A45	SLC25A45	283130	0.607311	1.87448
SLC25A46	SLC25A46	91137	25.642	19.6502
SLC25A5	SLC25A5	292	172.025	170.775
SLC25A5-AS1	SLC25A5-AS1	100303728	0.93787	0.972289
SLC25A51	SLC25A51	92014	10.4254	9.56759
SLC25A5P2	SLC25A5P2	344371	0.586046	0.140612
SLC25A6	SLC25A6	293	137.225	187.146
SLC25A6P4	SLC25A6P4	100422690	0.254287	0
SLC26A1	SLC26A1	10861	1.1289	3.27489
SLC26A10	SLC26A10	65012	8.54252	8.67937
SLC26A11	SLC26A11	284129	13.9577	15.4733
SLC26A2	SLC26A2	1836	14.6611	13.4325
SLC26A4	SLC26A4	5172	0.175028	0
SLC26A6	SLC26A6	65010	12.3682	19.7847
SLC26A7	SLC26A7	115111	0.945503	0.469287
SLC27A1	SLC27A1	376497	20.4294	27.4245
SLC27A3	SLC27A3	11000	0.21535	0.180787
SLC27A4	SLC27A4	10999	13.4167	16.6647
SLC27A5	SLC27A5	10998	10.0959	12.9493
SLC27A6	SLC27A6	28965	0.140251	0.185979
SLC29A1	SLC29A1	2030	14.3171	9.80934
SLC29A2	SLC29A2	3177	1.76764	2.69608
SLC29A3	SLC29A3	55315	1.51171	0.852754
SLC29A4	SLC29A4	222962	13.5923	13.631
SLC2A1	SLC2A1	6513	19.3046	45.1709
SLC2A1-AS1	SLC2A1-AS1	440584	0.856945	1.84744
SLC2A10	SLC2A10	81031	7.95248	15.4036
SLC2A11	SLC2A11	66035	6.57154	11.877
SLC2A12	SLC2A12	154091	2.61053	2.28345
SLC2A13	SLC2A13	114134	6.84881	8.39776
SLC2A14	SLC2A14	144195	1.83051	0.891514
SLC2A3	SLC2A3	6515	18.8239	17.6604
SLC2A4	SLC2A4	6517	0.0883621	0.0522586
SLC2A4RG	SLC2A4RG	56731	32.7263	49.4834
SLC2A8	SLC2A8	29988	10.5939	15.2894
SLC30A1	SLC30A1	7779	13.0848	11.0393
SLC30A3	SLC30A3	7781	0.0728944	0
SLC30A4	SLC30A4	7782	2.25341	1.42188
SLC30A5	SLC30A5	64924	25.5453	23.7416
SLC30A6	SLC30A6	55676	9.1731	8.93495
SLC30A7	SLC30A7	148867	7.47448	5.139
SLC30A9	SLC30A9	10463	39.6852	37.607
SLC31A1	SLC31A1	1317	15.2851	18.3833
SLC31A2	SLC31A2	1318	2.34649	2.78479
SLC33A1	SLC33A1	9197	12.1213	10.9569
SLC34A3	SLC34A3	142680	0.118767	0.27862
SLC35A1	SLC35A1	10559	12.2712	12.5808
SLC35A2	SLC35A2	7355	0.0593012	0.168814
SLC35A3	SLC35A3	23443	6.1231	6.36212
SLC35A4	SLC35A4	113829	35.0573	44.8304
SLC35A5	SLC35A5	55032	52.2473	59.5163
SLC35B1	SLC35B1	10237	45.3713	42.339
SLC35B2	SLC35B2	347734	55.0608	68.711
SLC35B3	SLC35B3	51000	9.277	8.65469
SLC35B4	SLC35B4	84912	10.6412	10.031
SLC35C1	SLC35C1	55343	9.56962	10.164
SLC35C2	SLC35C2	51006	17.8979	19.0941
SLC35D1	SLC35D1	23169	6.63429	8.01375
SLC35D2	SLC35D2	11046	21.2842	22.774
SLC35E1	SLC35E1	79939	15.1415	17.6319
SLC35E1P1	SLC35E1P1	727991	0.27326	0.295326
SLC35E2B	SLC35E2B	728661	23.659	27.3523
SLC35E3	SLC35E3	55508	4.19913	3.375
SLC35E4	SLC35E4	339665	2.91163	4.06799
SLC35F1	SLC35F1	222553	93.2429	96.122
SLC35F2	SLC35F2	54733	5.70701	1.1439
SLC35F3	SLC35F3	148641	4.82162	7.20389
SLC35F5	SLC35F5	80255	25.7254	22.8053
SLC35F6	SLC35F6	54978	14.9306	18.9848
SLC35G1	SLC35G1	159371	3.25678	3.96117
SLC35G2	SLC35G2	80723	16.6996	9.35491
SLC35G5	SLC35G5	83650	0.487872	0.0871435
SLC35G6	SLC35G6	643664	0.0915293	0
SLC36A1	SLC36A1	206358	3.63655	3.21047
SLC36A4	SLC36A4	120103	14.8551	7.40299
SLC37A1	SLC37A1	54020	1.05274	1.05962
SLC37A2	SLC37A2	219855	0.126636	0.208431
SLC37A3	SLC37A3	84255	21.0892	16.4987
SLC38A1	SLC38A1	81539	15.0188	9.69108
SLC38A10	SLC38A10	124565	27.7416	39.2364
SLC38A2	SLC38A2	54407	59.2737	25.523
SLC38A3	SLC38A3	10991	7.26158	11.1527
SLC38A4	SLC38A4	55089	0.018097	0
SLC38A6	SLC38A6	145389	8.41882	8.40983
SLC38A7	SLC38A7	55238	9.39122	13.1607
SLC38A9	SLC38A9	153129	7.36042	5.76721
SLC39A1	SLC39A1	27173	69.3216	78.7634
SLC39A10	SLC39A10	57181	21.2458	15.805
SLC39A11	SLC39A11	201266	8.28285	6.4977
SLC39A13	SLC39A13	91252	30.7283	47.0077
SLC39A14	SLC39A14	23516	12.7725	6.23761
SLC39A3	SLC39A3	29985	13.3804	23.0229
SLC39A5	SLC39A5	283375	0	0.0274262
SLC39A6	SLC39A6	25800	58.8661	61.4221
SLC39A8	SLC39A8	64116	1.09901	0.446475
SLC39A9	SLC39A9	55334	27.5851	26.3588
SLC3A1	SLC3A1	6519	0.366208	0.108396
SLC3A2	SLC3A2	6520	92.9498	68.6108
SLC40A1	SLC40A1	30061	1.15794	2.13192
SLC41A1	SLC41A1	254428	14.9277	11.518
SLC41A2	SLC41A2	84102	9.91725	7.29667
SLC41A3	SLC41A3	54946	20.613	25.5321
SLC43A1	SLC43A1	8501	1.38976	0.826199
SLC43A2	SLC43A2	124935	15.3754	18.0929
SLC43A3	SLC43A3	29015	2.48349	4.37362
SLC44A1	SLC44A1	23446	8.04572	8.38851
SLC44A2	SLC44A2	57153	74.8765	76.0897
SLC44A3	SLC44A3	126969	2.25186	2.75895
SLC44A5	SLC44A5	204962	4.00222	2.59219
SLC45A1	SLC45A1	50651	2.39975	2.55555
SLC45A2	SLC45A2	51151	0.446171	0.092467
SLC45A3	SLC45A3	85414	2.80514	2.88009
SLC45A4	SLC45A4	57210	3.26288	3.82695
SLC46A3	SLC46A3	283537	1.41629	0.927388
SLC47A1	SLC47A1	55244	1.5134	1.8574
SLC47A2	SLC47A2	146802	0.82979	1.27568
SLC48A1	SLC48A1	55652	8.17419	7.40808
SLC4A10	SLC4A10	57282	0.419141	0.422511
SLC4A11	SLC4A11	83959	3.02203	4.32799
SLC4A1AP	SLC4A1AP	22950	13.038	12.1505
SLC4A2	SLC4A2	6522	53.4632	63.7679
SLC4A3	SLC4A3	6508	9.29676	18.6137
SLC4A4	SLC4A4	8671	15.8946	23.2155
SLC4A5	SLC4A5	57835	1.59716	0.783725
SLC4A7	SLC4A7	9497	20.8304	16.5129
SLC4A8	SLC4A8	9498	6.00773	7.48582
SLC50A1	SLC50A1	55974	13.8482	20.5537
SLC51A	SLC51A	200931	3.28764	4.98535
SLC5A2	SLC5A2	6524	0.30526	0.518952
SLC5A6	SLC5A6	8884	17.5215	18.9084
SLC5A9	SLC5A9	200010	1.61711	1.28824
SLC6A1	SLC6A1	6529	3.98653	8.11754
SLC6A11	SLC6A11	6538	2.25716	6.68442
SLC6A12	SLC6A12	6539	0.526885	0
SLC6A13	SLC6A13	6540	1.35913	0.387671
SLC6A15	SLC6A15	55117	0.450866	0.183405
SLC6A16	SLC6A16	28968	8.8187	3.64048
SLC6A4	SLC6A4	6532	0.0794855	0.0153337
SLC6A6	SLC6A6	6533	5.53755	2.7272
SLC6A8	SLC6A8	6535	0.742708	1.49259
SLC6A9	SLC6A9	6536	29.9021	31.0112
SLC7A1	SLC7A1	6541	17.7386	16.2877
SLC7A10	SLC7A10	56301	0.248266	0.405749
SLC7A11	SLC7A11	23657	7.6995	3.05742
SLC7A11-AS1	SLC7A11-AS1	641364	0.0617926	0.0109226
SLC7A2	SLC7A2	6542	0.155742	0.0234929
SLC7A3	SLC7A3	84889	0.786274	0.143631
SLC7A5	SLC7A5	8140	20.7704	9.18904
SLC7A5P1	SLC7A5P1	81893	0	0
SLC7A5P2	SLC7A5P2	387254	0	0.414061
SLC7A6	SLC7A6	9057	11.9044	6.74236
SLC7A6OS	SLC7A6OS	84138	10.6204	11.0871
SLC7A7	SLC7A7	9056	0.628773	0.817265
SLC7A8	SLC7A8	23428	3.99693	4.25533
SLC7A9	SLC7A9	11136	0.856281	0.548683
SLC8A1	SLC8A1	6546	0.157903	0.0649782
SLC8A1-AS1	SLC8A1-AS1	100128590	0.000746644	0.0166925
SLC8A2	SLC8A2	6543	0.406623	0.037078
SLC8A3	SLC8A3	6547	0.38856	0.161714
SLC8B1	SLC8B1	80024	5.05129	5.93057
SLC9A1	SLC9A1	6548	5.85733	7.15063
SLC9A3	SLC9A3	6550	0.261012	0.530797
SLC9A3R1	SLC9A3R1	9368	21.7494	23.5405
SLC9A3R2	SLC9A3R2	9351	18.5791	16.7109
SLC9A5	SLC9A5	6553	1.09296	0.914293
SLC9A6	SLC9A6	10479	0.301443	0.913572
SLC9A7	SLC9A7	84679	3.66763	1.40454
SLC9A8	SLC9A8	23315	5.96761	7.39875
SLC9A9	SLC9A9	285195	0.855076	0.860035
SLC9B1	SLC9B1	150159	0.546708	0.475176
SLC9B2	SLC9B2	133308	5.81881	6.23852
SLC9C2	SLC9C2	284525	0.704247	0.477571
SLCO1C1	SLCO1C1	53919	1.98997	5.43395
SLCO2A1	SLCO2A1	6578	1.42313	0.537604
SLCO2B1	SLCO2B1	11309	0	0.00857011
SLCO3A1	SLCO3A1	28232	11.5192	11.7722
SLCO4A1	SLCO4A1	28231	3.16712	3.81822
SLCO4C1	SLCO4C1	353189	0.01785	0.0189485
SLCO5A1	SLCO5A1	81796	0.687029	0.295777
SLFN11	SLFN11	91607	5.30316	4.45677
SLFN12	SLFN12	55106	0.335271	0.37505
SLFN13	SLFN13	146857	1.32434	1.63623
SLFN5	SLFN5	162394	1.57546	0.145027
SLFNL1	SLFNL1	200172	0.191018	0.34734
SLIRP	SLIRP	81892	132.533	111.017
SLIT1	SLIT1	6585	2.79157	2.02038
SLIT2	SLIT2	9353	5.20964	2.98779
SLIT3	SLIT3	6586	0.845864	0.182543
SLITRK1	SLITRK1	114798	0.891563	1.22948
SLITRK3	SLITRK3	22865	0.328272	0.150917
SLITRK5	SLITRK5	26050	0.808924	0.366584
SLITRK6	SLITRK6	84189	0.15572	0.0708908
SLK	SLK	9748	16.9148	10.4364
SLMAP	SLMAP	7871	22.8876	16.3979
SLN	SLN	6588	0.346506	0
SLTM	SLTM	79811	74.2061	63.3544
SLU7	SLU7	10569	25.9704	19.577
SLX1A	SLX1A	548593	0.666929	1.32306
SLX1B	SLX1B	79008	0.791957	2.61993
SLX4	SLX4	84464	2.81947	6.19409
SLX4IP	SLX4IP	128710	1.05777	1.77988
SMAD1	SMAD1	4086	25.756	29.6629
SMAD2	SMAD2	4087	49.9196	37.3027
SMAD3	SMAD3	4088	13.5542	8.07252
SMAD4	SMAD4	4089	53.602	36.2519
SMAD5	SMAD5	4090	25.4686	16.2618
SMAD5-AS1	SMAD5-AS1	9597	0.226096	0.0424292
SMAD6	SMAD6	4091	1.86878	1.06788
SMAD7	SMAD7	4092	4.21358	3.88644
SMAD9	SMAD9	4093	1.69143	1.2661
SMAGP	SMAGP	57228	3.84277	5.2241
SMAP1	SMAP1	60682	27.3049	27.2861
SMAP2	SMAP2	64744	19.4684	20.3763
SMARCA1	SMARCA1	6594	33.6252	32.9996
SMARCA2	SMARCA2	6595	26.8022	25.1193
SMARCA4	SMARCA4	6597	74.3866	92.9983
SMARCA5	SMARCA5	8467	37.1337	36.5425
SMARCA5-AS1	SMARCA5-AS1	100128055	0.0985483	0
SMARCAD1	SMARCAD1	56916	19.0882	19.2516
SMARCAL1	SMARCAL1	50485	8.16632	9.83499
SMARCB1	SMARCB1	6598	70.1329	84.0981
SMARCC1	SMARCC1	6599	33.1875	31.1255
SMARCC2	SMARCC2	6601	35.9966	61.6348
SMARCD1	SMARCD1	6602	61.0523	77.4946
SMARCD2	SMARCD2	6603	14.4379	14.5039
SMARCD3	SMARCD3	6604	48.6768	74.0162
SMARCE1	SMARCE1	6605	77.8422	85.449
SMARCE1P1	SMARCE1P1	100271884	0.0461848	0.0495737
SMARCE1P5	SMARCE1P5	400129	0.399917	0.190706
SMARCE1P6	SMARCE1P6	646196	0.493085	0.240506
SMC1A	SMC1A	8243	0.0956868	0.0963769
SMC2	SMC2	10592	19.224	17.2433
SMC3	SMC3	9126	31.2546	28.6058
SMC4	SMC4	10051	67.5215	54.642
SMC5	SMC5	23137	29.0807	26.8021
SMC5-AS1	SMC5-AS1	100507299	0.750337	0.647818
SMC6	SMC6	79677	14.1745	12.6893
SMCHD1	SMCHD1	23347	19.9176	17.2354
SMCO2	SMCO2	341346	0.311913	0.678512
SMCO4	SMCO4	56935	4.03624	4.28998
SMCR2	SMCR2	105371564	0.246788	0.271245
SMCR8	SMCR8	140775	2.39754	3.28818
SMDT1	SMDT1	91689	0.230119	0.124219
SMG1	SMG1	23049	14.4003	10.8088
SMG1P1	SMG1P1	641298	14.6404	15.2378
SMG5	SMG5	23381	35.3585	48.6903
SMG6	SMG6	23293	22.614	21.8668
SMG7	SMG7	9887	22.584	21.5557
SMG7-AS1	SMG7-AS1	284649	0.135787	0.0964912
SMG8	SMG8	55181	11.1652	12.5424
SMG9	SMG9	56006	35.346	33.4231
SMIM1	SMIM1	388588	0.583294	1.9263
SMIM10	SMIM10	644538	0.923451	1.756
SMIM12	SMIM12	113444	27.2795	22.6323
SMIM13	SMIM13	221710	23.1297	14.8137
SMIM14	SMIM14	201895	11.0121	8.3542
SMIM15	SMIM15	643155	27.4142	21.6894
SMIM17	SMIM17	147670	1.19432	1.11683
SMIM18	SMIM18	100507341	0.257551	0.278013
SMIM19	SMIM19	114926	24.9939	28.8923
SMIM2-AS1	SMIM2-AS1	101929212	1.04568	0
SMIM20	SMIM20	389203	29.0263	38.2865
SMIM22	SMIM22	440335	0.404264	0.262046
SMIM4	SMIM4	440957	19.1657	19.7215
SMIM5	SMIM5	643008	0.36224	1.01882
SMIM7	SMIM7	79086	58.5817	59.5981
SMIM8	SMIM8	57150	4.08043	3.59881
SMKR1	SMKR1	100287482	1.15225	2.13726
SMN1	SMN1	6606	0.39125	0.187961
SMN2	SMN2	6607	4.8595	4.68339
SMNDC1	SMNDC1	10285	20.1774	13.3416
SMO	SMO	6608	17.9639	26.9675
SMOC1	SMOC1	64093	63.1858	81.8339
SMOC2	SMOC2	64094	7.49935	3.96866
SMOX	SMOX	54498	28.156	13.915
SMPD1	SMPD1	6609	28.762	42.5283
SMPD2	SMPD2	6610	3.8652	4.19679
SMPD3	SMPD3	55512	0.339307	0.605179
SMPD4	SMPD4	55627	18.5597	24.3202
SMPDL3A	SMPDL3A	10924	8.74963	13.4191
SMS	SMS	6611	79.145	105.308
SMTN	SMTN	6525	12.756	15.2353
SMTNL1	SMTNL1	219537	0.21535	0.101003
SMTNL2	SMTNL2	342527	0.0265748	0
SMU1	SMU1	55234	35.8395	36.9203
SMUG1	SMUG1	23583	14.1854	18.596
SMURF1	SMURF1	57154	7.10525	6.59104
SMURF2	SMURF2	64750	0.178084	0.186094
SMYD2	SMYD2	56950	16.6383	18.4274
SMYD3	SMYD3	64754	15.0023	10.4522
SMYD4	SMYD4	114826	3.75245	5.47079
SMYD5	SMYD5	10322	13.5175	15.8345
SNAI1	SNAI1	6615	0.491546	0.164132
SNAI1P1	SNAI1P1	10415	0.156958	0.4254
SNAI2	SNAI2	6591	27.7412	13.0104
SNAI3	SNAI3	333929	0.213787	0.222861
SNAI3-AS1	SNAI3-AS1	197187	3.50699	3.77443
SNAP23	SNAP23	8773	36.3184	36.081
SNAP25	SNAP25	6616	5.79055	3.49493
SNAP25-AS1	SNAP25-AS1	100131208	0.729388	0.361135
SNAP29	SNAP29	9342	11.6564	18.195
SNAP47	SNAP47	116841	16.4017	22.8456
SNAP91	SNAP91	9892	0.188333	0.229289
SNAPC1	SNAPC1	6617	5.689	4.81869
SNAPC2	SNAPC2	6618	17.6117	18.1912
SNAPC3	SNAPC3	6619	27.9306	23.1654
SNAPC4	SNAPC4	6621	3.75294	5.56227
SNAPC5	SNAPC5	10302	15.6457	22.4757
SNAPIN	SNAPIN	23557	41.0186	61.9784
SNCA	SNCA	6622	14.3641	11.6602
SNCAIP	SNCAIP	9627	10.3559	20.1658
SNCB	SNCB	6620	3.24092	0.756182
SNCG	SNCG	6623	1.00088	0.712639
SND1	SND1	27044	60.4642	64.9475
SNED1	SNED1	25992	1.14227	2.54621
SNF8	SNF8	11267	74.5799	90.7413
SNHG1	SNHG1	23642	84.632	74.491
SNHG10	SNHG10	283596	6.1517	7.19766
SNHG11	SNHG11	128439	11.608	11.4543
SNHG12	SNHG12	85028	17.5425	17.6391
SNHG14	SNHG14	104472715	46.7387	37.1629
SNHG15	SNHG15	285958	3.95746	5.05982
SNHG16	SNHG16	100507246	31.3848	25.3464
SNHG17	SNHG17	388796	10.8741	8.21767
SNHG18	SNHG18	100505806	4.93799	5.10392
SNHG3	SNHG3	8420	20.3444	15.5184
SNHG5	SNHG5	387066	180.383	180.045
SNHG6	SNHG6	641638	108.45	102.934
SNHG7	SNHG7	84973	19.8085	17.1648
SNHG8	SNHG8	100093630	57.0014	46.1564
SNHG9	SNHG9	735301	17.9377	35.3019
SNIP1	SNIP1	79753	5.2392	4.82828
SNN	SNN	8303	43.4669	73.1727
SNORA53	SNORA53	677832	1.26978	0
SNORA73B	SNORA73B	26768	4.63764	3.14497
SNORD109A	SNORD109A	338428	3.01985	3.18058
SNORD116-20	SNORD116-20	100033431	2.19835	2.49987
SNORD17	SNORD17	692086	1.45762	1.8386
SNORD3A	SNORD3A	780851	2.88447	6.30211
SNORD3B-1	SNORD3B-1	26851	0.46964	0.128811
SNORD3B-2	SNORD3B-2	780852	0.185134	0.100786
SNORD3C	SNORD3C	780853	0	0
SNORD3D	SNORD3D	780854	0.20635	0
SNORD97	SNORD97	692223	0	0
SNPH	SNPH	9751	4.4684	3.98514
SNRK	SNRK	54861	9.93696	6.08617
SNRK-AS1	SNRK-AS1	100873954	1.22217	0.248506
SNRNP200	SNRNP200	23020	71.4702	87.5414
SNRNP25	SNRNP25	79622	37.1195	40.4131
SNRNP27	SNRNP27	11017	50.0642	43.4312
SNRNP35	SNRNP35	11066	18.3463	19.0057
SNRNP40	SNRNP40	9410	30.6876	33.3722
SNRNP48	SNRNP48	154007	13.0825	7.88415
SNRNP70	SNRNP70	6625	119.797	187.747
SNRPA	SNRPA	6626	48.4838	40.1889
SNRPA1	SNRPA1	6627	31.1548	28.3872
SNRPB	SNRPB	6628	108.95	111.563
SNRPB2	SNRPB2	6629	47.4251	39.909
SNRPC	SNRPC	6631	89.5944	86.2519
SNRPD1	SNRPD1	6632	53.0931	50.3024
SNRPD2	SNRPD2	6633	262.613	276.889
SNRPD3	SNRPD3	6634	87.389	80.8296
SNRPE	SNRPE	6635	121.97	116.457
SNRPEP2	SNRPEP2	414153	2.36089	0
SNRPEP4	SNRPEP4	100130109	55.7154	36.2832
SNRPF	SNRPF	6636	34.6807	30.1955
SNRPFP1	SNRPFP1	170550	15.3571	18.2082
SNRPG	SNRPG	6637	114.996	122.132
SNRPGP10	SNRPGP10	100130289	73.8857	101.756
SNRPGP15	SNRPGP15	100130932	16.8971	21.9397
SNRPGP2	SNRPGP2	100130003	1.67598	0
SNRPN	SNRPN	6638	24.5536	31.1184
