name	Ctrl_vs_BD	Ctrl_vs_BD_NR	Ctrl_vs_BD_R	Ctrl_vs_Primary_Unchanged
EX_chtn[e]	0	0	0	1
EX_cit[e]	0	0	0	1
EX_citr_L[e]	0	0	0	1
EX_cl[e]	0	0	0	1
EX_cmp[e]	0	0	0	1
EX_co2[e]	0	0	0	1
EX_coprost[e]	0	0	0	1
EX_core5[e]	0	0	0	1
EX_core7[e]	0	0	0	1
EX_core8[e]	0	0	0	1
EX_crmp_hs[e]	0	0	0	1
EX_crtstrn[e]	0	0	0	1
EX_cspg_b[e]	0	0	0	1
EX_ctp[e]	0	0	0	1
EX_cyan[e]	0	0	0	1
EX_cysasnmet[e]	0	0	0	1
EX_cysaspphe[e]	0	0	0	1
EX_cysglnmet[e]	0	0	0	1
EX_cysgluhis[e]	0	0	0	1
EX_cysglutrp[e]	0	0	0	1
EX_cysleuthr[e]	0	0	0	1
EX_cyssermet[e]	0	0	0	1
EX_cyst_L[e]	0	0	0	1
EX_cystyrasn[e]	0	0	0	1
EX_cytd[e]	0	0	0	1
EX_dag_hs[e]	0	0	0	1
EX_dca3s[e]	0	0	0	1
EX_dcmp[e]	0	0	0	1
EX_dcyt[e]	0	0	0	1
EX_deoxfvs[e]	0	0	0	1
EX_dgmp[e]	0	0	0	1
EX_dgtp[e]	0	0	0	1
EX_dhbpt[e]	0	0	0	1
EX_dhf[e]	0	0	0	1
EX_didecaeth[e]	0	0	0	1
EX_diholineth[e]	0	0	0	1
EX_ditp[e]	0	0	0	1
EX_dmhptcrn[e]	0	0	0	1
EX_doco13ac[e]	0	0	0	1
EX_docohxeth[e]	0	0	0	1
EX_docosac[e]	0	0	0	1
EX_docteteth[e]	0	0	0	1
EX_dodecanac[e]	0	0	0	1
EX_dopa[e]	0	0	0	1
EX_dopa3glcur[e]	0	0	0	1
EX_dopa4glcur[e]	0	0	0	1
EX_dtmp[e]	0	0	0	1
EX_dttp[e]	0	0	0	1
EX_duri[e]	0	0	0	1
EX_fdp[e]	0	0	0	1
EX_fe2[e]	0	0	0	1
EX_fe3[e]	0	0	0	1
EX_fol[e]	0	0	0	1
EX_fum[e]	0	0	0	1
EX_ga1_hs[e]	0	0	0	1
EX_galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs[e]	0	0	0	1
EX_gam[e]	0	0	0	1
EX_gbside_hs[e]	0	0	0	1
EX_gca3s[e]	0	0	0	1
EX_gd1c_hs[e]	0	0	0	1
EX_gd3_hs[e]	0	0	0	1
EX_glcr[e]	0	0	0	1
EX_glcur[e]	0	0	0	1
EX_gln_L[e]	0	0	0	1
EX_glnasngln[e]	0	0	0	1
EX_glnhishis[e]	0	0	0	1
EX_glnhislys[e]	0	0	0	1
EX_glnlyslys[e]	0	0	0	1
EX_glnlystrp[e]	0	0	0	1
EX_glntrpglu[e]	0	0	0	1
EX_glntyrleu[e]	0	0	0	1
EX_glu_L[e]	0	0	0	1
EX_gluargleu[e]	0	0	0	1
EX_gluasnleu[e]	0	0	0	1
EX_gluglu[e]	0	0	0	1
EX_gluilelys[e]	0	0	0	1
EX_gluleu[e]	0	0	0	1
EX_glumet[e]	0	0	0	1
EX_glumethis[e]	0	0	0	1
EX_gluthr[e]	0	0	0	1
EX_gluthrlys[e]	0	0	0	1
EX_glutrpala[e]	0	0	0	1
EX_gly[e]	0	0	0	1
EX_glyc2p[e]	0	0	0	1
EX_glyc3p[e]	0	0	0	1
EX_glygn5[e]	0	0	0	1
EX_glyhisasn[e]	0	0	0	1
EX_glyhislys[e]	0	0	0	1
EX_glylyscys[e]	0	0	0	1
EX_glylysphe[e]	0	0	0	1
EX_glysar[e]	0	0	0	1
EX_glytyrlys[e]	0	0	0	1
EX_glyvalhis[e]	0	0	0	1
EX_gm1_hs[e]	0	0	0	1
EX_gmp[e]	0	0	0	1
EX_h[e]	0	0	0	1
EX_h2o[e]	0	0	0	1
EX_ha[e]	0	0	0	1
EX_HC00342[e]	0	0	0	1
EX_HC01104[e]	0	0	0	1
EX_HC01361[e]	0	0	0	1
EX_HC01440[e]	0	0	0	1
EX_HC01441[e]	0	0	0	1
EX_HC01446[e]	0	0	0	1
EX_HC02160[e]	0	0	0	1
EX_HC02161[e]	0	0	0	1
EX_HC02192[e]	0	0	0	1
EX_HC02193[e]	0	0	0	1
EX_HC02197[e]	0	0	0	1
EX_HC02198[e]	0	0	0	1
EX_HC02220[e]	0	0	0	1
EX_hco3[e]	0	0	0	1
EX_hcys_L[e]	0	0	0	1
EX_hepdeceth[e]	0	0	0	1
EX_hexdeceeth[e]	0	0	0	1
EX_hexdiac[e]	0	0	0	1
EX_hgentis[e]	0	0	0	1
EX_his_L[e]	0	0	0	1
EX_hisargcys[e]	0	0	0	1
EX_hisargser[e]	0	0	0	1
EX_hisasp[e]	0	0	0	1
EX_hisglnala[e]	0	0	0	1
EX_hisglu[e]	0	0	0	1
EX_hisglugln[e]	0	0	0	1
EX_hisglylys[e]	0	0	0	1
EX_hishislys[e]	0	0	0	1
EX_hislysala[e]	0	0	0	1
EX_hislysglu[e]	0	0	0	1
EX_hislysile[e]	0	0	0	1
EX_hislysthr[e]	0	0	0	1
EX_hislysval[e]	0	0	0	1
EX_hismet[e]	0	0	0	1
EX_hismetgln[e]	0	0	0	1
EX_hisphearg[e]	0	0	0	1
EX_hisprolys[e]	0	0	0	1
EX_hista[e]	0	0	0	1
EX_histrphis[e]	0	0	0	1
EX_hmcr[e]	0	0	0	1
EX_hpdca[e]	0	0	0	1
EX_hpdece[e]	0	0	0	1
EX_hxcoa[e]	0	0	0	1
EX_icdchol[e]	0	0	0	1
EX_icit[e]	0	0	0	1
EX_idour[e]	0	0	0	1
EX_idp[e]	0	0	0	1
EX_ile_L[e]	0	0	0	1
EX_ileargile[e]	0	0	0	1
EX_ileasnhis[e]	0	0	0	1
EX_ileasp[e]	0	0	0	1
EX_ileglnglu[e]	0	0	0	1
EX_ileglyarg[e]	0	0	0	1
EX_ileprolys[e]	0	0	0	1
EX_ileserarg[e]	0	0	0	1
EX_iletrptyr[e]	0	0	0	1
EX_im4ac[e]	0	0	0	1
EX_ind3ac[e]	0	0	0	1
EX_isochol[e]	0	0	0	1
EX_ksi[e]	0	0	0	1
EX_lcts[e]	0	0	0	1
EX_Lcyst[e]	0	0	0	1
EX_leu_L[e]	0	0	0	1
EX_leualaarg[e]	0	0	0	1
EX_leuasnasp[e]	0	0	0	1
EX_leuasplys[e]	0	0	0	1
EX_leuktrC4[e]	0	0	0	1
EX_leuktrE4[e]	0	0	0	1
EX_leuleutrp[e]	0	0	0	1
EX_leupro[e]	0	0	0	1
EX_leuproarg[e]	0	0	0	1
EX_leusertrp[e]	0	0	0	1
EX_leutrp[e]	0	0	0	1
EX_leutrparg[e]	0	0	0	1
EX_leutyrtyr[e]	0	0	0	1
EX_leuval[e]	0	0	0	1
EX_lgnc[e]	0	0	0	1
EX_Lhcystin[e]	0	0	0	1
EX_lineth[e]	0	0	0	1
EX_lipoate[e]	0	0	0	1
EX_lpam[e]	0	0	0	1
EX_lpchol_hs[e]	0	0	0	1
EX_lys_L[e]	0	0	0	1
EX_lysargleu[e]	0	0	0	1
EX_lyscyshis[e]	0	0	0	1
EX_lysglnphe[e]	0	0	0	1
EX_lysgluglu[e]	0	0	0	1
EX_lyslyslys[e]	0	0	0	1
EX_lyspheile[e]	0	0	0	1
EX_lystrparg[e]	0	0	0	1
EX_lystyrile[e]	0	0	0	1
EX_lysvalphe[e]	0	0	0	1
EX_lysvaltrp[e]	0	0	0	1
EX_M00234[e]	0	0	0	1
EX_M00241[e]	0	0	0	1
EX_M00260[e]	0	0	0	1
EX_M00265[e]	0	0	0	1
EX_M00503[e]	0	0	0	1
EX_M00510[e]	0	0	0	1
EX_M01807[e]	0	0	0	1
EX_M01820[e]	0	0	0	1
EX_M01870[e]	0	0	0	1
EX_M01881[e]	0	0	0	1
EX_M01966[e]	0	0	0	1
EX_M02108[e]	0	0	0	1
EX_M02613[e]	0	0	0	1
EX_M03045[e]	0	0	0	1
EX_M03117[e]	0	0	0	1
EX_M03131[e]	0	0	0	1
EX_M03134[e]	0	0	0	1
EX_m3gacpail_prot_hs[e]	0	0	0	1
EX_mal_L[e]	0	0	0	1
EX_malt[e]	0	0	0	1
EX_malthp[e]	0	0	0	1
EX_malttr[e]	0	0	0	1
EX_maltttr[e]	0	0	0	1
EX_man[e]	0	0	0	1
EX_melatn[e]	0	0	0	1
EX_met_L[e]	0	0	0	1
EX_metargleu[e]	0	0	0	1
EX_metasntyr[e]	0	0	0	1
EX_metglntyr[e]	0	0	0	1
EX_metglyarg[e]	0	0	0	1
EX_methislys[e]	0	0	0	1
EX_metmetile[e]	0	0	0	1
EX_metphearg[e]	0	0	0	1
EX_mettrpphe[e]	0	0	0	1
EX_mev_R[e]	0	0	0	1
EX_mg2[e]	0	0	0	1
EX_mhista[e]	0	0	0	1
EX_mqn10[e]	0	0	0	1
EX_mqn11[e]	0	0	0	1
EX_mqn7[e]	0	0	0	1
EX_mqn8[e]	0	0	0	1
EX_mqn9[e]	0	0	0	1
EX_n2m2nmasn[e]	0	0	0	1
EX_n5m2masn[e]	0	0	0	1
EX_na1[e]	0	0	0	1
EX_nac[e]	0	0	0	1
EX_nad[e]	0	0	0	1
EX_nadh[e]	0	0	0	1
EX_ncam[e]	0	0	0	1
EX_nfdlac[e]	0	0	0	1
EX_nfdoh[e]	0	0	0	1
EX_nh4[e]	0	0	0	1
EX_no2[e]	0	0	0	1
EX_no3[e]	0	0	0	1
EX_nrpphr[e]	0	0	0	1
EX_nrvnc[e]	0	0	0	1
EX_o2[e]	0	0	0	1
EX_oaa[e]	0	0	0	1
EX_oh1[e]	0	0	0	1
EX_oleth[e]	0	0	0	1
EX_orn[e]	0	0	0	1
EX_orot[e]	0	0	0	1
EX_orot5p[e]	0	0	0	1
EX_pa_hs[e]	0	0	0	1
EX_pac[e]	0	0	0	1
EX_pailar_hs[e]	0	0	0	1
EX_pailpalm_hs[e]	0	0	0	1
EX_pchol2linl_hs[e]	0	0	0	1
EX_pchol2ole_hs[e]	0	0	0	1
EX_pchol2palm_hs[e]	0	0	0	1
EX_pchol2ste_hs[e]	0	0	0	1
EX_pcholar_hs[e]	0	0	0	1
EX_pcholdoc_hs[e]	0	0	0	1
EX_pcholeic_hs[e]	0	0	0	1
EX_pcholet_hs[e]	0	0	0	1
EX_pcholhep_hs[e]	0	0	0	1
EX_pchollinl_hs[e]	0	0	0	1
EX_pcholmyr_hs[e]	0	0	0	1
EX_pcholn15_hs[e]	0	0	0	1
EX_pcholn183_hs[e]	0	0	0	1
EX_pcholn1836_hs[e]	0	0	0	1
EX_pcholn19_hs[e]	0	0	0	1
EX_pcholn201_hs[e]	0	0	0	1
EX_pcholn203_hs[e]	0	0	0	1
EX_pcholn204_hs[e]	0	0	0	1
EX_pcholn205_hs[e]	0	0	0	1
EX_pcholn224_hs[e]	0	0	0	1
EX_pcholn225_hs[e]	0	0	0	1
EX_pcholn2254_hs[e]	0	0	0	1
EX_pcholn226_hs[e]	0	0	0	1
EX_pcholn24_hs[e]	0	0	0	1
EX_pcholn261_hs[e]	0	0	0	1
EX_pcholn28_hs[e]	0	0	0	1
EX_pcholn281_hs[e]	0	0	0	1
EX_pcholole_hs[e]	0	0	0	1
EX_pcholpalm_hs[e]	0	0	0	1
EX_pcholpalme_hs[e]	0	0	0	1
EX_pcholste_hs[e]	0	0	0	1
EX_pcreat[e]	0	0	0	1
EX_pe_hs[e]	0	0	0	1
EX_pe12_hs[e]	0	0	0	1
EX_pe14_hs[e]	0	0	0	1
EX_pe15_hs[e]	0	0	0	1
EX_pe17_hs[e]	0	0	0	1
EX_pe203_hs[e]	0	0	0	1
EX_pe2linl_hs[e]	0	0	0	1
EX_pendecaeth[e]	0	0	0	1
EX_pep[e]	0	0	0	1
EX_peplys[e]	0	0	0	1
EX_peste_hs[e]	0	0	0	1
EX_pglyc_hs[e]	0	0	0	1
EX_phe_L[e]	0	0	0	1
EX_pheasnmet[e]	0	0	0	1
EX_pheasp[e]	0	0	0	1
EX_pheglnphe[e]	0	0	0	1
EX_pheleu[e]	0	0	0	1
EX_pheleuasp[e]	0	0	0	1
EX_pheleuhis[e]	0	0	0	1
EX_phelysala[e]	0	0	0	1
EX_phelyspro[e]	0	0	0	1
EX_phephe[e]	0	0	0	1
EX_phepheasn[e]	0	0	0	1
EX_phephethr[e]	0	0	0	1
EX_pheproarg[e]	0	0	0	1
EX_phesertrp[e]	0	0	0	1
EX_phethrlys[e]	0	0	0	1
EX_phetrpleu[e]	0	0	0	1
EX_phetyr[e]	0	0	0	1
EX_phetyrgln[e]	0	0	0	1
EX_phetyrlys[e]	0	0	0	1
EX_phlac[e]	0	0	0	1
EX_phpyr[e]	0	0	0	1
EX_phyt[e]	0	0	0	1
EX_pi[e]	0	0	0	1
EX_pmeth[e]	0	0	0	1
EX_pnto_R[e]	0	0	0	1
EX_prgstrn[e]	0	0	0	1
EX_proargasp[e]	0	0	0	1
EX_proargcys[e]	0	0	0	1
EX_proasncys[e]	0	0	0	1
EX_procys[e]	0	0	0	1
EX_profvs[e]	0	0	0	1
EX_proglulys[e]	0	0	0	1
EX_prohis[e]	0	0	0	1
EX_prohistyr[e]	0	0	0	1
EX_proleuarg[e]	0	0	0	1
EX_prophe[e]	0	0	0	1
EX_protrplys[e]	0	0	0	1
EX_protrpthr[e]	0	0	0	1
EX_provalgln[e]	0	0	0	1
EX_prpp[e]	0	0	0	1
EX_ps_hs[e]	0	0	0	1
EX_ptdca[e]	0	0	0	1
EX_ptrc[e]	0	0	0	1
EX_pydam[e]	0	0	0	1
EX_pydx[e]	0	0	0	1
EX_pydx5p[e]	0	0	0	1
EX_pydxn[e]	0	0	0	1
EX_q10[e]	0	0	0	1
EX_q10h2[e]	0	0	0	1
EX_quln[e]	0	0	0	1
EX_retnglc[e]	0	0	0	1
EX_Rtotal2[e]	0	0	0	1
EX_saccrp_L[e]	0	0	0	1
EX_sebacid[e]	0	0	0	1
EX_selni[e]	0	0	0	1
EX_ser_D[e]	0	0	0	1
EX_ser_L[e]	0	0	0	1
EX_serargala[e]	0	0	0	1
EX_serargtrp[e]	0	0	0	1
EX_sercysarg[e]	0	0	0	1
EX_serglyglu[e]	0	0	0	1
EX_serlyshis[e]	0	0	0	1
EX_serphelys[e]	0	0	0	1
EX_sertrphis[e]	0	0	0	1
EX_sl_L[e]	0	0	0	1
EX_so3[e]	0	0	0	1
EX_sph1p[e]	0	0	0	1
EX_sphs1p[e]	0	0	0	1
EX_steeth[e]	0	0	0	1
EX_tag_hs[e]	0	0	0	1
EX_tagat_D[e]	0	0	0	1
EX_tcynt[e]	0	0	0	1
EX_tdechola[e]	0	0	0	1
EX_tetdecaeth[e]	0	0	0	1
EX_tethex3[e]	0	0	0	1
EX_tetpent3[e]	0	0	0	1
EX_tetpent6[e]	0	0	0	1
EX_thbpt[e]	0	0	0	1
EX_thf[e]	0	0	0	1
EX_thm[e]	0	0	0	1
EX_thr_L[e]	0	0	0	1
EX_thrargtyr[e]	0	0	0	1
EX_thrasntyr[e]	0	0	0	1
EX_thrglnglu[e]	0	0	0	1
EX_thrglntyr[e]	0	0	0	1
EX_thrhishis[e]	0	0	0	1
EX_thrilearg[e]	0	0	0	1
EX_thrmetarg[e]	0	0	0	1
EX_thrphearg[e]	0	0	0	1
EX_thrserarg[e]	0	0	0	1
EX_thrthrarg[e]	0	0	0	1
EX_thrtyrmet[e]	0	0	0	1
EX_thym[e]	0	0	0	1
EX_tlacfvs[e]	0	0	0	1
EX_trideceth[e]	0	0	0	1
EX_trp_L[e]	0	0	0	1
EX_trpalapro[e]	0	0	0	1
EX_trpargala[e]	0	0	0	1
EX_trpaspasp[e]	0	0	0	1
EX_trpglngln[e]	0	0	0	1
EX_trpglugly[e]	0	0	0	1
EX_trpgluleu[e]	0	0	0	1
EX_trpglupro[e]	0	0	0	1
EX_trpglutyr[e]	0	0	0	1
EX_trpglyasp[e]	0	0	0	1
EX_trpglyleu[e]	0	0	0	1
EX_trpglyphe[e]	0	0	0	1
EX_trpglyval[e]	0	0	0	1
EX_trphismet[e]	0	0	0	1
EX_trpilelys[e]	0	0	0	1
EX_trpiletrp[e]	0	0	0	1
EX_trpleuval[e]	0	0	0	1
EX_trplys[e]	0	0	0	1
EX_trpmetarg[e]	0	0	0	1
EX_trpmetval[e]	0	0	0	1
EX_trpphe[e]	0	0	0	1
EX_trpproleu[e]	0	0	0	1
EX_trpproval[e]	0	0	0	1
EX_trpsertyr[e]	0	0	0	1
EX_trpthrglu[e]	0	0	0	1
EX_trpthrile[e]	0	0	0	1
EX_trpthrtyr[e]	0	0	0	1
EX_trptyrgln[e]	0	0	0	1
EX_trptyrtyr[e]	0	0	0	1
EX_trpvalasp[e]	0	0	0	1
EX_trypta[e]	0	0	0	1
EX_tym[e]	0	0	0	1
EX_Tyr_ggn[e]	0	0	0	1
EX_tyr_L[e]	0	0	0	1
EX_tyrala[e]	0	0	0	1
EX_tyralaphe[e]	0	0	0	1
EX_tyrargglu[e]	0	0	0	1
EX_tyrargser[e]	0	0	0	1
EX_tyrasparg[e]	0	0	0	1
EX_tyrcysgly[e]	0	0	0	1
EX_tyrcysthr[e]	0	0	0	1
EX_tyrglu[e]	0	0	0	1
EX_tyrleuarg[e]	0	0	0	1
EX_tyrphetyr[e]	0	0	0	1
EX_tyrthr[e]	0	0	0	1
EX_tyrtrpphe[e]	0	0	0	1
EX_tyrtyr[e]	0	0	0	1
EX_tyrvalmet[e]	0	0	0	1
EX_uchol[e]	0	0	0	1
EX_udpglcur[e]	0	0	0	1
EX_ura[e]	0	0	0	1
EX_urate[e]	0	0	0	1
EX_uri[e]	0	0	0	1
EX_utp[e]	0	0	0	1
EX_val_L[e]	0	0	0	1
EX_valarggly[e]	0	0	0	1
EX_valhisasn[e]	0	0	0	1
EX_valleuphe[e]	0	0	0	1
EX_vallystyr[e]	0	0	0	1
EX_valphearg[e]	0	0	0	1
EX_valprotrp[e]	0	0	0	1
EX_valserarg[e]	0	0	0	1
EX_valtrpphe[e]	0	0	0	1
EX_valtrpval[e]	0	0	0	1
EX_valval[e]	0	0	0	1
EX_xyl_D[e]	0	0	0	1
EX_xylt[e]	0	0	0	1
EX_xylu_D[e]	0	0	0	1
EX_xylu_L[e]	0	0	0	1
EX_zn2[e]	0	0	0	1
F1Ate	0	0	0	1
F1Ate2	0	0	0	1
F1Atg	0	0	0	1
F1PGT	0	0	0	1
FALDH	0	0	0	1
FAOXC101C102m	0	0	0	1
FAOXC102C101m	0	0	0	1
FAOXC102C103x	0	0	0	1
FAOXC102C81x	0	0	0	1
FAOXC102x	0	0	0	1
FAOXC103C102x	0	0	0	1
FAOXC11	0	0	0	1
FAOXC11BRC9BRx	0	0	0	1
FAOXC11C9m	0	0	0	1
FAOXC122C101m	0	0	0	1
FAOXC122m	0	0	0	1
FAOXC123C102x	0	0	0	1
FAOXC123x	0	0	0	1
FAOXC13BRC11BRx	0	0	0	1
FAOXC13C11m	0	0	0	1
FAOXC142C122m	0	0	0	1
FAOXC143C123x	0	0	0	1
FAOXC14DCC12DCx	0	0	0	1
FAOXC150m	0	0	0	1
FAOXC15C13m	0	0	0	1
FAOXC15NADPx	0	0	0	1
FAOXC163C164Gm	0	0	0	1
FAOXC163GC142m	0	0	0	1
FAOXC163Gm	0	0	0	1
FAOXC164C143x	0	0	0	1
FAOXC164C165x	0	0	0	1
FAOXC164GC163m	0	0	0	1
FAOXC164x	0	0	0	1
FAOXC165C164x	0	0	0	1
FAOXC16BRx	0	0	0	1
FAOXC16DCC14DCx	0	0	0	1
FAOXC16DCr	0	0	0	1
FAOXC170m	0	0	0	1
FAOXC17C15m	0	0	0	1
FAOXC183806m	0	0	0	1
FAOXC183C163Gm	0	0	0	1
FAOXC184C164x	0	0	0	1
FAOXC185C164m	0	0	0	1
FAOXC185m	0	0	0	1
FAOXC2051843x	0	0	0	1
FAOXC205C185m	0	0	0	1
FAOXC226	0	0	0	1
FAOXC226205m	0	0	0	1
FAOXC226C205m	0	0	0	1
FAOXC226C227m	0	0	0	1
FAOXC226m	0	0	0	1
FAOXC227C226m	0	0	0	1
FAOXC5C3x	0	0	0	1
FAOXC61x	0	0	0	1
FAOXC7C5m	0	0	0	1
FAOXC81C61x	0	0	0	1
FAOXC9C7m	0	0	0	1
FATP1t	0	0	0	1
FATP3t	0	0	0	1
FATP4t	0	0	0	1
FATP5t	0	0	0	1
FATP6t	0	0	0	1
FATP7t	0	0	0	1
FATP8t	0	0	0	1
FATP9t	0	0	0	1
FBA4	0	0	0	1
FCOAH	0	0	0	1
FDPte	0	0	0	1
FE3R2e	0	0	0	1
FERO	0	0	0	1
FK	0	0	0	1
FOLOAT1tc	0	0	0	1
FOLOAT2tc	0	0	0	1
FOLOATPtc	0	0	0	1
FOLt2	0	0	0	1
FOLt2le	0	0	0	1
FOLTle	0	0	0	1
FORMCOAtx	0	0	0	1
FPGS2m	0	0	0	1
FPGS7m	0	0	0	1
FPGS8m	0	0	0	1
FPGS9m	0	0	0	1
FPGSm	0	0	0	1
FRDPtc	0	0	0	1
FRDPtcr	0	0	0	1
FRDPtr	0	0	0	1
FRUt1r	0	0	0	1
FRUt4	0	0	0	1
FT	0	0	0	1
FUCASE2ly	0	0	0	1
FUCtly	0	0	0	1
FUM	0	0	0	1
FUMAC	0	0	0	1
FUMm	0	0	0	1
FUMSO3tm	0	0	0	1
FUMSO4tm	0	0	0	1
FUMtm	0	0	0	1
FUMtr	0	0	0	1
FUMTSULtm	0	0	0	1
FUT18g	0	0	0	1
FVSCOAhc	0	0	0	1
FVSCOAitx	0	0	0	1
FVShc	0	0	0	1
FVSitr	0	0	0	1
FVSitx	0	0	0	1
FVStep	0	0	0	1
FVStu	0	0	0	1
G3PD1	0	0	0	1
G6PDH1rer	0	0	0	1
G6PDH2rer	0	0	0	1
GA1tl	0	0	0	1
GABABGTtc	0	0	0	1
GACMTRc	0	0	0	1
GALASE10ly	0	0	0	1
GALASE11ly	0	0	0	1
GALASE12ly	0	0	0	1
GALASE13ly	0	0	0	1
GALASE14ly	0	0	0	1
GALASE15ly	0	0	0	1
GALASE1ly	0	0	0	1
GALASE3ly	0	0	0	1
GALASE4ly	0	0	0	1
GALASE5ly	0	0	0	1
GALASE6ly	0	0	0	1
GALASE7ly	0	0	0	1
GALASE8ly	0	0	0	1
GALASE9ly	0	0	0	1
GALGALFUCFUCGALACGLCGALACGLCGAL14ACGLCGALGLUSIDEte	0	0	0	1
GALGALFUCFUCGALACGLCGALACGLCGAL14ACGLCGALGLUSIDEtg	0	0	0	1
GALGT1	0	0	0	1
GALGT3	0	0	0	1
GALGT4	0	0	0	1
GALNACT1g	0	0	0	1
GALNACT2g	0	0	0	1
GALNACT3g	0	0	0	1
GALNACT4g	0	0	0	1
GALNACT5g	0	0	0	1
GALT	0	0	0	1
GALt1r	0	0	0	1
GALt2_2	0	0	0	1
GALT2g	0	0	0	1
GALt4	0	0	0	1
GALTg	0	0	0	1
GALU	0	0	0	1
GAMt1r	0	0	0	1
GAMYe	0	0	0	1
GASNASE2ly	0	0	0	1
GASNASE3ly	0	0	0	1
GASNASEly	0	0	0	1
GBSIDEte	0	0	0	1
GCA3St	0	0	0	1
GCALDD	0	0	0	1
GCHOLAt	0	0	0	1
GCHOLAte	0	0	0	1
GCNTg	0	0	0	1
GD1Cte	0	0	0	1
GD3tg	0	0	0	1
GDPFUCtg	0	0	0	1
GDPtg	0	0	0	1
GGH_10FTHF5GLUe	0	0	0	1
GGH_10FTHF5GLUl	0	0	0	1
GGH_10FTHF6GLUe	0	0	0	1
GGH_10FTHF6GLUl	0	0	0	1
GGH_10FTHF7GLUe	0	0	0	1
GGH_10FTHF7GLUl	0	0	0	1
GGH_5DHFe	0	0	0	1
GGH_5DHFl	0	0	0	1
GGH_5THFe	0	0	0	1
GGH_5THFl	0	0	0	1
GGH_6DHFe	0	0	0	1
GGH_6DHFl	0	0	0	1
GGH_6THFe	0	0	0	1
GGH_6THFl	0	0	0	1
GGH_7DHFe	0	0	0	1
GGH_7DHFl	0	0	0	1
GGH_7THFe	0	0	0	1
GGH_7THFl	0	0	0	1
GHMT2r	0	0	0	1
GHMT2rm	0	0	0	1
GHMT3	0	0	0	1
GLACO	0	0	0	1
GLCAASE1ly	0	0	0	1
GLCAASE4ly	0	0	0	1
GLCAASE5ly	0	0	0	1
GLCAASE6ly	0	0	0	1
GLCAASE7ly	0	0	0	1
GLCAASE8ly	0	0	0	1
GLCAASE9ly	0	0	0	1
GLCAE2g	0	0	0	1
GLCAT2g	0	0	0	1
GLCAT3g	0	0	0	1
GLCAT4g	0	0	0	1
GLCAT5g	0	0	0	1
GLCAT6g	0	0	0	1
GLCAT7g	0	0	0	1
GLCAT8g	0	0	0	1
GLCAT9g	0	0	0	1
GLCATg	0	0	0	1
GLCNACASE1ly	0	0	0	1
GLCNACASE2ly	0	0	0	1
GLCNACASE3ly	0	0	0	1
GLCNACASE4ly	0	0	0	1
GLCNACASE5ly	0	0	0	1
GLCNACDASg	0	0	0	1
GLCNACT1g	0	0	0	1
GLCNACT2g	0	0	0	1
GLCNACT3g	0	0	0	1
GLCNACT4g	0	0	0	1
GLCNACT5g	0	0	0	1
GLCRt1	0	0	0	1
GLCt1r	0	0	0	1
GLCt2_2	0	0	0	1
GLCt4	0	0	0	1
GLCURtly	0	0	0	1
GLCURtr	0	0	0	1
GLDBRAN	0	0	0	1
GLNASNGLNr	0	0	0	1
GLNASNGLNt	0	0	0	1
GLNHISHISr	0	0	0	1
GLNHISHISt	0	0	0	1
GLNHISLYSr	0	0	0	1
GLNHISLYSt	0	0	0	1
GLNLYSLYSr	0	0	0	1
GLNLYSLYSt	0	0	0	1
GLNLYSTRPr	0	0	0	1
GLNLYSTRPt	0	0	0	1
GLNt4	0	0	0	1
GLNtN1	0	0	0	1
GLNTRPGLUr	0	0	0	1
GLNTRPGLUt	0	0	0	1
GLNTYRLEUr	0	0	0	1
GLNTYRLEUt	0	0	0	1
GLUARGLEUr	0	0	0	1
GLUARGLEUt	0	0	0	1
GLUASNLEUr	0	0	0	1
GLUASNLEUt	0	0	0	1
GLUCYS	0	0	0	1
GLUDxm	0	0	0	1
GLUDym	0	0	0	1
GLUGLUr	0	0	0	1
GLUGLUt	0	0	0	1
GLUILELYSr	0	0	0	1
GLUILELYSt	0	0	0	1
GLULEUr	0	0	0	1
GLULEUt	0	0	0	1
GLUMETHISr	0	0	0	1
GLUMETHISt	0	0	0	1
GLUMETr	0	0	0	1
GLUMETt	0	0	0	1
GLUt2m	0	0	0	1
GLUt6	0	0	0	1
GLUt7l	0	0	0	1
GLUTHRLYSr	0	0	0	1
GLUTHRLYSt	0	0	0	1
GLUTHRr	0	0	0	1
GLUTHRt	0	0	0	1
GLUTRPALAr	0	0	0	1
GLUTRPALAt	0	0	0	1
GLYAMDTRc	0	0	0	1
GLYBt4_2_r	0	0	0	1
GLYC2P3Pc	0	0	0	1
GLYC2Pte	0	0	0	1
GLYC3tr	0	0	0	1
GLYCTDle	0	0	0	1
GLYGLYCNc	0	0	0	1
GLYHISASNr	0	0	0	1
GLYHISASNt	0	0	0	1
GLYHISLYSr	0	0	0	1
GLYHISLYSt	0	0	0	1
GLYLEUHYDROc	0	0	0	1
GLYLYSCYSr	0	0	0	1
GLYLYSCYSt	0	0	0	1
GLYLYSPHEr	0	0	0	1
GLYLYSPHEt	0	0	0	1
GLYPHEHYc	0	0	0	1
GLYSARCNc	0	0	0	1
GLYSARPEPT1tc	0	0	0	1
GLYSNAT5tc	0	0	0	1
GLYt2r	0	0	0	1
GLYt4	0	0	0	1
GLYt7_211_r	0	0	0	1
GLYt7_311_r	0	0	0	1
