SYMBOL	ENTREZID	Ctrl.1	Ctrl.2	Ctrl.3	Ctrl.4	Ctrl.5	Ctrl.6	Tissue (HPA)	Cell type (HPA)	Level (HPA)	Reliability (HPA)
SNRPC	6631	90.7916	98.2523	74.3279	74.7099	95.6979	106.333	cerebral-cortex	glial-cells	High	Supported
SNRPD1	6632	104.553	132.598	87.9578	90.5982	102.65	110.375	cerebral-cortex	glial-cells	Low	Supported
SNRPD2	6633	337.224	307.854	219.009	225.615	339.343	341.34	cerebral-cortex	glial-cells	High	Supported
SNRPD3	6634	120.738	133.91	98.4538	100.496	91.8921	85.299	cerebral-cortex	glial-cells	Medium	Supported
SNRPE	6635	36.0365	41.7994	45.1677	46.3993	61.1636	79.6699	NA	NA	NA	NA
SNRPEP2	414153	1.57886	2.06421	0.579996	3.20272	2.41242	1.37166	NA	NA	NA	NA
SNRPEP4	100130109	15.7886	17.752	14.4999	13.4514	13.4406	33.831	NA	NA	NA	NA
SNRPF	6636	25.6531	29.7011	18.3945	24.1105	28.4377	31.0246	NA	NA	NA	NA
SNRPFP1	170550	19.0536	19.9285	16.3319	12.8835	19.8708	27.5859	NA	NA	NA	NA
SNRPFP2	100874411	0	1.12035	0	2.60744	1.40288	0.620336	NA	NA	NA	NA
SNRPG	6637	48.9557	62.9191	51.213	52.7517	40.8983	44.5638	cerebral-cortex	glial-cells	Medium	Supported
SNRPGP1	326272	0	1.6369	3.44928	3.80912	2.7329	2.71916	NA	NA	NA	NA
SNRPGP10	100130289	118.474	148.225	207.14	266.486	142.069	137.221	NA	NA	NA	NA
SNRPGP12	100874427	8.93329	0.934345	9.18865	1.4497	3.11992	5.17346	NA	NA	NA	NA
SNRPGP14	100874434	0	0	1.20062	1.32595	3.56702	0	NA	NA	NA	NA
SNRPGP15	100130932	6.06428	9.45896	15.6857	9.57385	9.20856	9.70803	NA	NA	NA	NA
SNRPGP17	106481685	3.51974	0	1.29298	2.85592	0	1.01918	NA	NA	NA	NA
SNRPGP18	106480680	0	1.84067	5.17193	5.71184	1.53657	5.09589	NA	NA	NA	NA
SNRPGP2	100130003	11.8305	9.28027	8.69193	9.5993	4.51911	5.99489	NA	NA	NA	NA
SNRPGP3	100874407	4.37516	1.52535	1.07148	5.91669	2.54668	5.0675	NA	NA	NA	NA
SNRPGP4	100130368	0	0	1.04236	2.30237	1.23879	0.821629	NA	NA	NA	NA
SNRPN	6638	38.5306	42.6728	33.8232	87.1561	30.5505	23.8586	cerebral-cortex	glial-cells	Low	Approved
SNTA1	6640	10.954	8.80428	14.5869	12.6504	16.3161	11.8584	cerebral-cortex	glial-cells	Medium	Approved
SNTB1	6641	7.32127	4.0462	12.6734	6.79802	8.04674	3.31873	NA	NA	NA	NA
SNTB2	6645	8.94361	7.67997	9.91668	10.8977	7.90541	9.81737	NA	NA	NA	NA
SNTG1	54212	50.5085	62.015	74.9217	113.289	33.4191	34.6868	NA	NA	NA	NA
SNTG2	54221	0.14331	1.83965	0.344809	4.70091	0.194066	0.406442	cerebral-cortex	glial-cells	Medium	Approved
SNUPN	10073	21.2842	22.6197	12.5143	13.6343	19.5048	24.1093	cerebral-cortex	glial-cells	Medium	Approved
SNW1	22938	62.3829	68.8859	65.6647	58.1383	59.6094	47.1845	cerebral-cortex	glial-cells	High	Supported
SNX1	6642	20.3426	18.8351	18.8141	22.7716	19.9357	19.39	NA	NA	NA	NA
SNX10	29887	5.27867	5.94781	7.25092	3.52664	7.50084	8.41718	cerebral-cortex	glial-cells	Low	Approved
SNX11	29916	8.90033	7.47336	6.30091	6.34147	9.1148	7.59735	NA	NA	NA	NA
SNX12	29934	86.8312	74.1836	72.7563	58.7349	71.2493	70.9499	NA	NA	NA	NA
SNX13	23161	64.7456	53.0878	46.9465	45.907	51.5323	50.7863	NA	NA	NA	NA
SNX14	57231	84.0534	89.0217	88.07	91.4943	100.133	97.3527	cerebral-cortex	glial-cells	Low	Approved
SNX15	29907	38.5265	32.3443	20.553	28.3924	27.867	24.3344	cerebral-cortex	glial-cells	Medium	Approved
SNX16	64089	3.18469	4.36158	2.7409	5.86899	2.86284	3.15699	cerebral-cortex	glial-cells	Medium	Approved
SNX17	9784	72.276	56.3693	63.1925	51.8419	63.7727	66.2645	cerebral-cortex	glial-cells	Low	Supported
SNX18	112574	19.1113	17.3482	12.825	11.8594	12.0021	13.9016	NA	NA	NA	NA
SNX18P9	644576	0.210205	0.109928	0.308877	0.255841	0	0	NA	NA	NA	NA
SNX19	399979	28.1035	29.4014	34.3018	33.9685	24.4651	31.0901	NA	NA	NA	NA
SNX19P2	400094	0.0481052	0.125785	0.159044	0.0975817	0.157505	0.153223	NA	NA	NA	NA
SNX2	6643	81.2545	55.3815	65.3369	72.4569	36.0224	38.7905	NA	NA	NA	NA
SNX20	124460	0.139446	0.050834	0.00353731	0.100022	0.0645645	0.320532	NA	NA	NA	NA
SNX21	90203	30.1247	22.3298	26.4245	24.3873	21.3512	20.1707	NA	NA	NA	NA
SNX22	79856	1.1316	1.49961	1.83629	2.01467	1.59098	1.35828	NA	NA	NA	NA
SNX24	28966	17.2668	13.5203	19.1273	14.2982	20.4221	16.2113	NA	NA	NA	NA
SNX25	83891	9.31828	10.8828	8.40993	9.64536	11.5683	9.21845	NA	NA	NA	NA
SNX25P1	100419028	1.15795	0.825763	0.850753	1.02498	0.781248	1.52409	NA	NA	NA	NA
SNX27	81609	15.2426	15.2639	14.6407	13.3621	14.8287	20.3259	NA	NA	NA	NA
SNX29	92017	7.83056	6.54963	6.45425	9.70822	5.47947	6.86825	NA	NA	NA	NA
SNX3	8724	263.093	240.787	185.974	168.564	240.382	189.31	NA	NA	NA	NA
SNX30	401548	14.6815	18.8813	14.5373	19.575	15.046	19.7587	NA	NA	NA	NA
SNX31	169166	0.430819	0.192553	2.22239	1.88885	1.38874	2.08135	NA	NA	NA	NA
SNX32	254122	2.36897	2.5814	1.87871	3.44172	1.89473	2.32485	NA	NA	NA	NA
SNX33	257364	7.69721	6.52544	7.58327	7.95784	8.0081	5.57727	cerebral-cortex	glial-cells	Medium	Approved
SNX4	8723	65.8349	60.5991	56.1425	58.0366	66.7188	59.9948	NA	NA	NA	NA
SNX5	27131	86.4993	85.5686	85.0554	84.7693	70.4968	74.108	NA	NA	NA	NA
SNX5P1	100131940	0.158648	0.207415	0.291398	0.257454	0.207777	0.413443	NA	NA	NA	NA
SNX6	58533	84.5929	73.3299	51.5551	53.3997	69.45	73.3432	NA	NA	NA	NA
SNX6P1	126506	0.130265	0.613105	0.669942	1.79685	0.511813	1.13159	NA	NA	NA	NA
SNX7	51375	21.4471	21.3067	17.1415	14.7871	25.6183	18.7005	NA	NA	NA	NA
SNX8	29886	12.9336	10.7068	15.8326	16.679	17.4235	15.8093	NA	NA	NA	NA
SNX9	51429	11.7034	12.3998	10.5083	10.3025	12.476	11.5132	cerebral-cortex	glial-cells	Medium	Approved
SOAT1	6646	21.683	27.9272	16.2383	17.391	16.9059	24.8945	NA	NA	NA	NA
SOBP	55084	7.84768	10.5234	10.946	13.5145	8.83182	9.69866	NA	NA	NA	NA
SOCS1	8651	0.585619	1.0889	0.430257	0.475175	0.511315	0.339144	cerebral-cortex	glial-cells	Low	Approved
SOCS2	8835	124.034	104.138	77.3248	70.0593	41.3989	57.4929	cerebral-cortex	glial-cells	Medium	Approved
SOCS2-AS1	144481	8.52298	9.84272	6.1793	6.97095	3.55664	6.68967	NA	NA	NA	NA
SOCS3	9021	164.378	121.025	158.643	107.201	131.854	131.734	NA	NA	NA	NA
SOCS4	122809	29.8158	21.4031	27.3485	25.0464	20.873	18.3277	cerebral-cortex	glial-cells	Medium	Approved
SOCS5	9655	5.18826	5.09205	4.61158	6.37972	5.44203	4.76234	cerebral-cortex	glial-cells	Low	Approved
SOCS5P4	100132415	0.0976243	0.15316	0.107587	0.198031	0.106547	0.339218	NA	NA	NA	NA
SOCS6	9306	26.1994	22.3392	22.8561	21.3263	21.6512	17.5556	NA	NA	NA	NA
SOCS7	30837	0.0819529	0.269347	0.752639	0	0.104304	0.0421709	NA	NA	NA	NA
SOD1	6647	275.966	248.504	201.877	203.385	210.467	229.218	cerebral-cortex	glial-cells	Medium	Enhanced
SOD2	6648	60.907	60.5938	45.1136	71.1445	71.6025	48.6175	cerebral-cortex	glial-cells	Low	Supported
SOD2P1	100421046	0.184609	1.25505	0.949432	0.748962	0.564148	0.962461	NA	NA	NA	NA
SOD3	6649	0.251429	0.0262973	0	0	0.109763	0.10545	NA	NA	NA	NA
SOGA1	140710	3.62213	4.57054	8.65599	10.9317	5.25391	9.63021	cerebral-cortex	glial-cells	Low	Approved
SOHLH2	54937	0.442378	0.26528	0.226813	0.711328	0.363921	0.956847	NA	NA	NA	NA
SON	6651	112.405	127.901	185.144	224.876	136.673	210.224	cerebral-cortex	glial-cells	High	Supported
SORBS1	10580	145.278	102.106	98.0208	62.7851	122.52	112.091	cerebral-cortex	glial-cells	Low	Enhanced
SORBS2	8470	48.4146	30.7865	71.395	77.7467	32.6105	36.8248	NA	NA	NA	NA
SORBS3	10174	4.38943	7.8514	16.4793	15.2071	10.2332	6.14464	NA	NA	NA	NA
SORCS1	114815	6.62049	8.31603	13.5228	23.6992	6.3991	6.14459	cerebral-cortex	glial-cells	Medium	Approved
SORCS2	57537	6.07494	4.34412	12.4062	8.31581	16.8459	12.6795	NA	NA	NA	NA
SORCS3	22986	3.8954	2.8533	4.00323	1.55957	2.18772	3.8151	NA	NA	NA	NA
SORCS3-AS1	100505890	0.433076	0.194123	0.499992	0.401588	0.189059	0.465766	NA	NA	NA	NA
SORD	6652	6.33946	6.02924	5.2775	3.76764	5.52976	6.17203	NA	NA	NA	NA
SORL1	6653	4.18355	8.18632	6.85496	15.3888	5.8187	2.86862	NA	NA	NA	NA
SORT1	6272	77.4534	68.2708	68.4985	73.0983	54.7325	65.8572	cerebral-cortex	glial-cells	Medium	Enhanced
SOS1	6654	18.2048	16.2557	16.8972	26.1648	18.5875	22.7114	NA	NA	NA	NA
SOS1-IT1	100505911	2.76846	3.50644	3.13815	4.29623	2.49305	3.95903	NA	NA	NA	NA
SOS2	6655	23.5734	26.2597	22.6515	25.9345	22.5849	25.3079	cerebral-cortex	glial-cells	Medium	Approved
SOWAHC	65124	22.9715	13.6566	16.6903	9.81133	13.3864	16.3799	NA	NA	NA	NA
SOX1	6656	8.1512	11.2365	11.5139	15.4278	8.74728	5.22419	NA	NA	NA	NA
SOX10	6663	0.203165	0.247599	0.355326	0.96069	0.403675	0.413032	cerebral-cortex	glial-cells	Medium	Enhanced
SOX11	6664	58.8795	98.0193	68.2016	108.752	62.9785	82.7703	NA	NA	NA	NA
SOX12	6666	13.189	11.5019	14.8237	12.4264	13.0058	14.0837	NA	NA	NA	NA
SOX13	9580	1.65031	2.31806	1.15197	1.7481	5.42982	3.14723	NA	NA	NA	NA
SOX15	6665	0.756145	0.66546	1.30915	1.29388	0.789693	1.00791	NA	NA	NA	NA
SOX2	6657	450.099	347.201	395.106	335.855	398.063	243.155	cerebral-cortex	glial-cells	Medium	Enhanced
SOX2-OT	347689	19.3856	77.7308	33.4005	123.825	58.8963	35.2357	NA	NA	NA	NA
SOX21	11166	14.494	9.42553	21.1064	13.6384	23.2134	11.4263	NA	NA	NA	NA
SOX21-AS1	100507533	10.9891	6.87587	10.2786	8.11076	11.8002	7.28925	NA	NA	NA	NA
SOX3	6658	0.462441	0.390659	1.4113	0.721587	0.652235	0.762227	NA	NA	NA	NA
SOX4	6659	95.3124	142.192	83.2088	138.797	127.099	100.706	cerebral-cortex	glial-cells	Medium	Approved
SOX5	6660	75.7077	86.4859	115.426	104.104	73.8484	67.1599	NA	NA	NA	NA
SOX6	55553	138.639	113.6	104.741	120.19	94.9391	92.5069	NA	NA	NA	NA
SOX8	30812	11.8475	16.0445	10.384	15.672	14.0212	8.20042	NA	NA	NA	NA
SOX9	6662	43.5186	53.6813	78.3929	71.5922	38.9782	40.6196	cerebral-cortex	glial-cells	High	Enhanced
SOX9-AS1	400618	8.72748	7.00901	11.2826	8.70998	9.11771	8.10539	NA	NA	NA	NA
SP1	6667	23.9628	26.9314	28.0161	28.2359	24.04	28.0985	cerebral-cortex	glial-cells	Medium	Supported
SP100	6672	0.302877	0.97499	0.370119	2.18981	1.6785	0.342488	cerebral-cortex	glial-cells	Medium	Enhanced
SP110	3431	5.27876	6.93734	6.21948	8.01797	4.66255	3.67192	cerebral-cortex	glial-cells	Low	Approved
SP140	11262	0.5082	0.398188	0.915449	1.40035	0.692697	0.38409	NA	NA	NA	NA
SP140L	93349	0.464065	0.738358	0.111544	0.520656	0.721762	0.274878	NA	NA	NA	NA
SP2	6668	0.595077	0.658308	1.56385	1.33711	0.539553	0.729007	cerebral-cortex	glial-cells	Low	Supported
SP3	6670	67.2031	63.5628	61.0572	71.3047	59.9591	63.1466	cerebral-cortex	glial-cells	Low	Supported
SP4	6671	15.7445	19.6548	10.3999	13.7905	11.5036	11.017	NA	NA	NA	NA
SP5	389058	0	1.32187	0.133601	6.31052	4.88137	2.38267	NA	NA	NA	NA
SP7	121340	0.175438	0.209314	0.0176691	0.0195139	0.174162	0.0557152	NA	NA	NA	NA
SP8	221833	6.81445	11.8155	12.1493	10.9064	9.22423	9.32233	NA	NA	NA	NA
SP9	100131390	3.9608	12.1907	3.54346	18.174	7.49362	5.56141	NA	NA	NA	NA
SPA17	53340	41.8702	28.6215	23.0357	26.6558	34.0894	31.631	NA	NA	NA	NA
SPA17P1	171424	0	0.555485	0.390202	0	0	0	NA	NA	NA	NA
SPACA6P-AS	102238594	0.275413	0.264303	0.387397	0.458974	0.150904	0.42691	NA	NA	NA	NA
SPAG1	6674	13.8884	7.83927	15.7149	16.9507	10.9717	10.9694	NA	NA	NA	NA
SPAG16	79582	46.1741	37.4143	34.0701	35.6892	37.0558	38.7676	NA	NA	NA	NA
SPAG17	200162	0.993021	1.15928	1.85396	1.17996	1.45671	1.0554	NA	NA	NA	NA
SPAG4	6676	0.643756	0.651028	0.900424	1.57839	2.11467	0.625871	NA	NA	NA	NA
SPAG5	10615	40.6307	53.4263	47.324	50.6079	34.3551	41.1621	cerebral-cortex	glial-cells	Low	Approved
SPAG5-AS1	100506436	0.528316	0.591187	1.2946	1.73697	0.232392	0.975255	NA	NA	NA	NA
SPAG6	9576	0	0.100449	0.275901	4.39403	0.837972	0.112352	NA	NA	NA	NA
SPAG7	9552	56.1078	51.0305	49.7434	51.868	61.5421	57.3164	NA	NA	NA	NA
SPAG8	26206	11.0342	5.4216	9.04366	17.5579	10.8927	13.443	NA	NA	NA	NA
SPAG9	9043	589.627	623.742	547.803	545.728	611.506	646.534	cerebral-cortex	glial-cells	Low	Enhanced
SPARC	6678	1354.14	1342.59	925.419	802.793	1516.78	1174.13	NA	NA	NA	NA
SPARCL1	8404	165.494	777.656	270.193	555.576	551.238	372.596	NA	NA	NA	NA
SPAST	6683	21.0902	20.2791	14.7583	15.7157	18.4437	20.6125	NA	NA	NA	NA
SPATA1	100505741	2.44223	0.991085	1.37805	0.751175	1.00253	3.04886	NA	NA	NA	NA
SPATA12	353324	0.783132	0.236275	0.840926	0.562123	0.289285	0.313981	NA	NA	NA	NA
SPATA13	221178	53.1307	48.7172	68.6419	55.86	56.1341	36.0663	cerebral-cortex	glial-cells	Medium	Approved
SPATA13-AS1	100874231	0.861921	0.300498	0.633257	1.39887	0.250876	0.332861	NA	NA	NA	NA
SPATA17	128153	17.9351	5.83424	9.36947	11.9219	11.0483	21.4315	NA	NA	NA	NA
SPATA18	132671	5.72391	2.22768	8.41319	4.79576	5.1711	3.57146	NA	NA	NA	NA
SPATA2	9825	1.68739	1.89778	2.26656	1.19343	1.44919	1.23446	NA	NA	NA	NA
SPATA20	64847	12.1122	11.7264	23.3104	14.17	19.7239	16.0896	NA	NA	NA	NA
SPATA22	84690	0.182201	0.286254	0.134106	0.0556074	0.405876	1.60259	NA	NA	NA	NA
SPATA24	202051	12.6023	8.29465	8.06442	6.92606	8.93168	11.7848	NA	NA	NA	NA
SPATA25	128497	0.59925	0.752117	1.49692	0.680726	0.627857	1.11052	NA	NA	NA	NA
SPATA2L	124044	12.1573	6.53853	8.7125	6.59665	9.57716	8.2823	NA	NA	NA	NA
SPATA33	124045	30.2719	24.602	17.1435	20.3192	20.7059	22.8354	NA	NA	NA	NA
SPATA4	132851	0.137779	0.324041	0.166367	0.533352	0.410733	0.121631	NA	NA	NA	NA
SPATA42	642864	0.277727	0.145239	0	0.225348	0.121244	0.321676	NA	NA	NA	NA
SPATA5	166378	11.0902	12.3012	10.8651	11.2073	9.76149	13.0593	NA	NA	NA	NA
SPATA5L1	79029	65.0745	53.7083	34.3588	23.5463	23.0531	39.9977	NA	NA	NA	NA
SPATA6	54558	33.3914	20.6846	41.0717	32.6331	37.7866	33.7908	NA	NA	NA	NA
SPATA6L	55064	1.3339	0.648368	0.799746	2.64632	1.39333	0.670717	NA	NA	NA	NA
SPATA7	55812	20.4615	16.5529	17.6478	19.7554	20.8318	21.406	NA	NA	NA	NA
SPATA9	83890	0.13301	0.417352	0.0974834	0.508898	0.652843	0.394414	cerebral-cortex	glial-cells	Low	Approved
SPATC1L	84221	8.04748	8.24956	4.55909	6.50451	7.56919	5.91399	NA	NA	NA	NA
SPATS2	65244	24.5883	21.7296	13.4253	21.1797	22.2297	21.305	NA	NA	NA	NA
SPATS2L	26010	130.721	89.8316	103.839	92.0836	106.502	85.5564	NA	NA	NA	NA
SPC24	147841	18.6369	40.2288	38.3378	32.6009	23.784	24.5714	NA	NA	NA	NA
SPCS1	28972	56.1886	46.6767	44.6462	41.5889	53.9777	58.5689	NA	NA	NA	NA
SPCS2	9789	29.7882	36.9284	40.8622	36.6967	28.5513	33.4098	NA	NA	NA	NA
SPCS2P4	653566	6.80271	6.17121	6.83397	4.95649	7.63656	5.54759	NA	NA	NA	NA
SPCS3	60559	26.0868	28.2339	21.8542	22.251	26.8972	32.4379	NA	NA	NA	NA
SPDL1	54908	28.1118	32.7335	25.9308	29.6547	26.6589	31.4293	cerebral-cortex	glial-cells	Low	Enhanced
SPDYA	245711	0.775919	1.01725	1.85042	2.94562	1.53188	3.10234	NA	NA	NA	NA
SPDYE1	285955	0.175297	0.0426992	0.249955	0.494981	0.103764	0.412453	NA	NA	NA	NA
SPDYE3	441272	1.02058	0.931068	1.05273	0.671139	0.565388	0.853035	NA	NA	NA	NA
SPECC1	92521	194.618	140.874	138.708	96.8913	203.791	213.805	cerebral-cortex	glial-cells	Low	Enhanced
SPECC1L	23384	69.4973	66.8701	64.0508	63.4112	55.7329	58.661	NA	NA	NA	NA
SPECC1L-ADORA2A	101730217	0.292569	0.80013	0.282467	0.195607	0.44109	0	NA	NA	NA	NA
SPEF1	25876	10.1792	3.2595	5.47784	10.2445	7.07083	8.56774	NA	NA	NA	NA
SPEF2	79925	11.3193	9.61103	11.1915	14.9998	9.29359	10.8709	NA	NA	NA	NA
SPEG	10290	23.0086	16.812	30.1776	22.2275	27.2368	16.6778	NA	NA	NA	NA
SPEN	23013	7.87127	10.0653	13.9154	19.5546	10.432	12.5816	cerebral-cortex	glial-cells	High	Supported
SPESP1	246777	0	0.111306	0	0.128744	0.153874	0.3658	NA	NA	NA	NA
SPG11	80208	85.2494	78.4738	79.9089	68.4704	65.6242	72.0868	cerebral-cortex	glial-cells	Low	Approved
SPG21	51324	40.7419	37.9463	29.6273	23.8506	32.3392	42.8157	cerebral-cortex	glial-cells	Low	Approved
SPG7	6687	77.8731	64.8512	88.4393	92.8828	63.6151	78.4712	NA	NA	NA	NA
SPHK1	8877	4.153	15.6139	3.10747	8.63717	5.40799	7.10815	NA	NA	NA	NA
SPHK2	56848	9.7442	9.39273	10.9511	12.2188	11.1071	9.8233	NA	NA	NA	NA
SPHKAP	80309	0.161436	0.379912	0.520819	0.314304	0.215832	0.531738	NA	NA	NA	NA
SPIB	6689	0.0556756	0.262563	0.12272	0.478067	0.134988	0.0967288	NA	NA	NA	NA
SPICE1	152185	21.6198	19.691	16.8712	16.7965	19.1745	19.9462	NA	NA	NA	NA
SPIDR	23514	34.6468	44.0848	46.3646	46.4236	33.7774	26.0061	cerebral-cortex	glial-cells	High	Approved
SPIN1	10927	75.8024	72.0178	58.8155	62.6108	61.9805	68.8033	NA	NA	NA	NA
SPIN2A	54466	0.148584	0.106181	0.243001	0.0953873	0.122746	0.206611	NA	NA	NA	NA
SPIN2B	474343	5.69963	6.66657	4.30418	4.608	5.56693	3.89493	NA	NA	NA	NA
SPIN3	169981	7.0665	6.33805	6.92248	6.69251	7.13865	5.89612	NA	NA	NA	NA
SPINK1	6690	0	0.102207	0	0.164329	0.29162	0	NA	NA	NA	NA
SPINK13	153218	0.284963	0.226323	0.158981	0.117546	0.035431	0.25063	NA	NA	NA	NA
SPINK5	11005	2.74456	0.383663	6.51089	3.59552	0.0353043	0.0866721	NA	NA	NA	NA
SPINK7	84651	1.25864	0.165886	0.13747	0.158872	0.0284063	0.803981	NA	NA	NA	NA
SPINK9	643394	0.330728	0	0.194326	0.268354	0	0.153175	NA	NA	NA	NA
SPINT1	6692	0	0	0.132297	0.11675	0.196516	0.0743547	NA	NA	NA	NA
SPINT2	10653	1.28664	0.857844	1.61428	5.25259	7.78667	1.94131	cerebral-cortex	glial-cells	Low	Approved
SPIRE1	56907	149.32	103.143	109.777	92.9776	99.1745	143.079	NA	NA	NA	NA
SPIRE2	84501	4.49894	4.51409	5.9758	5.73241	5.47739	7.24697	NA	NA	NA	NA
SPNS1	83985	15.2449	13.3509	12.8086	11.3736	16.2284	14.4667	cerebral-cortex	glial-cells	Low	Enhanced
SPNS2	124976	0.27441	1.08954	0.289281	0.812707	0.707942	1.1148	NA	NA	NA	NA
SPOCD1	90853	0.205471	0.348274	0.503547	0.234122	0.40003	0.451931	NA	NA	NA	NA
SPOCK1	6695	14.0964	17.3711	15.3136	16.9392	18.7338	25.1831	NA	NA	NA	NA
SPOCK2	9806	47.4388	31.5791	58.0823	31.3434	83.8324	48.2524	cerebral-cortex	glial-cells	Medium	Enhanced
SPON1	10418	0.341154	0.416287	0.302865	0.230677	0.0930827	0.148177	NA	NA	NA	NA
SPON2	10417	7.60257	5.81164	4.8086	4.22912	9.62299	4.31003	NA	NA	NA	NA
SPOP	8405	42.6617	39.3294	33.5919	31.3022	35.6241	41.9215	NA	NA	NA	NA
SPOPL	339745	5.13066	6.78392	4.14226	6.0637	5.82277	5.36657	NA	NA	NA	NA
SPP1	6696	0.273769	1.83275	1.09153	2.85989	0.18639	0.605525	NA	NA	NA	NA
SPPL2A	84888	38.0964	36.1672	38.9105	34.8587	37.9648	41.1333	NA	NA	NA	NA
SPPL2B	56928	22.0084	22.5756	28.8036	31.6795	26.7013	22.3899	cerebral-cortex	glial-cells	High	Approved
SPPL3	121665	13.0227	12.336	18.9181	18.3258	24.5795	18.0466	NA	NA	NA	NA
SPR	6697	2.38391	3.51443	1.99027	3.98054	1.54653	1.0379	NA	NA	NA	NA
SPRED1	161742	12.9126	19.9607	15.2096	18.7177	21.405	13.4832	cerebral-cortex	glial-cells	Medium	Approved
SPRED2	200734	3.10277	3.56524	5.91512	5.03056	4.81992	2.89328	cerebral-cortex	glial-cells	Low	Approved
SPRED3	399473	0.738727	0.87548	0.740067	0.988588	1.10332	0.835271	NA	NA	NA	NA
SPRN	503542	4.31421	4.058	10.174	6.17913	7.31158	3.33272	NA	NA	NA	NA
SPRTN	83932	17.0452	18.2217	16.5973	15.0588	19.0982	29.8778	NA	NA	NA	NA
SPRY1	10252	7.01955	10.982	13.2458	13.9803	23.871	9.60438	NA	NA	NA	NA
SPRY2	10253	17.9339	18.0221	22.6635	22.9225	33.9108	15.9633	cerebral-cortex	glial-cells	Low	Approved
SPRY3	10251	0.309773	0.43858	0.682775	0.888923	0.527742	0.818222	NA	NA	NA	NA
SPRY4	81848	0.937822	1.69235	2.06541	3.70361	1.55221	0.952718	NA	NA	NA	NA
SPRYD3	84926	5.53645	6.82372	4.13097	4.28246	5.91219	5.9271	cerebral-cortex	glial-cells	Medium	Enhanced
SPRYD4	283377	2.34948	2.65837	2.53512	3.66848	2.20413	2.66034	NA	NA	NA	NA
SPRYD7	57213	2.94579	5.47905	3.31188	4.65487	2.92579	3.77033	cerebral-cortex	glial-cells	Low	Approved
SPSB1	80176	2.46182	3.4139	1.72736	1.93677	1.48474	2.3695	NA	NA	NA	NA
SPSB3	90864	24.5303	23.7579	21.9187	25.9073	25.6425	20.6262	NA	NA	NA	NA
SPSB4	92369	7.81112	8.31771	8.70148	7.30955	7.85921	7.89803	NA	NA	NA	NA
SPTAN1	6709	240.943	204.977	318.287	287.639	248.12	264.628	cerebral-cortex	glial-cells	Low	Enhanced
SPTB	6710	0.2222	0.507235	0.799139	0.852566	0.725839	0.221556	NA	NA	NA	NA
SPTBN1	6711	152.274	142.466	153.899	135.22	154.105	121.375	cerebral-cortex	glial-cells	Low	Supported
SPTBN2	6712	21.3829	22.5507	21.242	25.4851	19.385	20.2031	NA	NA	NA	NA
SPTBN4	57731	2.11552	0.910376	1.71068	1.73967	2.32875	1.81211	NA	NA	NA	NA
SPTBN5	51332	0.306374	0.368757	0.732728	1.38569	0.46717	0.511818	NA	NA	NA	NA
SPTLC1	10558	71.7109	55.011	51.0496	42.1063	55.6539	51.4348	cerebral-cortex	glial-cells	Medium	Supported
SPTLC1P1	100874511	2.86359	0	1.4026	1.54902	0.834	1.65837	NA	NA	NA	NA
SPTLC1P2	100874498	0	18.8859	26.5329	9.76757	5.25523	13.9428	NA	NA	NA	NA
SPTLC2	9517	17.0182	13.6803	12.4023	14.5325	11.511	10.1069	NA	NA	NA	NA
SPTLC3	55304	0.150002	1.07699	0.464634	0.589989	2.17114	0.414846	NA	NA	NA	NA
SPTSSA	171546	10.9664	8.49422	8.83615	8.6883	10.3089	8.6276	NA	NA	NA	NA
SPTSSB	165679	1.37277	0.396208	1.09971	0.447086	1.6117	1.42502	NA	NA	NA	NA
SPTY2D1	144108	19.902	22.156	15.8613	17.2007	18.3238	14.6866	cerebral-cortex	glial-cells	High	Approved
SQLE	6713	72.4634	65.7337	51.3102	66.8059	76.8806	60.4001	cerebral-cortex	glial-cells	Low	Enhanced
SQSTM1	8878	99.4576	83.2578	65.3458	71.5713	87.8786	90.7103	NA	NA	NA	NA
SRA1	10011	27.4211	25.6474	28.1647	29.326	28.7708	26.2592	cerebral-cortex	glial-cells	Medium	Approved
SRBD1	55133	14.0028	14.207	11.3376	10.551	11.3825	11.0297	NA	NA	NA	NA
SRC	6714	14.9585	13.3965	15.5717	20.0923	16.0547	11.6888	NA	NA	NA	NA
SRCAP	10847	5.69528	6.14919	11.7229	17.1098	5.38947	10.9895	NA	NA	NA	NA
SRCIN1	80725	1.80045	2.97306	2.67721	2.67601	2.45667	2.35864	NA	NA	NA	NA
SRD5A1	6715	16.1852	9.93319	15.8416	8.11943	20.0512	15.5888	NA	NA	NA	NA
SRD5A1P1	6719	4.89803	3.45499	3.68229	1.94092	7.65799	5.34327	NA	NA	NA	NA
SRD5A3	79644	3.92348	3.95146	5.94072	4.67541	7.78988	6.71311	NA	NA	NA	NA
SRD5A3-AS1	100506462	0.87803	0.72082	1.20273	0.437128	1.31054	1.10919	NA	NA	NA	NA
SREBF1	6720	26.017	27.8433	36.9796	40.288	35.6332	32.5689	NA	NA	NA	NA
SREBF2	6721	55.8709	55.3454	48.8529	47.9809	61.3345	61.9297	cerebral-cortex	glial-cells	Medium	Approved
SREK1	140890	75.3457	68.8924	88.8827	85.4099	65.1766	71.3362	cerebral-cortex	glial-cells	Medium	Enhanced
SREK1IP1	285672	15.0754	12.8861	13.454	13.6203	10.0537	10.5273	NA	NA	NA	NA
