	SYMBOL	ENTREZID	BD_NR.Veh.R1	BD_NR.Veh.R2
SMIM14	SMIM14	201895	5.67044	13.7087
SMIM15	SMIM15	643155	24.4423	28.4177
SMIM17	SMIM17	147670	0.806939	0.923729
SMIM18	SMIM18	100507341	0.230299	0.180727
SMIM19	SMIM19	114926	44.7134	26.9631
SMIM2-AS1	SMIM2-AS1	101929212	0	0.415984
SMIM20	SMIM20	389203	40.7934	26.4861
SMIM22	SMIM22	440335	0	0.230699
SMIM4	SMIM4	440957	24.1447	16.0057
SMIM5	SMIM5	643008	1.26624	0.246051
SMIM7	SMIM7	79086	75.8941	54.8443
SMIM8	SMIM8	57150	6.4057	5.72301
SMKR1	SMKR1	100287482	0.19537	0.663096
SMN1	SMN1	6606	0.368769	0.160742
SMN2	SMN2	6607	14.2819	10.6078
SMNDC1	SMNDC1	10285	17.0474	22.8048
SMO	SMO	6608	32.6895	33.9671
SMOC1	SMOC1	64093	3.74294	2.05562
SMOC2	SMOC2	64094	25.623	6.83131
SMOX	SMOX	54498	12.5989	11.0984
SMPD1	SMPD1	6609	15.5486	13.3046
SMPD2	SMPD2	6610	5.27224	3.79347
SMPD3	SMPD3	55512	0.740127	0.677296
SMPD4	SMPD4	55627	21.8143	33.7077
SMPDL3A	SMPDL3A	10924	7.19442	4.97895
SMS	SMS	6611	58.7606	76.2207
SMTN	SMTN	6525	16.4465	16.8776
SMTNL1	SMTNL1	219537	8.74348	0.976591
SMTNL2	SMTNL2	342527	5.24346	1.67673
SMU1	SMU1	55234	36.9964	35.499
SMUG1	SMUG1	23583	23.0566	20.3363
SMURF1	SMURF1	57154	5.46936	9.47652
SMURF2	SMURF2	64750	0.564945	0.167362
SMYD2	SMYD2	56950	23.1616	27.2604
SMYD3	SMYD3	64754	24.813	18.4499
SMYD4	SMYD4	114826	4.81995	6.80858
SMYD5	SMYD5	10322	14.9202	15.0965
SNAI1	SNAI1	6615	15.529	5.94181
SNAI1P1	SNAI1P1	10415	0	0
SNAI2	SNAI2	6591	48.0504	40.1653
SNAI3	SNAI3	333929	1.5748	1.4552
SNAI3-AS1	SNAI3-AS1	197187	8.34649	6.89734
SNAP23	SNAP23	8773	38.2646	42.02
SNAP25	SNAP25	6616	4.61278	3.97102
SNAP25-AS1	SNAP25-AS1	100131208	0.141647	0.435639
SNAP29	SNAP29	9342	14.1425	18.3993
SNAP47	SNAP47	116841	24.7373	22.8034
SNAP91	SNAP91	9892	0.704583	0.666072
SNAPC1	SNAPC1	6617	11.4791	5.91076
SNAPC2	SNAPC2	6618	18.3712	13.3861
SNAPC3	SNAPC3	6619	15.2246	15.644
SNAPC4	SNAPC4	6621	3.46915	3.92564
SNAPC5	SNAPC5	10302	27.9717	18.6925
SNAPIN	SNAPIN	23557	49.7908	39.6057
SNCA	SNCA	6622	39.0817	15.9488
SNCAIP	SNCAIP	9627	6.99373	18.1729
SNCB	SNCB	6620	0	0.248024
SNCG	SNCG	6623	5.09643	24.3571
SND1	SND1	27044	97.6815	97.646
SNED1	SNED1	25992	0.667162	1.35663
SNF8	SNF8	11267	112.739	89.4705
SNHG1	SNHG1	23642	143.04	109.364
SNHG10	SNHG10	283596	10.6538	5.86721
SNHG11	SNHG11	128439	16.917	13.167
SNHG12	SNHG12	85028	9.12128	15.842
SNHG14	SNHG14	104472715	128.84	78.4403
SNHG15	SNHG15	285958	26.4448	14.2636
SNHG16	SNHG16	100507246	51.3913	44.9754
SNHG17	SNHG17	388796	18.7653	14.5645
SNHG18	SNHG18	100505806	16.331	9.22895
SNHG3	SNHG3	8420	35.0272	28.9612
SNHG5	SNHG5	387066	631.618	360.771
SNHG6	SNHG6	641638	257.063	128.966
SNHG7	SNHG7	84973	58.4457	30.5201
SNHG8	SNHG8	100093630	115.539	51.962
SNHG9	SNHG9	735301	23.9078	11.3925
SNIP1	SNIP1	79753	6.05124	5.91709
SNN	SNN	8303	32.9243	23.0464
SNORA53	SNORA53	677832	2.09945	4.17932
SNORA73B	SNORA73B	26768	3.70868	3.45034
SNORD109A	SNORD109A	338428	1.68724	5.34151
SNORD116-20	SNORD116-20	100033431	5.68554	9.52251
SNORD17	SNORD17	692086	0.799273	2.76611
SNORD3A	SNORD3A	780851	10.1391	2.78346
SNORD3B-1	SNORD3B-1	26851	3.02727	0.32782
SNORD3B-2	SNORD3B-2	780852	0.219455	0.0863577
SNORD3C	SNORD3C	780853	0	6.5455
SNORD3D	SNORD3D	780854	0.610192	0.480769
SNORD97	SNORD97	692223	9.93483	20.0322
SNPH	SNPH	9751	7.44951	5.78459
SNRK	SNRK	54861	6.52031	10.1422
SNRK-AS1	SNRK-AS1	100873954	0.133457	0.110602
SNRNP200	SNRNP200	23020	83.5901	76.7923
SNRNP25	SNRNP25	79622	49.2109	42.2321
SNRNP27	SNRNP27	11017	48.5425	34.4391
SNRNP35	SNRNP35	11066	24.5771	17.9006
SNRNP40	SNRNP40	9410	57.399	52.2267
SNRNP48	SNRNP48	154007	11.2305	13.8306
SNRNP70	SNRNP70	6625	194.094	126.355
SNRPA	SNRPA	6626	67.9488	57.526
SNRPA1	SNRPA1	6627	71.1204	56.9253
SNRPB	SNRPB	6628	229.791	202.019
SNRPB2	SNRPB2	6629	117.018	59.5241
SNRPC	SNRPC	6631	187.649	118.731
SNRPD1	SNRPD1	6632	106.527	61.3824
SNRPD2	SNRPD2	6633	700.085	427.038
SNRPD3	SNRPD3	6634	136.849	108.372
SNRPE	SNRPE	6635	370.269	180.124
SNRPEP2	SNRPEP2	414153	5.28527	0.878214
SNRPEP4	SNRPEP4	100130109	141.644	57.5194
SNRPF	SNRPF	6636	77.3513	44.4047
SNRPFP1	SNRPFP1	170550	44.7798	23.6552
SNRPG	SNRPG	6637	167.315	108.679
SNRPGP10	SNRPGP10	100130289	81.1112	67.6396
SNRPGP15	SNRPGP15	100130932	18.215	17.2672
SNRPGP2	SNRPGP2	100130003	10.0118	2.40966
SNRPN	SNRPN	6638	84.9598	50.7964
SNTA1	SNTA1	6640	9.1422	4.83481
SNTB1	SNTB1	6641	29.6209	9.46849
SNTB2	SNTB2	6645	6.18818	5.84675
SNTG1	SNTG1	54212	0.729273	0.454679
SNTG2	SNTG2	54221	0.847549	0.52574
SNUPN	SNUPN	10073	23.3858	22.3247
SNW1	SNW1	22938	63.9904	44.0175
SNX1	SNX1	6642	43.579	51.9843
SNX10	SNX10	29887	0.648606	0.845598
SNX11	SNX11	29916	11.1347	11.1075
SNX12	SNX12	29934	22.5948	24.5687
SNX13	SNX13	23161	8.85053	10.3775
SNX14	SNX14	57231	47.6587	43.7451
SNX15	SNX15	29907	16.0843	16.8512
SNX16	SNX16	64089	6.91694	6.79412
SNX17	SNX17	9784	81.8188	62.5822
SNX18	SNX18	112574	29.2093	11.2367
SNX18P15	SNX18P15	100419019	0	0
SNX18P16	SNX18P16	100419020	1.21699	0.120199
SNX18P3	SNX18P3	100418975	0.247659	0.0553246
SNX18P4	SNX18P4	100418976	0	0
SNX18P9	SNX18P9	644576	0	0
SNX19	SNX19	399979	12.8507	17.9961
SNX2	SNX2	6643	33.3378	40.9618
SNX21	SNX21	90203	11.1014	10.7097
SNX22	SNX22	79856	1.64721	3.31423
SNX24	SNX24	28966	5.81222	10.7087
SNX25	SNX25	83891	4.82839	5.1849
SNX25P1	SNX25P1	100419028	0.255404	0.534845
SNX27	SNX27	81609	9.27243	8.83566
SNX29	SNX29	92017	3.81901	4.21987
SNX3	SNX3	8724	140.201	118.602
SNX30	SNX30	401548	3.40949	4.28227
SNX32	SNX32	254122	1.29929	1.90229
SNX33	SNX33	257364	7.31499	9.33521
SNX4	SNX4	8723	23.08	20.8235
SNX5	SNX5	27131	105.657	86.2844
SNX6	SNX6	58533	57.6148	68.6749
SNX6P1	SNX6P1	126506	0.213002	0.417002
SNX7	SNX7	51375	13.7685	15.1129
SNX8	SNX8	29886	7.89797	5.79285
SNX9	SNX9	51429	10.261	14.0213
SOAT1	SOAT1	6646	6.90374	17.9697
SOBP	SOBP	55084	6.06085	7.6639
SOCS1	SOCS1	8651	5.53274	4.7909
SOCS2	SOCS2	8835	10.0566	10.3083
SOCS2-AS1	SOCS2-AS1	144481	1.89086	1.06101
SOCS3	SOCS3	9021	8.68918	8.48632
SOCS4	SOCS4	122809	6.3379	10.615
SOCS5	SOCS5	9655	9.93477	10.5072
SOCS5P4	SOCS5P4	100132415	0.0801715	0.125418
SOCS6	SOCS6	9306	6.46994	10.7662
SOCS7	SOCS7	30837	0.0300175	0.0263631
SOD1	SOD1	6647	192.752	174.344
SOD2	SOD2	6648	33.8183	35.5156
SOD3	SOD3	6649	0.61919	0.452222
SOGA1	SOGA1	140710	6.84977	10.2561
SOHLH2	SOHLH2	54937	20.1125	5.75098
SON	SON	6651	182.265	130.578
SORBS1	SORBS1	10580	5.2716	9.74697
SORBS2	SORBS2	8470	10.9901	16.8555
SORBS3	SORBS3	10174	37.667	60.319
SORCS1	SORCS1	114815	0.414568	0.893106
SORCS2	SORCS2	57537	2.48223	4.44434
SORCS3	SORCS3	22986	0.61677	0.263859
SORD	SORD	6652	8.43953	13.6279
SORL1	SORL1	6653	1.80855	2.75746
SORT1	SORT1	6272	14.7171	19.0841
SOS1	SOS1	6654	9.0445	15.7101
SOS1-IT1	SOS1-IT1	100505911	3.14998	2.22041
SOS2	SOS2	6655	13.2609	10.8952
SOSTDC1	SOSTDC1	25928	2.59778	1.97926
SOWAHB	SOWAHB	345079	1.13403	1.73933
SOWAHC	SOWAHC	65124	4.65174	4.76216
SOWAHD	SOWAHD	347454	0.0788603	0.0616801
SOX1	SOX1	6656	1.05952	2.0506
SOX10	SOX10	6663	0.284524	0.145476
SOX11	SOX11	6664	26.7542	30.9329
SOX12	SOX12	6666	37.3461	36.6986
SOX13	SOX13	9580	5.0767	8.01074
SOX15	SOX15	6665	1.29299	0.966481
SOX2	SOX2	6657	13.4962	22.6532
SOX2-OT	SOX2-OT	347689	2.503	7.29822
SOX21	SOX21	11166	2.6277	5.74681
SOX21-AS1	SOX21-AS1	100507533	0.928875	1.57578
SOX3	SOX3	6658	0.70366	2.10785
SOX30	SOX30	11063	0.122105	0.145279
SOX4	SOX4	6659	80.9344	56.5113
SOX5	SOX5	6660	0.791017	2.05021
SOX6	SOX6	55553	8.81812	2.34209
SOX7	SOX7	83595	0.402187	0.371071
SOX8	SOX8	30812	89.3658	26.3399
SOX9	SOX9	6662	5.39405	11.7989
SOX9-AS1	SOX9-AS1	400618	0.623639	0.564329
SP1	SP1	6667	13.251	18.4567
SP100	SP100	6672	3.30305	8.60495
SP110	SP110	3431	3.56441	5.41462
SP140	SP140	11262	0.236972	0.0726543
SP140L	SP140L	93349	3.09917	5.499
SP2	SP2	6668	7.4774	6.65074
SP3	SP3	6670	47.1496	43.9404
SP4	SP4	6671	4.64499	4.31012
SP5	SP5	389058	0.779189	0.365683
SP8	SP8	221833	0.0772625	0.483432
SP9	SP9	100131390	0.795074	0.2557
SPA17	SPA17	53340	14.142	11.8696
SPACA4	SPACA4	171169	0.140679	0.165497
SPACA6P-AS	SPACA6P-AS	102238594	0.382288	0.469498
SPAG1	SPAG1	6674	0.388926	0.730555
SPAG16	SPAG16	79582	21.8841	15.5335
SPAG17	SPAG17	200162	0.379659	0.256139
SPAG4	SPAG4	6676	0	0.78892
SPAG5	SPAG5	10615	51.2875	45.6641
SPAG5-AS1	SPAG5-AS1	100506436	1.79429	2.16993
SPAG6	SPAG6	9576	5.23546	0.309568
SPAG7	SPAG7	9552	87.6362	64.3994
SPAG8	SPAG8	26206	1.06544	0.368557
SPAG9	SPAG9	9043	23.1883	40.7369
SPARC	SPARC	6678	1352.25	1828.2
SPARCL1	SPARCL1	8404	44.4523	31.5227
SPAST	SPAST	6683	7.59734	9.82965
SPATA1	SPATA1	100505741	0.886419	0.862962
SPATA13	SPATA13	221178	1.78167	2.98245
SPATA17	SPATA17	128153	1.40946	1.20133
SPATA18	SPATA18	132671	1.44133	2.64674
SPATA2	SPATA2	9825	2.75868	3.86972
SPATA20	SPATA20	64847	26.4594	25.1503
SPATA24	SPATA24	202051	8.24127	3.15704
SPATA25	SPATA25	128497	0.386187	0.758949
SPATA2L	SPATA2L	124044	4.49685	3.81723
SPATA33	SPATA33	124045	5.85373	7.61611
SPATA4	SPATA4	132851	0.113251	0.145151
SPATA5	SPATA5	166378	1.37337	2.13422
SPATA5L1	SPATA5L1	79029	11.9277	8.81391
SPATA6	SPATA6	54558	3.83785	5.70388
SPATA6L	SPATA6L	55064	0.267101	0.248347
SPATA7	SPATA7	55812	8.19472	5.78204
SPATA9	SPATA9	83890	4.7769	0.502983
SPATC1L	SPATC1L	84221	14.7214	10.4777
SPATS2	SPATS2	65244	27.8547	27.7581
SPATS2L	SPATS2L	26010	175.96	106.592
SPC24	SPC24	147841	24.6168	20.1745
SPC25	SPC25	57405	0.71011	0.666954
SPCS1	SPCS1	28972	137.512	109.336
SPCS2	SPCS2	9789	79.0128	103.082
SPCS2P4	SPCS2P4	653566	13.781	15.5137
SPCS3	SPCS3	60559	45.4984	57.0144
SPDL1	SPDL1	54908	23.4434	36.384
SPDYA	SPDYA	245711	2.7361	1.84481
SPDYE1	SPDYE1	285955	0.202354	0.245831
SPDYE2	SPDYE2	441273	0.470661	0.380059
SPDYE2B	SPDYE2B	100310812	0.427254	0.28973
SPDYE3	SPDYE3	441272	2.13154	1.56355
SPDYE6	SPDYE6	729597	0.0758274	0.24037
SPECC1	SPECC1	92521	20.5839	18.6898
SPECC1L	SPECC1L	23384	15.5822	23.9679
SPEF1	SPEF1	25876	0.158736	0.335635
SPEF2	SPEF2	79925	2.55448	2.40835
SPEG	SPEG	10290	59.9962	20.7811
SPEM1	SPEM1	374768	0.0693715	0.108808
SPEN	SPEN	23013	9.57302	16.4145
SPG11	SPG11	80208	23.4061	18.9817
SPG21	SPG21	51324	114.897	58.2244
SPG7	SPG7	6687	46.1184	45.8715
SPHK1	SPHK1	8877	6.62737	3.41704
SPHK2	SPHK2	56848	13.9044	16.5995
SPIB	SPIB	6689	1.57282	0.311046
SPICE1	SPICE1	152185	2.33729	4.35003
SPIDR	SPIDR	23514	29.6309	20.9192
SPIN1	SPIN1	10927	47.9533	64.0771
SPIN2A	SPIN2A	54466	1.10464	1.02635
SPIN2B	SPIN2B	474343	8.12485	3.56942
SPIN3	SPIN3	169981	2.44652	3.80952
SPINT1	SPINT1	6692	0.232303	0.453899
SPINT2	SPINT2	10653	1.6602	1.75713
SPIRE1	SPIRE1	56907	6.50743	8.07988
SPIRE2	SPIRE2	84501	6.54293	8.32172
SPNS1	SPNS1	83985	25.9086	23.1577
SPNS2	SPNS2	124976	0.239317	0.305816
SPOCD1	SPOCD1	90853	0.0315884	0.422456
SPOCK1	SPOCK1	6695	11.6253	19.9218
SPOCK2	SPOCK2	9806	0.400005	0.292443
SPOCK3	SPOCK3	50859	1.54149	1.4942
SPON1	SPON1	10418	0.0117842	0.0367802
SPON2	SPON2	10417	25.5824	65.3871
SPOP	SPOP	8405	30.1208	33.2562
SPOPL	SPOPL	339745	5.30235	7.20112
SPP1	SPP1	6696	4.34866	34.9393
SPPL2A	SPPL2A	84888	12.6262	18.5553
SPPL2B	SPPL2B	56928	36.4208	32.8978
SPPL3	SPPL3	121665	19.7962	28.4908
SPR	SPR	6697	3.97509	4.44763
SPRED1	SPRED1	161742	8.05392	17.9247
SPRED2	SPRED2	200734	23.5069	47.0804
SPRED3	SPRED3	399473	0.657248	1.17693
SPRN	SPRN	503542	4.06442	3.67182
SPRTN	SPRTN	83932	6.34834	7.14248
SPRY1	SPRY1	10252	83.738	96.6165
SPRY2	SPRY2	10253	67.9517	85.8559
SPRY3	SPRY3	10251	0.508321	0.895624
SPRY4	SPRY4	81848	7.44559	40.575
SPRYD3	SPRYD3	84926	4.16437	5.12706
SPRYD4	SPRYD4	283377	7.63132	4.54022
SPRYD7	SPRYD7	57213	4.98308	3.82978
SPSB1	SPSB1	80176	2.01152	7.50622
SPSB3	SPSB3	90864	21.1696	20.3257
SPSB4	SPSB4	92369	14.0976	12.995
SPTAN1	SPTAN1	6709	60.3777	57.1036
SPTB	SPTB	6710	5.46002	2.5792
SPTBN1	SPTBN1	6711	86.494	77.8173
SPTBN2	SPTBN2	6712	5.0014	6.99951
SPTBN4	SPTBN4	57731	0.71193	0.427077
SPTBN5	SPTBN5	51332	0.732853	1.1106
SPTLC1	SPTLC1	10558	20.9937	33.0203
SPTLC1P1	SPTLC1P1	100874511	5.58876	8.37272
SPTLC2	SPTLC2	9517	4.35379	6.33514
SPTLC3	SPTLC3	55304	0.599821	2.13877
SPTSSA	SPTSSA	171546	16.2232	17.96
SPTSSB	SPTSSB	165679	0.0569654	0.0603565
SPTY2D1	SPTY2D1	144108	6.47388	8.19277
SQLE	SQLE	6713	97.3868	95.0951
SQSTM1	SQSTM1	8878	55.1122	86.4517
SRA1	SRA1	10011	36.7154	32.6174
SRBD1	SRBD1	55133	8.27021	9.18504
SRC	SRC	6714	11.2434	18.6075
SRCAP	SRCAP	10847	10.0668	17.5869
SRCIN1	SRCIN1	80725	0.223989	0.617652
SRD5A1	SRD5A1	6715	8.59115	11.5991
SRD5A1P1	SRD5A1P1	6719	0.0919065	0
SRD5A3	SRD5A3	79644	4.83573	7.4232
SRD5A3-AS1	SRD5A3-AS1	100506462	0.866929	0.628441
SREBF1	SREBF1	6720	24.1948	38.6818
SREBF2	SREBF2	6721	83.3324	78.4719
SREK1	SREK1	140890	52.4785	55.1421
SREK1IP1	SREK1IP1	285672	14.4768	8.00092
SRF	SRF	6722	23.9075	15.3013
SRFBP1	SRFBP1	153443	4.63282	4.16867
SRGAP1	SRGAP1	57522	7.54863	4.5132
SRGAP2	SRGAP2	23380	2.70251	2.09796
SRGAP3	SRGAP3	9901	5.14893	6.95002
SRGAP3-AS3	SRGAP3-AS3	100288831	0.14423	0
SRI	SRI	6717	90.8836	92.8972
SRM	SRM	6723	47.8811	51.186
SRP14	SRP14	6727	363.799	252.633
SRP14-AS1	SRP14-AS1	100131089	4.10274	2.3955
SRP19	SRP19	6728	108.33	65.6794
SRP54	SRP54	6729	44.1059	41.2399
SRP68	SRP68	6730	59.7371	53.7223
SRP72	SRP72	6731	77.3277	81.4748
SRP72P2	SRP72P2	153932	0.263399	0
SRP9	SRP9	6726	334.767	274.72
SRP9P1	SRP9P1	653226	14.6376	12.4378
SRPK1	SRPK1	6732	19.6052	24.5283
SRPK2	SRPK2	6733	23.3586	26.5747
SRPRB	SRPRB	58477	14.1989	30.0029
SRPX	SRPX	8406	11.7178	8.43236
SRPX2	SRPX2	27286	6.34478	19.0698
SRR	SRR	63826	27.3781	19.0929
SRRD	SRRD	402055	19.1319	19.2993
SRRM1	SRRM1	10250	57.4493	47.1816
SRRM2	SRRM2	23524	381.403	192.556
SRRM2-AS1	SRRM2-AS1	100128788	1.63464	0.419148
SRRM4	SRRM4	84530	0.100285	0.333704
SRRM5	SRRM5	100170229	0.118094	0.300737
SRRT	SRRT	51593	74.6969	76.3742
SRSF1	SRSF1	6426	211.111	221.022
SRSF11	SRSF11	9295	182.605	153.924
SRSF12	SRSF12	135295	5.33781	5.4
SRSF2	SRSF2	6427	287.469	209.607
SRSF3	SRSF3	6428	198.007	173.738
SRSF4	SRSF4	6429	67.3381	68.3281
SRSF5	SRSF5	6430	269.547	172.283
SRSF6	SRSF6	6431	124.583	103.674
SRSF7	SRSF7	6432	188.083	162.362
SRSF9	SRSF9	8683	165.826	180.169
SRSF9P1	SRSF9P1	54021	0.15954	0.252303
SRXN1	SRXN1	140809	5.22471	17.1477
SRY	SRY	6736	0.16744	0.684115
SS18	SS18	6760	33.7274	55.5585
SS18L1	SS18L1	26039	15.0088	15.8163
SS18L2	SS18L2	51188	35.0757	24.1127
SSB	SSB	6741	168.991	139.171
SSBP1	SSBP1	6742	65.4594	31.1743
SSBP2	SSBP2	23635	94.7139	60.913
SSBP3	SSBP3	23648	53.6404	62.9684
SSBP3-AS1	SSBP3-AS1	619518	0.656822	1.44168
SSBP4	SSBP4	170463	77.9238	60.9505
SSC5D	SSC5D	284297	0.945054	2.16429
SSH1	SSH1	54434	6.39621	11.3178
SSH2	SSH2	85464	15.1961	14.5067
SSH3	SSH3	54961	4.08098	2.58356
SSNA1	SSNA1	8636	69.6555	51.4326
SSPN	SSPN	8082	7.5287	5.34654
SSPO	SSPO	23145	5.43497	2.62042
SSR1	SSR1	6745	51.6957	101.823
SSR2	SSR2	6746	265.315	268.773
SSR3	SSR3	6747	79.8285	87.8871
SSR4	SSR4	6748	6.12625	18.1049
SSR4P1	SSR4P1	728039	1.74019	1.34808
SSRP1	SSRP1	6749	99.4375	113.474
SST	SST	6750	0	0.100396
SSTR2	SSTR2	6752	3.03765	0.922736
SSU72	SSU72	29101	109.09	89.6949
SSUH2	SSUH2	51066	0.263459	0.282065
SSX2IP	SSX2IP	117178	6.49115	7.40057
ST13	ST13	6767	141.526	173.297
ST13P13	ST13P13	401648	0.304901	0.525644
ST13P15	ST13P15	100422603	1.73973	1.08114
ST13P18	ST13P18	643310	2.2986	1.90497
ST13P19	ST13P19	100131961	4.8893	3.8307
ST13P20	ST13P20	729828	0.0629014	0
ST13P3	ST13P3	144638	1.91349	0.843361
ST13P4	ST13P4	145165	4.93396	4.96424
ST13P5	ST13P5	144106	1.43512	1.35875
ST13P6	ST13P6	157530	15.3077	13.1958
ST18	ST18	9705	0.687336	0.315603
ST20	ST20	400410	8.7427	7.48792
ST20-MTHFS	ST20-MTHFS	100528021	2.61693	2.6849
ST3GAL1	ST3GAL1	6482	2.27316	5.24863
ST3GAL1P1	ST3GAL1P1	100421804	0	0.104591
ST3GAL2	ST3GAL2	6483	17.0819	22.0111
ST3GAL3	ST3GAL3	6487	11.8491	12.8873
ST3GAL4	ST3GAL4	6484	9.81917	11.1301
ST3GAL5	ST3GAL5	8869	27.9031	23.3987
ST3GAL6	ST3GAL6	10402	1.6107	3.6598
ST3GAL6-AS1	ST3GAL6-AS1	100874207	0.162431	0.718138
ST6GAL1	ST6GAL1	6480	2.91122	7.20143
ST6GAL2	ST6GAL2	84620	13.3116	6.6694
ST6GALNAC2	ST6GALNAC2	10610	0.604132	0.277436
ST6GALNAC3	ST6GALNAC3	256435	4.63833	6.45025
ST6GALNAC4	ST6GALNAC4	27090	10.2552	10.9199
ST6GALNAC4P1	ST6GALNAC4P1	100874524	0.52525	0.415984
ST6GALNAC5	ST6GALNAC5	81849	9.44929	4.61585
ST6GALNAC6	ST6GALNAC6	30815	29.1245	24.5196
ST7	ST7	7982	23.4504	18.8342
ST7-AS1	ST7-AS1	93653	7.42058	1.55325
ST7-OT4	ST7-OT4	338069	0.582345	0.0949468
ST7L	ST7L	54879	11.2118	7.78195
ST8SIA1	ST8SIA1	6489	3.43092	8.49909
ST8SIA2	ST8SIA2	8128	4.68377	7.56325
ST8SIA3	ST8SIA3	51046	0.00951957	0.0222691
ST8SIA4	ST8SIA4	7903	1.32595	4.41468
ST8SIA5	ST8SIA5	29906	2.28672	0.768604
STAC	STAC	6769	1.57917	2.4601
STAC2	STAC2	342667	0.697669	0.77619
STAC3	STAC3	246329	192.472	53.1326
STAG1	STAG1	10274	17.9429	21.0291
STAG2	STAG2	10735	26.9663	33.9788
STAG3	STAG3	10734	4.62833	4.09408
STAG3L1	STAG3L1	54441	0.623744	0.937923
STAG3L2	STAG3L2	442582	0.403234	0.0750077
STAG3L4	STAG3L4	64940	11.1914	5.00006
STAG3L5P	STAG3L5P	101735302	6.27051	8.82082
STAG3L5P-PVRIG2P-PILRB	STAG3L5P-PVRIG2P-PILRB	101752399	3.24231	3.9467
STAM	STAM	8027	0.201192	1.30081
STAM2	STAM2	10254	8.85142	11.6264
STAMBP	STAMBP	10617	20.7343	19.5145
STAMBPL1	STAMBPL1	57559	11.1168	10.4477
STAP2	STAP2	55620	3.33928	1.73181
STAR	STAR	6770	0.126962	0.402398
STARD10	STARD10	10809	12.8965	12.1778
STARD13	STARD13	90627	15.9597	9.07782
STARD13-AS	STARD13-AS	100874241	2.06731	0.0942669
STARD3	STARD3	10948	23.2621	24.7999
STARD3NL	STARD3NL	83930	39.6784	40.8014
STARD4	STARD4	134429	31.0636	48.1549
STARD4-AS1	STARD4-AS1	100505678	3.21262	7.0402
STARD5	STARD5	80765	1.95867	2.83314
STARD6	STARD6	147323	0	0.157141
STARD7	STARD7	56910	55.8316	49.8726
STARD7-AS1	STARD7-AS1	285033	2.6123	3.12389
STARD8	STARD8	9754	3.36748	7.93191
STARD9	STARD9	57519	6.03868	7.35525
STAT1	STAT1	6772	17.183	16.2768
STAT2	STAT2	6773	31.8073	34.3597
STAT3	STAT3	6774	31.743	37.6869
STAT4	STAT4	6775	0.686091	0.133936
STAT5A	STAT5A	6776	2.46458	5.77685
STAT5B	STAT5B	6777	15.022	19.2727
STAT6	STAT6	6778	6.64244	11.9873
STAU1	STAU1	6780	45.8755	54.7387
STAU2	STAU2	27067	20.2376	22.9184
STC1	STC1	6781	16.7392	23.7079
STC2	STC2	8614	15.8937	35.2544
STEAP1	STEAP1	26872	0.700034	0.729647
STEAP1B	STEAP1B	256227	3.61511	10.3707
STEAP2	STEAP2	261729	0.284623	0.347763
STEAP3	STEAP3	55240	2.23495	3.10166
STIL	STIL	6491	7.88615	10.2785
STIM1	STIM1	6786	11.5974	15.6094
STIM2	STIM2	57620	19.4687	17.9841
STIP1	STIP1	10963	111.79	138.084
STK10	STK10	6793	7.96522	13.2585
STK11	STK11	6794	38.7968	28.4433
STK11IP	STK11IP	114790	12.4331	13.6715
STK16	STK16	8576	19.4551	18.0776
STK17A	STK17A	9263	6.09638	11.3045
STK17B	STK17B	9262	5.01911	7.02232
STK24	STK24	8428	42.6763	45.3908
STK24-AS1	STK24-AS1	100874069	0.253127	0.237817
STK25	STK25	10494	188.808	120.509
STK3	STK3	6788	26.1994	13.8175
STK31	STK31	56164	0.604495	0.070113
STK32A	STK32A	202374	0.0106429	0.00830322
STK32B	STK32B	55351	2.15779	5.29064
STK32C	STK32C	282974	23.6983	11.8268
STK33	STK33	65975	4.1898	4.17693
STK35	STK35	140901	4.62214	7.51327
STK36	STK36	27148	17.8104	31.5136
STK38	STK38	11329	24.1366	29.3252
STK38L	STK38L	23012	12.291	18.3051
STK39	STK39	27347	22.8715	21.8733
STK4	STK4	6789	5.21009	9.1686
STK4-AS1	STK4-AS1	100505826	0	0.18417
STK40	STK40	83931	24.0614	34.5803
STMN1	STMN1	3925	920.62	808.449
STMN2	STMN2	11075	5.13666	7.22666
STMN3	STMN3	50861	35.1071	40.0134
STMN4	STMN4	81551	1.3189	1.31362
STOM	STOM	2040	5.00575	6.01802
STOML1	STOML1	9399	8.20109	7.30536
STOML2	STOML2	30968	99.7924	81.8841
STOML3	STOML3	161003	0	0.469445
STON1	STON1	11037	4.54254	4.37558
STON1-GTF2A1L	STON1-GTF2A1L	286749	0.0640949	1.28291
STON2	STON2	85439	0.605772	1.84976
STOX1	STOX1	219736	1.72323	1.48319
STOX2	STOX2	56977	1.28442	3.3488
STPG1	STPG1	90529	1.53667	2.24059
STRA6	STRA6	64220	4.78879	10.23
STRADA	STRADA	92335	21.7195	29.1856
STRADB	STRADB	55437	37.9328	36.5191
STRADBP1	STRADBP1	389599	0.302922	0.197633
STRAP	STRAP	11171	182.315	128.884
STRBP	STRBP	55342	6.5911	10.6211
STRIP1	STRIP1	85369	17.6163	23.0991
STRIP2	STRIP2	57464	4.18147	9.16686
STRN	STRN	6801	3.97912	7.32386
STRN3	STRN3	29966	28.9922	20.1055
STRN4	STRN4	29888	40.1998	41.7602
STS	STS	412	1.59229	1.96543
STT3A	STT3A	3703	77.9529	104.415
STT3B	STT3B	201595	61.2558	73.5719
