SYMBOL	ENTREZID	BD_NR.Veh.R1	BD_R.Veh.R1	BD_NR.Veh.R2	BD_R.Veh.R2	Tissue (HPA)	Cell type (HPA)	Level (HPA)	Reliability (HPA)
C18orf25	147339	4.83075	7.69173	7.15656	7.82484	NA	NA	NA	NA
C18orf32	497661	64.4061	63.3522	40.6306	71.4299	cerebral-cortex	glial-cells	High	Approved
C18orf54	162681	4.76227	13.2843	10.5212	12.5957	NA	NA	NA	NA
C19orf12	83636	11.2616	15.5678	11.4624	17.9609	cerebral-cortex	glial-cells	Low	Approved
C19orf18	147685	0.832897	0.269628	0.29706	0.443513	NA	NA	NA	NA
C19orf25	148223	24.747	16.2284	23.2384	15.8826	NA	NA	NA	NA
C19orf38	255809	1.11933	0.141216	0.27571	0.442805	NA	NA	NA	NA
C19orf44	84167	3.37845	6.39304	4.31096	3.81638	NA	NA	NA	NA
C19orf47	126526	27.9895	7.73228	11.7779	6.77836	cerebral-cortex	glial-cells	Low	Enhanced
C19orf48	84798	62.5142	51.7143	67.7753	51.298	NA	NA	NA	NA
C19orf53	28974	118.737	73.2399	90.645	78.0605	cerebral-cortex	glial-cells	Low	Approved
C19orf54	284325	8.23936	11.9221	6.9311	9.58461	cerebral-cortex	glial-cells	Low	Approved
C19orf57	79173	6.01193	3.68239	5.72978	6.35767	NA	NA	NA	NA
C19orf71	100128569	1.43521	0.933953	1.51049	0.955841	NA	NA	NA	NA
C19orf73	55150	1.08855	0.533033	1.16712	1.33494	NA	NA	NA	NA
C19orf81	342918	2.44476	3.66057	1.64055	4.571	cerebral-cortex	glial-cells	Low	Enhanced
C1D	10438	29.6253	16.1278	14.9534	20.5135	NA	NA	NA	NA
C1DP1	554049	8.72466	9.01844	8.60238	8.89587	NA	NA	NA	NA
C1GALT1	56913	6.5809	8.99514	14.6359	8.24977	cerebral-cortex	glial-cells	Medium	Enhanced
C1GALT1C1	29071	18.2281	10.9336	15.5243	12.9513	cerebral-cortex	glial-cells	High	Approved
C1orf105	92346	58.4852	0	5.79998	0	NA	NA	NA	NA
C1orf109	54955	15.0423	19.9996	17.9697	17.5598	NA	NA	NA	NA
C1orf112	55732	7.51304	12.7065	11.0913	9.79767	NA	NA	NA	NA
C1orf115	79762	0.308992	0.987832	0.308205	1.6212	NA	NA	NA	NA
C1orf122	127687	66.3005	36.4537	43.9201	49.2956	NA	NA	NA	NA
C1orf131	128061	14.3605	11.7453	12.9264	12.5377	cerebral-cortex	glial-cells	Medium	Enhanced
C1orf159	54991	11.3435	11.8899	13.1616	12.7722	cerebral-cortex	glial-cells	Low	Approved
C1orf162	128346	0.834746	0.768964	0.430279	1.19752	cerebral-cortex	glial-cells	High	Approved
C1orf174	339448	17.5425	12.5722	18.9169	14.7863	NA	NA	NA	NA
C1orf194	127003	0.0717043	5.33253	0.435454	3.48167	NA	NA	NA	NA
C1orf198	84886	61.0101	37.6802	28.4231	36.276	cerebral-cortex	glial-cells	Medium	Approved
C1orf21	81563	13.0114	24.3141	15.2819	23.8728	NA	NA	NA	NA
C1orf216	127703	8.79383	7.81765	12.2935	11.2994	NA	NA	NA	NA
C1orf220	400798	0.92637	0.306082	0.641031	0.400147	NA	NA	NA	NA
C1orf226	400793	1.65995	8.868	2.83694	14.933	cerebral-cortex	glial-cells	Low	Approved
C1orf229	388759	0.507675	0.537634	0.31313	0.616273	NA	NA	NA	NA
C1orf35	79169	27.8576	17.9699	17.9107	19.6649	cerebral-cortex	glial-cells	Low	Approved
C1orf43	25912	135.385	90.0488	104.841	106.087	cerebral-cortex	glial-cells	Medium	Approved
C1orf50	79078	16.572	13.6167	12.9031	13.2068	NA	NA	NA	NA
C1orf52	148423	32.1652	27.5146	27.7463	22.6301	cerebral-cortex	glial-cells	Low	Approved
C1orf53	388722	0.957409	3.20851	1.29673	1.16749	NA	NA	NA	NA
C1orf54	79630	51.7053	0.441539	25.3004	0.566264	NA	NA	NA	NA
C1orf56	54964	3.6124	2.49884	2.37637	2.80331	NA	NA	NA	NA
C1orf61	10485	5.85685	2.66035	2.92426	13.8638	NA	NA	NA	NA
C1orf74	148304	3.86041	2.0987	3.61094	3.1603	NA	NA	NA	NA
C1orf94	84970	0	0.0496969	0	0.0467908	NA	NA	NA	NA
C1QBP	708	157.058	80.8012	102.137	92.9731	cerebral-cortex	glial-cells	Medium	Supported
C1QL1	10882	2.79169	4.61697	1.17081	4.0955	NA	NA	NA	NA
C1QL3	389941	0.0240019	0	0.112485	0.0395079	NA	NA	NA	NA
C1QL4	338761	1.41405	3.32782	3.31506	5.6833	NA	NA	NA	NA
C1QTNF1	114897	3.43376	0.571175	5.70354	3.20213	NA	NA	NA	NA
C1QTNF2	114898	3.08161	0.434536	1.39771	0.634224	NA	NA	NA	NA
C1QTNF3	114899	47.8608	6.62764	61.4731	7.54826	NA	NA	NA	NA
C1QTNF4	114900	1.42249	2.07099	1.5515	3.0322	cerebral-cortex	glial-cells	High	Approved
C1QTNF5	114902	10.546	1.06934	8.11796	7.14862	NA	NA	NA	NA
C1QTNF6	114904	11.4399	5.52116	13.9077	9.39072	NA	NA	NA	NA
C1QTNF9	338872	0.152615	0.14643	0.0263005	0.0920314	NA	NA	NA	NA
C1QTNF9B	387911	0.409897	0.223219	0.433598	0.263404	NA	NA	NA	NA
C1R	715	11.309	1.32922	7.44405	4.30624	NA	NA	NA	NA
C1RL	51279	10.598	1.04065	6.95477	2.34214	NA	NA	NA	NA
C1RL-AS1	283314	1.16681	0.00947916	1.77781	0.132161	NA	NA	NA	NA
C20orf144	128864	0.187399	0.351315	0.125499	0.3749	NA	NA	NA	NA
C20orf194	25943	7.19472	8.85927	8.23688	8.6726	NA	NA	NA	NA
C20orf27	54976	25.9359	18.4308	18.801	21.3409	NA	NA	NA	NA
C20orf96	140680	18.7642	32.1296	18.8054	31.8045	NA	NA	NA	NA
C21orf58	54058	16.9116	23.9834	15.121	17.346	NA	NA	NA	NA
C21orf91	54149	7.98227	10.1193	9.00048	10.1042	cerebral-cortex	glial-cells	Low	Approved
C22orf15	150248	0.624228	0.873394	0.424326	0.223871	NA	NA	NA	NA
C22orf23	84645	5.15337	3.85426	2.92663	3.02673	NA	NA	NA	NA
C22orf24	25775	0.671364	1.49666	0.611792	1.25925	NA	NA	NA	NA
C22orf31	25770	0.47783	0.0606065	0	0	NA	NA	NA	NA
C22orf39	128977	30.851	25.7488	19.6381	22.7065	NA	NA	NA	NA
C22orf46	79640	6.59387	9.47087	10.2656	7.86163	NA	NA	NA	NA
C2CD2	25966	2.75975	3.18708	4.53051	4.54113	NA	NA	NA	NA
C2CD2L	9854	3.53689	3.16799	4.52199	5.2068	cerebral-cortex	glial-cells	Low	Approved
C2CD3	26005	19.5448	15.1974	13.7284	13.4199	cerebral-cortex	glial-cells	Low	Approved
C2CD4C	126567	4.85036	5.17769	4.57396	5.31414	NA	NA	NA	NA
C2CD5	9847	22.0956	34.5307	20.9604	22.9894	cerebral-cortex	glial-cells	Medium	Approved
C2orf15	150590	27.6261	21.8039	20.861	19.6035	NA	NA	NA	NA
C2orf16	84226	0.405484	0.649017	0.337872	0.369902	NA	NA	NA	NA
C2orf27A	29798	1.25232	2.77756	1.24041	1.8082	NA	NA	NA	NA
C2orf42	54980	6.72923	7.63002	5.3566	6.85051	NA	NA	NA	NA
C2orf49	79074	9.92089	10.3626	9.5906	6.82366	cerebral-cortex	glial-cells	Medium	Approved
C2orf50	130813	0.0711886	0.241107	0.133089	0.14588	NA	NA	NA	NA
C2orf66	401027	0.149232	0.851781	0.729368	1.29509	NA	NA	NA	NA
C2orf68	388969	26.3564	27.4719	19.9183	19.5068	NA	NA	NA	NA
C2orf69	205327	5.55257	7.21028	7.37364	6.79105	cerebral-cortex	glial-cells	Low	Approved
C2orf72	257407	0.262423	9.32878	0.414492	7.13026	NA	NA	NA	NA
C2orf74	339804	27.1491	9.49142	15.2728	14.5841	cerebral-cortex	glial-cells	Low	Approved
C2orf76	130355	10.0225	5.60763	7.00168	8.26515	NA	NA	NA	NA
C2orf80	389073	0.0696318	2.06363	0.16515	0.953068	NA	NA	NA	NA
C2orf81	388963	0.990077	2.86412	1.45618	2.26461	NA	NA	NA	NA
C2orf88	84281	3.18746	1.01808	1.12461	0.555116	NA	NA	NA	NA
C3orf14	57415	9.52996	15.8428	16.4696	23.9326	cerebral-cortex	glial-cells	Medium	Approved
C3orf18	51161	5.43187	4.51722	5.95812	4.49097	NA	NA	NA	NA
C3orf33	285315	2.72327	2.05726	2.88095	2.11804	NA	NA	NA	NA
C3orf35	339883	0.975719	0.632129	0.594151	1.2743	NA	NA	NA	NA
C3orf38	285237	16.0897	20.6214	18.3299	18.0196	cerebral-cortex	glial-cells	Medium	Approved
C3orf52	79669	15.8204	1.26587	7.26143	2.40414	NA	NA	NA	NA
C3orf62	375341	6.30525	6.50146	7.36376	10.9649	NA	NA	NA	NA
C3orf67	200844	0.246583	0.83219	0.162261	0.265721	NA	NA	NA	NA
C3orf70	285382	2.16252	2.58048	3.98674	5.48997	NA	NA	NA	NA
C3orf80	401097	0.0463198	0.224917	0.391087	0.247726	NA	NA	NA	NA
C4orf19	55286	0.853401	0.884469	0.471891	1.36562	NA	NA	NA	NA
C4orf3	401152	113.344	45.8002	63.4685	46.4065	cerebral-cortex	glial-cells	Medium	Approved
C4orf33	132321	3.1773	6.71888	4.46075	5.44629	NA	NA	NA	NA
C4orf36	132989	1.78831	1.70801	2.64799	1.45155	NA	NA	NA	NA
C4orf46	201725	20.0103	13.9039	17.757	10.5804	NA	NA	NA	NA
C4orf47	441054	1.28479	0.504649	1.45976	0.646418	NA	NA	NA	NA
C4orf48	401115	23.5806	27.7763	13.6503	31.8084	NA	NA	NA	NA
C5	727	3.31315	2.58641	2.3546	1.9416	NA	NA	NA	NA
C5AR1	728	0.182381	0.162304	0.529212	0.171657	NA	NA	NA	NA
C5orf15	56951	51.1455	30.0709	46.2082	33.9668	NA	NA	NA	NA
C5orf22	55322	10.1128	18.4318	10.2695	13.8699	cerebral-cortex	glial-cells	Low	Approved
C5orf24	134553	34.979	28.8388	31.0258	31.8213	NA	NA	NA	NA
C5orf30	90355	0.223964	0.28334	0.120839	0.095392	NA	NA	NA	NA
C5orf34	375444	4.73366	6.74733	6.74784	6.57468	cerebral-cortex	glial-cells	Low	Approved
C5orf38	153571	4.35506	17.9098	6.78786	23.8219	NA	NA	NA	NA
C5orf49	134121	0.331117	0.939379	0.212608	0.834315	NA	NA	NA	NA
C5orf51	285636	10.9188	16.2031	12.8557	13.6755	NA	NA	NA	NA
C5orf58	133874	0	0.0251491	0.0663501	0.632965	NA	NA	NA	NA
C5orf63	401207	0.98537	0.0175463	0.434049	0.0163107	NA	NA	NA	NA
C5orf64	285668	0.0994725	1.24605	0.310673	3.52939	NA	NA	NA	NA
C5orf66	100996485	1.03052	6.08321	1.98943	2.98052	NA	NA	NA	NA
C6orf118	168090	0.735455	7.97165	0.248701	3.46306	NA	NA	NA	NA
C6orf120	387263	24.7014	17.5129	19.6244	18.5644	NA	NA	NA	NA
C6orf141	135398	0.124479	0.194216	0.343278	0.154238	NA	NA	NA	NA
C6orf163	206412	1.78963	2.76135	1.37019	2.03763	NA	NA	NA	NA
C6orf201	404220	0	0.742024	0.0525163	0.0874731	NA	NA	NA	NA
C6orf226	441150	12.8253	10.9035	9.53651	9.18698	cerebral-cortex	glial-cells	High	Approved
C6orf52	347744	2.2488	4.04347	2.02321	4.38144	NA	NA	NA	NA
C6orf62	81688	40.3307	46.211	45.0795	56.228	cerebral-cortex	glial-cells	Low	Supported
C6orf89	221477	12.318	14.0783	19.5981	14.488	NA	NA	NA	NA
C7	730	0	0.731544	2.16026	3.56228	NA	NA	NA	NA
C7orf25	79020	1.81458	2.45217	1.99541	2.36015	NA	NA	NA	NA
C7orf26	79034	15.3141	18.0826	20.1609	21.4521	NA	NA	NA	NA
C7orf31	136895	2.65827	3.47044	2.91848	3.21448	NA	NA	NA	NA
C7orf50	84310	82.251	45.4362	58.073	47.884	cerebral-cortex	glial-cells	Low	Approved
C7orf57	136288	0.0318107	0.249075	0.0248613	0.0525019	NA	NA	NA	NA
C7orf61	402573	1.42809	0.359558	1.0454	0.712576	NA	NA	NA	NA
C8G	733	0.637915	0.340537	0.113874	0	NA	NA	NA	NA
C8orf31	286122	0.131574	0.131539	0.766126	0.114683	NA	NA	NA	NA
C8orf33	65265	27.1266	29.2495	21.0843	26.3401	cerebral-cortex	glial-cells	Low	Approved
C8orf34	116328	0.425154	0.0418243	0.214078	0.0448488	NA	NA	NA	NA
C8orf37	157657	1.77725	2.85411	1.62093	2.25464	NA	NA	NA	NA
C8orf44	56260	7.31326	5.49294	4.07596	4.30481	NA	NA	NA	NA
C8orf48	157773	0.922489	1.35327	1.89044	1.16429	cerebral-cortex	glial-cells	Medium	Enhanced
C8orf58	541565	17.8577	16.561	15.8903	14.8133	NA	NA	NA	NA
C8orf76	84933	27.965	17.2764	20.6758	19.7688	NA	NA	NA	NA
C8orf82	414919	19.236	8.80858	7.34801	10.9357	NA	NA	NA	NA
C8orf88	100127983	7.54952	2.23444	6.5695	4.20086	NA	NA	NA	NA
C9orf116	138162	4.59604	13.7283	6.46715	11.4547	NA	NA	NA	NA
C9orf129	445577	0.484064	0.0752835	0.246799	0.255685	NA	NA	NA	NA
C9orf131	138724	0.2984	0.588729	0.0144184	0.127035	NA	NA	NA	NA
C9orf147	100133204	0.473024	1.2016	0.399252	1.2952	NA	NA	NA	NA
C9orf16	79095	45.1499	59.9224	43.922	74.5155	NA	NA	NA	NA
C9orf163	158055	0.557	0.567794	0.435033	0.343728	NA	NA	NA	NA
C9orf24	84688	0.352143	0.505663	0.760443	0.305297	NA	NA	NA	NA
C9orf40	55071	8.01659	9.92858	10.0404	9.49789	NA	NA	NA	NA
C9orf43	257169	0.44561	0.364287	0.4996	0.612445	NA	NA	NA	NA
C9orf47	286223	0.18015	1.03806	1.31431	0.689601	NA	NA	NA	NA
C9orf72	203228	5.87395	28.2476	6.61337	14.4736	NA	NA	NA	NA
C9orf78	51759	28.6597	27.8909	31.3394	37.995	cerebral-cortex	glial-cells	Low	Enhanced
C9orf85	138241	14.9331	7.18508	10.3352	7.85158	NA	NA	NA	NA
CA10	56934	0.1192	1.11472	0.10077	0.289656	NA	NA	NA	NA
CA11	770	16.8101	7.84414	12.0409	12.5176	NA	NA	NA	NA
CA12	771	1.25479	1.71844	1.2974	3.69403	NA	NA	NA	NA
CA13	377677	0.473862	0.952552	1.06581	1.24205	cerebral-cortex	glial-cells	Medium	Enhanced
CA14	23632	0	0.473611	0.52106	0.103106	NA	NA	NA	NA
CA2	760	1.55406	4.2291	1.32821	5.0463	cerebral-cortex	glial-cells	High	Enhanced
CA3	761	0.52987	0.371838	0.692484	0.384647	NA	NA	NA	NA
CA5B	11238	1.48773	2.05257	1.50099	1.43243	NA	NA	NA	NA
CA5BP1	340591	7.14296	7.13274	6.2585	5.78908	NA	NA	NA	NA
CA8	767	0.106953	2.15246	0.297704	0.753444	NA	NA	NA	NA
CAAP1	79886	15.4957	16.0103	12.9077	16.3008	NA	NA	NA	NA
CAB39	51719	19.6166	27.5111	22.8307	26.2943	cerebral-cortex	glial-cells	Medium	Supported
CAB39L	81617	4.34362	8.51694	6.1729	9.23606	NA	NA	NA	NA
CABIN1	23523	13.3385	16.9123	18.2357	18.8503	cerebral-cortex	glial-cells	Low	Approved
CABLES1	91768	13.3735	2.21295	21.2638	5.17388	NA	NA	NA	NA
CABLES2	81928	4.98751	8.49055	6.35571	8.55359	NA	NA	NA	NA
CABP1	9478	0.0901783	0.368934	0.289114	0.511288	NA	NA	NA	NA
CABP7	164633	0.251813	0.218328	0.149988	0.518507	NA	NA	NA	NA
CABYR	26256	4.23028	1.55453	5.73495	1.51431	NA	NA	NA	NA
CACHD1	57685	14.4351	31.6415	20.8502	31.8845	NA	NA	NA	NA
CACNA1A	773	0.315496	1.56152	0.181313	0.488126	cerebral-cortex	glial-cells	High	Enhanced
CACNA1B	774	0.117179	0.941292	0.428881	0.472757	NA	NA	NA	NA
CACNA1C	775	1.54322	0.899393	4.81476	3.50066	NA	NA	NA	NA
CACNA1C-AS1	100652846	0.110445	0.353535	0.577805	0.698768	NA	NA	NA	NA
CACNA1C-AS2	100874235	0.650227	0.826519	0.922843	1.10762	NA	NA	NA	NA
CACNA1E	777	0.193049	0.395906	0.205335	0.285544	NA	NA	NA	NA
CACNA1G	8913	3.94719	1.87301	5.25356	5.27618	NA	NA	NA	NA
CACNA1G-AS1	253962	0.310447	0.0780907	0.242922	0.808238	NA	NA	NA	NA
CACNA1H	8912	21.8941	10.5767	11.2211	10.7617	cerebral-cortex	glial-cells	Low	Approved
CACNA1I	8911	0.0456866	0.059512	0.031173	0.107482	NA	NA	NA	NA
CACNA2D1	781	23.0259	2.0154	10.0986	4.12792	cerebral-cortex	glial-cells	Low	Enhanced
CACNA2D2	9254	2.80419	4.05573	1.54186	3.19774	NA	NA	NA	NA
CACNA2D3	55799	0.281299	0.485857	0.35619	0.317907	NA	NA	NA	NA
CACNA2D4	93589	0.703215	0.0370797	0.786758	0.145165	NA	NA	NA	NA
CACNB1	782	40.0615	4.8049	11.9166	5.97988	cerebral-cortex	glial-cells	Medium	Approved
CACNB2	783	0.53245	2.4672	0.78204	2.24104	NA	NA	NA	NA
CACNB3	784	30.3928	24.0223	29.9584	26.2381	NA	NA	NA	NA
CACNB4	785	0.362987	3.33203	0.436362	1.90817	cerebral-cortex	glial-cells	Medium	Approved
CACNG1	786	4.21281	0.18136	0.241353	0.255926	NA	NA	NA	NA
CACNG4	27092	7.16283	37.5831	7.66829	28.0489	NA	NA	NA	NA
CACNG5	27091	0	0.542984	0.067473	0.147106	NA	NA	NA	NA
CACNG6	59285	4.71415	0.727746	1.34948	0.347225	NA	NA	NA	NA
CACNG7	59284	3.03233	48.9078	5.61323	42.3281	NA	NA	NA	NA
CACNG8	59283	0.718712	11.5522	0.99478	9.22623	NA	NA	NA	NA
CACTIN	58509	14.0165	12.2523	11.1157	12.7088	cerebral-cortex	glial-cells	Medium	Approved
CACTIN-AS1	404665	0.263636	0.198887	0.192478	0.178552	NA	NA	NA	NA
CACUL1	143384	10.8625	13.7263	13.85	13.3208	NA	NA	NA	NA
CACYBP	27101	83.4495	75.1084	107.379	87.2002	cerebral-cortex	glial-cells	Low	Approved
CACYBPP2	644877	4.81352	1.81742	1.9386	1.51649	NA	NA	NA	NA
CAD	790	15.5422	14.7832	22.4294	14.897	NA	NA	NA	NA
CADM1	23705	18.856	37.7235	29.0647	21.2518	NA	NA	NA	NA
CADM2	253559	1.63971	9.28953	0.604316	4.77758	NA	NA	NA	NA
CADM3	57863	0.815562	18.1303	1.26178	11.4272	NA	NA	NA	NA
CADM4	199731	33.8958	74.3639	35.5246	74.9354	NA	NA	NA	NA
CADPS	8618	0.641004	4.35794	0.917362	3.05842	NA	NA	NA	NA
CADPS2	93664	1.2309	2.38603	1.84685	2.344	NA	NA	NA	NA
CAHM	100526820	3.26485	4.0859	2.01317	3.71007	NA	NA	NA	NA
CALB1	793	0.842266	7.773	1.47958	25.4014	NA	NA	NA	NA
CALB2	794	8.18587	1.673	0.285037	0.931539	cerebral-cortex	glial-cells	Medium	Enhanced
CALCOCO1	57658	32.855	25.0343	21.2613	22.9014	cerebral-cortex	glial-cells	Medium	Approved
CALCOCO2	10241	20.0167	21.7239	28.1446	21.9779	cerebral-cortex	glial-cells	Low	Enhanced
CALCRL	10203	9.5621	1.45776	6.91534	1.70709	NA	NA	NA	NA
CALD1	800	184.205	58.6548	181.999	82.4357	NA	NA	NA	NA
CALHM2	51063	7.16559	1.64979	8.30705	2.04559	cerebral-cortex	glial-cells	Medium	Approved
CALM1	801	208.452	314.878	358.677	382.871	NA	NA	NA	NA
CALM2	805	463.937	550.948	331.753	408.346	cerebral-cortex	glial-cells	Medium	Approved
CALM2P2	806	20.3993	19.0842	14.6884	15.9824	NA	NA	NA	NA
CALM2P3	807	0.830323	0	0.164974	0	NA	NA	NA	NA
CALM3	808	166.801	242.331	160.93	204.806	NA	NA	NA	NA
CALML4	91860	14.2916	11.6513	11.7925	10.6402	NA	NA	NA	NA
CALML6	163688	2.22612	0.110674	0.652606	0.162441	NA	NA	NA	NA
CALN1	83698	0.110964	0.408436	0.0870304	0.105806	cerebral-cortex	glial-cells	Medium	Approved
CALR	811	685.336	298.226	788.648	526.331	NA	NA	NA	NA
CALU	813	139.931	108.861	191.877	145.048	cerebral-cortex	glial-cells	High	Supported
CALY	50632	0.83559	0.714504	0.614021	0.398283	cerebral-cortex	glial-cells	Medium	Enhanced
CAMK1	8536	8.89373	7.68756	7.75996	9.62952	cerebral-cortex	glial-cells	Low	Approved
CAMK1D	57118	3.41109	8.15031	5.62597	6.38769	cerebral-cortex	glial-cells	Medium	Approved
CAMK1G	57172	1.51059	1.7609	7.12474	1.31507	NA	NA	NA	NA
CAMK2A	815	5.74942	1.43274	1.64099	1.11502	NA	NA	NA	NA
CAMK2B	816	3.4449	0.324612	1.23562	0.297572	NA	NA	NA	NA
CAMK2D	817	33.8094	25.9318	33.0076	27.2602	cerebral-cortex	glial-cells	Low	Approved
CAMK2G	818	22.9524	14.478	22.7821	15.3132	cerebral-cortex	glial-cells	Low	Approved
CAMK2N1	55450	7.81539	99.8799	13.0615	110.4	NA	NA	NA	NA
CAMK2N2	94032	0.144002	2.05594	0.280659	2.71877	NA	NA	NA	NA
CAMK4	814	0.687739	4.05359	2.34706	2.60899	cerebral-cortex	glial-cells	Low	Approved
CAMKK1	84254	3.62357	2.01664	2.87334	1.85372	NA	NA	NA	NA
CAMKK2	10645	10.5005	13.6032	12.5336	12.6078	cerebral-cortex	glial-cells	Medium	Approved
CAMKMT	79823	4.76334	3.34738	3.13822	4.62013	NA	NA	NA	NA
CAMKV	79012	1.0369	40.6415	2.34944	19.0258	cerebral-cortex	glial-cells	Low	Enhanced
CAMLG	819	44.8588	23.3567	29.1978	28.6206	cerebral-cortex	glial-cells	Low	Approved
CAMSAP1	157922	12.8821	29.6649	18.4826	22.925	NA	NA	NA	NA
CAMSAP2	23271	8.50794	21.8567	15.2989	17.2046	cerebral-cortex	glial-cells	High	Enhanced
CAMSAP3	57662	0.305556	5.01657	0.536206	4.64703	NA	NA	NA	NA
CAMTA1	23261	113.274	112.246	84.6746	109.551	NA	NA	NA	NA
CAMTA2	23125	8.36726	6.25965	11.1603	8.20658	NA	NA	NA	NA
CAND1	55832	59.8267	103.955	76.3967	75.5716	NA	NA	NA	NA
CAND2	23066	8.73845	2.94681	4.64778	2.62634	NA	NA	NA	NA
CANT1	124583	25.9507	26.3925	30.6013	28.8133	NA	NA	NA	NA
CANX	821	151.558	239.101	281.962	284.923	cerebral-cortex	glial-cells	High	Enhanced
CAP1	10487	56.7392	98.8426	125.623	104.115	cerebral-cortex	glial-cells	Medium	Approved
CAP1P2	399748	0.497393	0.437998	0.884615	0.374675	NA	NA	NA	NA
CAP2	10486	105.223	18.7839	35.8692	18.4943	cerebral-cortex	glial-cells	Medium	Enhanced
CAPG	822	3.65873	1.01046	11.1955	1.67759	NA	NA	NA	NA
CAPN1	823	35.8585	22.6487	40.5987	27.8383	cerebral-cortex	glial-cells	Medium	Enhanced
CAPN10	11132	18.4899	17.5046	13.6312	18.7616	NA	NA	NA	NA
CAPN15	6650	13.8784	12.8982	11.9306	14.8242	NA	NA	NA	NA
CAPN2	824	61.3453	41.2241	118.885	70.7836	NA	NA	NA	NA
CAPN3	825	1.94258	0.463413	0.44063	0.476129	NA	NA	NA	NA
CAPN6	827	39.198	0.0428346	12.2872	0.416907	NA	NA	NA	NA
CAPN7	23473	15.9959	13.1178	16.6197	12.8623	NA	NA	NA	NA
CAPN9	10753	0.152383	3.01526	0.133954	1.24309	NA	NA	NA	NA
CAPNS1	826	202.134	94.5552	251.779	153.354	cerebral-cortex	glial-cells	High	Approved
CAPRIN1	4076	139.409	172.556	129.747	144.573	cerebral-cortex	glial-cells	High	Approved
CAPRIN2	65981	6.73111	10.082	6.81588	8.07302	NA	NA	NA	NA
CAPS	828	7.11997	2.4951	4.11834	3.26809	NA	NA	NA	NA
CAPS2	84698	0.711823	1.49935	1.00327	0.767205	NA	NA	NA	NA
CAPZA1	829	84.312	66.4312	79.216	72.2088	cerebral-cortex	glial-cells	Low	Approved
CAPZA2	830	82.9563	62.3581	69.4489	70.4733	NA	NA	NA	NA
CAPZB	832	154.453	121.434	142.362	131.254	NA	NA	NA	NA
CARD10	29775	3.34272	2.51353	6.18596	4.97394	cerebral-cortex	glial-cells	Medium	Approved
CARD14	79092	0.234021	0.243516	0.167018	0.474535	NA	NA	NA	NA
CARD16	114769	0.654832	0.196833	0	0.368515	NA	NA	NA	NA
CARD8	22900	13.185	26.5882	17.3164	25.4097	NA	NA	NA	NA
CARD9	64170	0.496431	0.737075	0.786195	0.770735	NA	NA	NA	NA
CARF	79800	3.08814	6.47475	3.91399	5.88235	cerebral-cortex	glial-cells	Low	Approved
CARHSP1	23589	109.722	103.183	78.7139	91.7243	NA	NA	NA	NA
CARM1	10498	30.8524	42.8094	42.8062	42.9544	cerebral-cortex	glial-cells	Low	Supported
CARNS1	57571	0.959562	0.200889	0.467758	0.157466	cerebral-cortex	glial-cells	Medium	Enhanced
CARS2	79587	29.2658	29.7445	19.1517	27.0585	NA	NA	NA	NA
CASC1	55259	0.222661	0.822567	0.230844	0.500412	NA	NA	NA	NA
CASC15	401237	3.21686	7.17864	2.1502	7.49481	NA	NA	NA	NA
CASC18	101929110	0.358477	0.0626593	0.261332	0.157354	NA	NA	NA	NA
CASC2	255082	0.578682	1.63233	0.891143	1.32373	NA	NA	NA	NA
CASC3	22794	29.8793	42.9027	35.5275	41.2319	cerebral-cortex	glial-cells	Low	Approved
CASC4	113201	29.6835	34.7654	34.8179	36.9961	cerebral-cortex	glial-cells	Medium	Enhanced
CASC4P1	100420689	0.0982024	0.129893	0.0384369	0.0814723	NA	NA	NA	NA
CASC9	101805492	0	0	0	0.0469911	NA	NA	NA	NA
CASD1	64921	28.9112	40.739	22.3577	28.4716	NA	NA	NA	NA
CASK	8573	15.9897	18.3153	16.1028	17.0498	cerebral-cortex	glial-cells	Low	Enhanced
CASKIN1	57524	2.10662	4.09726	1.89573	3.16817	NA	NA	NA	NA
CASKIN2	57513	7.37271	10.739	6.2066	7.22783	NA	NA	NA	NA
CASP1	834	0.172878	0	0.137147	0.0503018	cerebral-cortex	glial-cells	Low	Approved
CASP2	835	13.1082	21.1782	22.1019	21.2904	NA	NA	NA	NA
CASP3	836	40.0553	27.558	35.1215	34.4872	NA	NA	NA	NA
CASP4	837	5.56893	0.17134	6.43234	1.15553	NA	NA	NA	NA
CASP6	839	20.3847	14.6886	20.628	17.1044	NA	NA	NA	NA
CASP7	840	10.8494	6.36257	16.4192	11.4364	NA	NA	NA	NA
CASP8	841	2.54414	0.93483	9.61513	3.69725	NA	NA	NA	NA
CASP8AP2	9994	8.63799	18.3019	11.9915	11.1459	NA	NA	NA	NA
CASP9	842	22.8538	5.52209	9.50194	6.91287	cerebral-cortex	glial-cells	Low	Approved
CASQ1	844	0.161723	0.141761	0.176978	0.490134	NA	NA	NA	NA
CASS4	57091	7.95718	0.16275	2.88667	0.330361	NA	NA	NA	NA
CAST	831	24.1531	18.3905	44.9394	20.7029	NA	NA	NA	NA
CASZ1	54897	10.1187	0.911357	1.70914	0.898605	NA	NA	NA	NA
CAT	847	20.4976	9.63912	17.9667	8.97196	NA	NA	NA	NA
CATSPER2	117155	0.189614	1.23156	0.541465	0.861826	NA	NA	NA	NA
CATSPER2P1	440278	1.69909	0.475092	0.76398	0.626702	NA	NA	NA	NA
CATSPER3	347732	0.150159	0.86565	0.550708	0.788138	NA	NA	NA	NA
