subSystem	disrupted_module	rxnList	MetabolicUnits	Localization	rxnFormula	rxnName	rxnECNumbers
Fatty acid oxidation	MTA_BD_norm_t2	SUBERCROT	carnitine shuttle	intercompartmental	crn[x] + sbcoa[x]  <=> coa[x] + c8dc[x] 	Production of Suberyl Carnitine	
Fatty acid oxidation	MTA_BD_norm_t2	2MB2COAc	NA	intercompartmental	2mb2coa[m]  <=> 2mb2coa[c] 	Transport of 2-Methylcrotonoyl Coenzyme A into Cytosol	
Fatty acid oxidation	MTA_BD_norm_t2	C51CPT1	carnitine shuttle	intercompartmental	crn[c] + 2mb2coa[c]  <=> coa[c] + c51crn[c] 	Production of Tiglylcarnitine	
Fatty acid oxidation	MTA_BD_norm_t2	TIGCRNe	NA	intercompartmental	c51crn[c]  -> c51crn[e] 	Transport of Tiglyl Carnitine into the Extra Cellular Fluid	
Fatty acid oxidation	MTA_BD_norm_t2	C102CPT1	carnitine shuttle	intercompartmental	crn[c] + decdicoa[c]  <=> coa[c] + decdicrn[c] 	Production of Decadienoylcarnitine	
Fatty acid oxidation	MTA_BD_norm_t2	C141CPT1	carnitine shuttle	intercompartmental	crn[c] + tetdece1coa[c]  <=> coa[c] + tetdece1crn[c] 	Production of Tetradecenoylcarnitine	
Fatty acid oxidation	MTA_BD_norm_t2	C142CPT1	carnitine shuttle	intercompartmental	crn[c] + tetdec2coa[c]  <=> coa[c] + tetdec2crn[c] 	Production of Tetradecadienoylcarnitine	
Fatty acid oxidation	MTA_BD_norm_t2	sink_decdicoa[c]	NA	intercompartmental	decdicoa[c]  <=> 	Sink for 2, 6-Dodecadienoyl Coenzyme A	
Fatty acid oxidation	MTA_BD_norm_t2	DECDICRNe	NA	intercompartmental	decdicrn[c]  -> decdicrn[e] 	Transport of Decadienoyl Carnitine into the Extra Cellular Space	
Fatty acid oxidation	MTA_BD_norm_t2	sink_tetdec2coa[c]	NA	intercompartmental	tetdec2coa[c]  <=> 	Sink for Tetradecadienoyl Coenzyme A	
Fatty acid oxidation	MTA_BD_norm_t2	TETDEC2CRNe	NA	intercompartmental	tetdec2crn[c]  -> tetdec2crn[e] 	Transport of Tetradecadienoyl Carnitine into Extra Cellular Space	
Fatty acid oxidation	MTA_BD_norm_t2	sink_tetdece1coa[c]	NA	intercompartmental	tetdece1coa[c]  <=> 	Sink for Tetradecenoyl Coenzyme A	
Fatty acid oxidation	MTA_BD_norm_t2	TETDECE1CRNe	NA	intercompartmental	tetdece1crn[c]  -> tetdece1crn[e] 	Transport of Tetradecenoyl Carnitine into Extra Cellular Space	
Fatty acid oxidation	MTA_BD_norm_t2	r1448	betaoxidation	[m]	q10[m] + occoa[m]  -> q10h2[m] + HC01415[m] 	Acyl-CoA Oxidase	1.3.3.6
Fatty acid oxidation	MTA_BD_norm_t2	PTDCACRNCPT2	carnitine shuttle	[m]	coa[m] + ptdcacrn[m]  <=> crn[m] + ptdcacoa[m] 	Pentadecanoate Transport into the Mitochondria	
Fatty acid oxidation	MTA_BD_norm_t2	sink_c81coa[c]	NA	intercompartmental	c81coa[c]  <=> 	Sink for Octenoyl Coenzyme A	
Fatty acid oxidation	MTA_BD_norm_t2	C81CPT1	carnitine shuttle	intercompartmental	crn[c] + c81coa[c]  <=> coa[c] + c81crn[c] 	Production of Ocetenoylcarnitine	
Fatty acid oxidation	MTA_BD_norm_t2	C81CRNe	NA	intercompartmental	c81crn[c]  -> c81crn[e] 	Transport of Octenoyl Carnitine into the Extra Cellular Space	
Fatty acid oxidation	MTA_BD_norm_t2	r1450	betaoxidation	[m]	q10[m] + hxcoa[m]  -> q10h2[m] + hx2coa[m] 	Acyl-CoA Oxidase	1.3.3.6
Fatty acid oxidation	MTA_BD_norm_t2	HMR_3522	NA	[m]	fad[m] + dmnoncoa[m]  -> 2 h[m] + fadh2[m] + CE4806[m] 	Medium-Chain Acyl Coenzyme A Dehydrogenase	EC:1.3.8.7;EC:1.3.8.8
Fatty acid oxidation	MTA_BD_norm_t2	C182OHc	carnitine shuttle	[c]	crn[c] + 3ocddcoa[c]  <=> coa[c] + 3octdec2crn[c] 	Production of 3-Hydroxyoctadecadienoylcarnitine	
Fatty acid oxidation	MTA_BD_norm_t2	FAOXC182C182OHm	betaoxidation	[m]	h2o[m] + fad[m] + lnlccoa[m]  -> fadh2[m] + 3ocddcoa[m] 	Fatty Acid Beta Oxidation (C18:2->C18:2Oh), Mitochondrial	
Fatty acid oxidation	MTA_BD_norm_t2	HOCTDEC2CRNe	NA	intercompartmental	3octdec2crn[c]  -> 3octdec2crn[e] 	Transport of 3-Hydroxyoctadecadienoyl Carnitine into Extra Cellular Space	
Fatty acid oxidation	MTA_BD_norm_t2	OCTDEC2ACBP	NA	intercompartmental	3ocddcoa[m]  <=> 3ocddcoa[c] 	Transport of 3-Hydroxyoctadecadienoyl Coenzyme A from Mitochondria into Cytosol	
Fatty acid oxidation	MTA_BD_norm_t2	HMR_3407	NA	[m]	8 h2o[m] + 8 nad[m] + 8 coa[m] + 7 fad[m] + M00127[m]  -> 8 h[m] + 8 nadh[m] + 9 accoa[m] + 7 fadh2[m] 	Enoyl Coenzyme A Hydratase	EC:4.2.1.17;EC:1.1.1.35;EC:1.1.1.211;EC:1.3.8.7;EC:1.3.8.8;EC:1.3.8.9;EC:2.3.1.16
Fatty acid oxidation	MTA_BD_norm_t2	FAOXC182806m	betaoxidation	[m]	5 h2o[m] + 5 nad[m] + 5 coa[m] + 3 fad[m] + lnlccoa[m]  -> 5 h[m] + 5 nadh[m] + 5 accoa[m] + 3 fadh2[m] + occoa[m] 	Beta Oxidation of Fatty Acid	4.2.1.74
Fatty acid oxidation	MTA_BD_norm_t2	HMR_3128	NA	intercompartmental	fad[m] + tdcoa[m]  -> fadh2[m] + HC01412[m] 	Medium-Chain Acyl Coenzyme A Dehydrogenase	EC:1.3.8.7;EC:1.3.8.8;EC:1.3.8.9;EC:1.3.99.-;
Fatty acid oxidation	MTA_BD_norm_t2	HMR_0201	NA	[c]	h2o[c] + M00129[c]  -> h[c] + coa[c] + ttdcea[c] 	Palmitoyl Coenzyme A Hydrolase	EC:3.1.2.2
Fatty acid oxidation	MTA_BD_norm_t2	HMR_0290	NA	[c]	h2o[c] + M00018[c]  -> h[c] + coa[c] + M00017[c] 	Palmitoyl Coenzyme A Hydrolase	EC:3.1.2.2
Fatty acid oxidation	MTA_BD_norm_t2	DOCOSACTDr	NA	intercompartmental	docosac[c]  <=> docosac[r] 	Transport of Docosanoic Acid by Diffusion	
Fatty acid oxidation	MTA_BD_norm_t2	HMR_2702	NA	intercompartmental	coa[c] + M01724[c]  <=> crn[c] + docoscoa[c] 	Carnitine O-Palmitoyltransferase	EC:2.3.1.21
Fatty acid oxidation	MTA_BD_norm_t2	HMR_3116	NA	[m]	h2o[m] + od2coa[m]  -> CE2248[m] 	Enoyl Coenzyme A Hydratase	EC:4.2.1.17
Fatty acid oxidation	MTA_BD_norm_t2	HMR_3117	NA	[m]	nad[m] + CE2248[m]  -> h[m] + nadh[m] + 3ohodcoa[m] 	3-Hydroxyacyl Coenzyme A Dehydrogenase	EC:1.1.1.35;EC:1.1.1.211
Fatty acid oxidation	MTA_BD_norm_t2	HMR_3118	NA	[m]	coa[m] + 3ohodcoa[m]  -> accoa[m] + pmtcoa[m] 	Acetyl Coenzyme A C-Acyltransferase	EC:2.3.1.16;EC:1.1.1.211
Fatty acid oxidation	MTA_BD_norm_t2	STRDNCCPT1	carnitine shuttle	intercompartmental	crn[c] + strdnccoa[c]  <=> coa[c] + strdnccrn[c] 	Carnitine O-Palmitoyltransferase	2.3.1.21
Fatty acid oxidation	MTA_BD_norm_t2	FAOXC16C14m	betaoxidation	[m]	h2o[m] + nad[m] + coa[m] + fad[m] + pmtcoa[m]  -> h[m] + nadh[m] + accoa[m] + fadh2[m] + tdcoa[m] 	Fatty Acid Beta Oxidation (C16->C14), Mitochondrial	
Fatty acid oxidation	MTA_BD_norm_t2	r1253	NA	[r]	atp[r] + 8 h[r] + coa[r] + strdnc[r]  -> amp[r] + ppi[r] + stcoa[r] 	Long-Chain-Fatty-Acid---Coa Ligase	6.2.1.3
Fatty acid oxidation	MTA_BD_norm_t2	FAOXC101C102m	betaoxidation	[m]	fad[m] + dece4coa[m]  -> fadh2[m] + dec24dicoa[m] 	Fatty Acid Beta Oxidation (C10:1->C10:2), Mitochondrial	
Fatty acid oxidation	MTA_BD_norm_t2	HMR_3099	NA	intercompartmental	h2o[x] + hx2coa[x]  -> HC01407[x] 	Enoyl Coenzyme A Hydratase	EC:4.2.1.17
Fatty acid oxidation	MTA_BD_norm_t2	HMR_3100	NA	intercompartmental	nad[x] + HC01407[x]  -> h[x] + nadh[x] + HC01408[x] 	3-Hydroxyacyl Coenzyme A Dehydrogenase	EC:1.1.1.35;EC:1.1.1.211
Fatty acid oxidation	MTA_BD_norm_t2	HMR_3101	NA	intercompartmental	coa[x] + HC01408[x]  -> accoa[x] + btcoa[x] 	Acetyl Coenzyme A C-Acyltransferase	EC:2.3.1.16
Fatty acid oxidation	MTA_BD_norm_t2	HMR_2733	NA	[c]	crn[c] + M00012[c]  <=> coa[c] + M00011[c] 	Carnitine O-Palmitoyltransferase	EC:2.3.1.21
Fatty acid oxidation	MTA_BD_norm_t2	HMR_3431	NA	[m]	9 h2o[m] + 9 nad[m] + 9 coa[m] + 6 fad[m] + M00012[m]  -> 9 h[m] + 9 nadh[m] + 10 accoa[m] + 6 fadh2[m] 	Enoyl Coenzyme A Hydratase	EC:4.2.1.17;EC:1.1.1.35;EC:1.1.1.211;EC:1.3.8.7;EC:1.3.8.8;EC:1.3.8.9;EC:2.3.1.16
Fatty acid oxidation	MTA_BD_norm_t2	C180CPT1	carnitine shuttle	intercompartmental	crn[c] + stcoa[c]  <=> coa[c] + stcrn[c] 	Production of Stearoylcarnitine	2.3.1.21
Fatty acid oxidation	MTA_BD_norm_t2	DCIm	betaoxidation	[m]	dd2coa[m]  <=> dd3coa[m] 	Dodecenoyl-Coenzyme A Delta Isomerase	5.3.3.8
Fatty acid oxidation	MTA_BD_norm_t2	HMR_3234	NA	[m]	fad[m] + M01141[m]  -> fadh2[m] + M03022[m] 	Medium-Chain Acyl Coenzyme A Dehydrogenase	EC:1.3.8.7;EC:1.3.8.8;EC:1.3.8.9;EC:1.3.99.-;
Fatty acid oxidation	MTA_BD_norm_t2	HMR_3235	NA	[m]	h2o[m] + M03022[m]  -> M01573[m] 	Enoyl Coenzyme A Hydratase	EC:4.2.1.17
Fatty acid oxidation	MTA_BD_norm_t2	HMR_3236	NA	[m]	nad[m] + M01573[m]  -> h[m] + nadh[m] + M00885[m] 	3-Hydroxyacyl Coenzyme A Dehydrogenase	EC:1.1.1.35;EC:1.1.1.211
Fatty acid oxidation	MTA_BD_norm_t2	HMR_3237	NA	[m]	coa[m] + M00885[m]  -> accoa[m] + dd3coa[m] 	Acetyl Coenzyme A C-Acyltransferase	EC:2.3.1.16;EC:1.1.1.211
